episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,4244.4992022258375,4244.4992022258375,0.999000499833375,1000,,,,,,,,,0.219845150411129
1,4079.049173717752,4161.774187971795,0.9980019986673331,2000,,,,,,,,,0.4073136712983251
2,4166.749174193446,4163.432516712345,0.997004495503373,3000,,,,,,,,,0.8913726688921452
3,4544.484039056824,4258.695397298465,0.9960079893439915,4000,,,,,,,,,1.514005458801985
4,4261.91629576344,4259.33957699146,0.9950124791926823,5000,,,,,,,,,2.2263509970903397
5,4058.923777871461,4225.936943804793,0.9940179640539353,6000,,,,,,,,,2.9261694134771825
6,3662.211780312216,4145.404777591568,0.9930244429332351,7000,,,,,,,,,3.4795561051368713
7,3656.913087490431,4084.343316328926,0.9920319148370607,8000,,,,,,,,,4.448090592324734
8,4387.393714783762,4118.015582823908,0.9910403787728838,9000,,,,,,,,,4.810971687883138
9,4106.112718268462,4116.8252963683635,0.9900498337491682,10000,,,,,,,,,4.984949474781752
10,3764.594624535823,4068.834838599362,0.9890602787753688,11000,,,,,,,,,6.166029098331928
11,4140.784437805949,4075.008365008181,0.9880717128619307,12000,,,,,,,,,6.624614884108305
12,4294.759104743988,4087.8093580632353,0.9870841350202878,13000,,,,,,,,,7.132229231745004
13,4253.223295229345,4058.6832836804883,0.9860975442628621,14000,,,,,,,,,8.574070373922586
14,4250.949936987455,4057.5866478028897,0.9851119396030629,15000,,,,,,,,,7.626467329412699
15,4382.24115291265,4089.9183853070085,0.9841273200552854,16000,,,,,,,,,7.7763836312294
16,4299.329619743321,4153.630169250118,0.9831436846349099,17000,,,,,,,,,8.570608404278754
17,3988.589466214529,4186.797807122528,0.982161032358301,18000,,,,,,,,,8.826514732837676
18,3790.3802016185673,4127.0964558060095,0.9811793622428063,19000,,,,,,,,,9.035441503226757
19,4430.5161041153715,4159.5367943906995,0.9801986733067557,20000,,,,,,,,,10.55318651497364
