episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-15288.853599546443,-15288.853599546443,0.999000499833375,3000,24,64.0018365791431,3,1935.998163420861,7.7671932992361565,-0.15000000000000002,-0.0,0.0,1.0451065438985825
1,-15514.226779511591,-15401.540189529016,0.9980019986673331,6000,26,64.00546083980345,3,1935.9945391601916,7.76671295493275,-0.15000000000000002,-0.0,0.0,1.0139955490827561
2,-15371.364224572219,-15391.481534543418,0.997004495503373,9000,26,64.01836214205305,3,1935.9816378579455,7.768300174762956,-0.15000000000000002,-0.0,0.0,0.9957026866078377
3,-15074.302728801373,-15312.186833107906,0.9960079893439915,12000,25,64.01032240252884,3,1935.9896775974737,7.771644757288735,-0.15000000000000002,-0.0,0.0,0.9872022253274918
4,-15645.597532713062,-15378.868973028937,0.9950124791926823,15000,24,63.98902962106739,3,1936.0109703789296,7.780531216441778,-0.15000000000000002,-0.0,0.0,0.9441146555542946
5,-15011.155458397496,-15317.58338725703,0.9940179640539353,18000,19,63.98902988167623,3,1936.010970118322,7.761989263935421,-0.15000000000000002,-0.0,0.0,0.8690331372618675
6,-15043.147003126074,-15278.378189524035,0.9930244429332351,21000,21,63.990310849690665,3,1936.009689150314,7.767334755700478,-0.15000000000000002,-0.0,0.0,0.8559661443531513
7,-15498.473832078438,-15305.890144843337,0.9920319148370607,24000,28,64.02157511006767,3,1935.9784248899373,7.767742710476061,-0.15000000000000002,-0.0,0.0,0.8158014065027237
8,-15521.806537410816,-15329.880855128613,0.9910403787728838,27000,21,63.98686632863621,3,1936.013133671367,7.758956569652572,-0.15000000000000002,-0.0,0.0,0.8128319863975048
9,-14750.670923170057,-15271.959861932755,0.9900498337491682,30000,21,63.99555858904347,3,1936.0044414109552,7.759800276383427,-0.15000000000000002,-0.0,0.0,0.8266582648456097
10,-15047.674375167207,-15247.841939494834,0.9890602787753688,33000,25,63.993271891254466,3,1936.0067281087483,7.768245582124962,-0.15000000000000002,-0.0,0.0,0.7730414512753486
11,-14985.038635272553,-15194.92312507093,0.9880717128619307,36000,21,63.99548015173005,3,1936.0045198482683,7.76090715222315,-0.15000000000000002,-0.0,0.0,0.7298391456902027
12,-15924.463067210378,-15250.233009334745,0.9870841350202878,39000,29,64.01410337046612,3,1935.9858966295405,7.76560371458492,-0.15000000000000002,-0.0,0.0,0.7453676787018776
13,-14745.309058108749,-15217.333642265483,0.9860975442628621,42000,21,63.990307631135146,3,1936.0096923688668,7.761000138035938,-0.15000000000000002,-0.0,0.0,0.7074265351518989
14,-15576.146996890247,-15210.388588683203,0.9851119396030629,45000,19,63.97275293327304,3,1936.0272470667262,7.766710590268183,-0.15000000000000002,-0.0,0.0,0.6773944181203843
15,-14727.601118725774,-15182.033154716031,0.9841273200552854,48000,27,64.00585319368444,3,1935.9941468063157,7.762205417207784,-0.15000000000000002,-0.0,0.0,0.643485120087862
16,-15124.645784148344,-15190.183032818255,0.9831436846349099,50000,22,63.987468412300295,3,1936.0125315877044,7.769786279172352,-0.15000000000000002,-0.0,0.0,0.662967828810215
