episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
21,2180.666939190365,2928.8772117634594,0.99582,1458,197,15.861057403199554,12,44.138942596800625,5.315535301802847,-0.12,-0.0,0.0,400.0,1.0,BALANCED
22,3487.5870694484024,2923.2706759612183,0.99563,1458,186,4.9171943060033465,6,55.08280569399668,6.848843145601503,-0.06,-0.0,0.0,200.0,1.0,BALANCED
23,2209.5375641875503,2919.2839586332675,0.99544,1458,195,15.805071803503049,12,44.19492819649689,5.7718956615862025,-0.12,-0.0,0.0,400.0,1.0,BALANCED
24,3601.2318299750195,2919.7117627514167,0.99525,1458,176,4.887740661209193,6,55.112259338790786,7.005619054814513,-0.06,-0.0,0.0,200.0,1.0,BALANCED
25,2194.4623021429184,2895.5299790910417,0.9950600000000001,1458,199,15.882851045368714,12,44.11714895463117,5.47977143175723,-0.12,-0.0,0.0,400.0,1.0,BALANCED
26,3571.317064846077,2896.400707944927,0.99487,1458,174,4.886713595432886,6,55.113286404567205,6.953291328427591,-0.06,-0.0,0.0,200.0,1.0,BALANCED
27,2315.7499816717655,2905.0187337047987,0.99468,1458,195,15.83302331908504,12,44.16697668091499,6.310144120328671,-0.12,-0.0,0.0,400.0,1.0,BALANCED
28,3554.27630318144,2906.8698802362546,0.99449,1458,181,4.900369950668761,6,55.099630049331196,6.741067237416718,-0.06,-0.0,0.0,200.0,1.0,BALANCED
29,2305.64044394604,2905.9786663677673,0.9943,1458,196,15.83844256084345,12,44.16155743915654,5.491019891013532,-0.12,-0.0,0.0,400.0,1.0,BALANCED
30,3528.836086997695,2894.930558558727,0.99411,1458,184,4.88749888496541,6,55.112501115034675,6.742739511253313,-0.06,-0.0,0.0,200.0,1.0,BALANCED
31,1935.6548997622717,2870.429354615918,0.99392,1458,208,16.008214835053284,12,43.991785164946855,5.614023643427578,-0.12,-0.0,0.0,382.0,0.955,BALANCED
32,3567.1885585621067,2878.389503527288,0.99373,1458,177,4.893901240214159,6,55.10609875978584,6.830515420242806,-0.06,-0.0,0.0,200.0,1.0,BALANCED
33,1970.591799685079,2854.4949270770417,0.99354,1458,186,15.6462540765971,12,44.35374592340291,5.386941897070754,-0.12,-0.0,0.0,390.0,0.975,BALANCED
34,3628.5541305912175,2857.2271571386614,0.99335,1458,178,4.900434174424974,6,55.09956582557508,6.832187694079401,-0.06,-0.0,0.0,200.0,1.0,BALANCED
35,2072.739465652804,2845.0548734896497,0.99316,1458,193,15.733946350077382,12,44.26605364992267,5.801649284526422,-0.12,-0.0,0.0,398.0,0.995,BALANCED
36,3526.6460957612194,2840.587776581164,0.99297,1458,184,4.886892529789599,6,55.11310747021039,7.934963603068695,-0.06,-0.0,0.0,200.0,1.0,BALANCED
37,2144.9156043419775,2823.5043388481854,0.99278,1458,203,15.920355592372212,12,44.07964440762773,6.0305168087884535,-0.12,-0.0,0.0,400.0,1.0,BALANCED
38,3535.540320543695,2821.6307405844104,0.99259,1458,181,4.88779114792904,6,55.11220885207101,6.8640504145214365,-0.06,-0.0,0.0,200.0,1.0,BALANCED
39,2332.4908390588125,2824.315780095688,0.9924,1458,194,15.818545740295274,12,44.18145425970474,5.717401825522453,-0.12,-0.0,0.0,400.0,1.0,BALANCED
40,3518.2819408553123,2823.2603654814493,0.99221,1458,185,4.888415503182088,6,55.11158449681793,6.9868263235108845,-0.06,-0.0,0.0,200.0,1.0,BALANCED
41,2198.5866824828927,2849.553543753512,0.99202,1458,196,15.845654981839091,12,44.15434501816093,5.398277596497431,-0.12,-0.0,0.0,400.0,1.0,BALANCED
42,3385.720770952756,2831.406764992577,0.99183,1458,186,4.909384437384308,6,55.09061556261565,7.899498597347325,-0.06,-0.0,0.0,200.0,1.0,BALANCED
43,2276.527559330319,2862.000340957101,0.99164,1458,201,15.908597255770017,12,44.091402744229875,5.728650284666994,-0.12,-0.0,0.0,400.0,1.0,BALANCED
44,3446.701589621739,2843.815086860153,0.99145,1458,181,4.919566792714601,6,55.08043320728541,6.722274506336605,-0.06,-0.0,0.0,200.0,1.0,BALANCED
45,2191.2826519926302,2855.6694054941354,0.99126,1458,197,15.856956498193583,12,44.14304350180638,5.409526055351401,-0.12,-0.0,0.0,400.0,1.0,BALANCED
46,3545.2807167146752,2857.5328675894807,0.99107,1458,174,4.8829717268696315,6,55.11702827313031,7.003946780173257,-0.06,-0.0,0.0,200.0,1.0,BALANCED
47,2462.4886414688663,2889.2901713021697,0.99088,1458,200,15.880838771802608,12,44.119161228197335,5.7593987438115395,-0.12,-0.0,0.0,400.0,1.0,BALANCED
48,3418.388160785979,2877.5749553263986,0.99069,1458,178,4.895746082251439,6,55.10425391774864,6.811722689162694,-0.06,-0.0,0.0,200.0,1.0,BALANCED
49,2284.156744804415,2872.7415459009585,0.9905,1458,200,15.89345801373265,12,44.106541986267416,5.447774514384188,-0.12,-0.0,0.0,400.0,1.0,BALANCED
50,3536.062218475955,2874.519573663023,0.99031,1458,181,4.88723101653519,6,55.11276898346467,6.813394962999287,-0.06,-0.0,0.0,200.0,1.0,BALANCED
51,2301.9763408994418,2884.8585395046775,0.99012,1458,196,15.827430287384598,12,44.172569712615434,5.76064720244166,-0.12,-0.0,0.0,400.0,1.0,BALANCED
52,3483.121956922505,2894.5986581016523,0.98993,1458,181,4.891311371766786,6,55.108688628233224,6.901170871988427,-0.06,-0.0,0.0,200.0,1.0,BALANCED
53,2298.8896654818063,2896.834868716801,0.98974,1458,197,15.855079529550695,12,44.14492047044917,5.441522972724445,-0.12,-0.0,0.0,400.0,1.0,BALANCED
54,3543.594781327933,2906.5241878874212,0.98955,1458,174,4.884326621993194,6,55.1156733780067,7.9014286079854035,-0.06,-0.0,0.0,200.0,1.0,BALANCED
55,2436.583938790957,2931.0543165672534,0.98936,1458,197,15.821773929467971,12,44.178226070532084,5.315383332619868,-0.12,-0.0,0.0,400.0,1.0,BALANCED
56,3578.2361300437055,2934.349857900156,0.98917,1458,181,4.881764977126081,6,55.118235022873954,6.7632045161700205,-0.06,-0.0,0.0,200.0,1.0,BALANCED
57,2037.661010124919,2891.8670947657615,0.98898,1458,205,15.94005317114051,12,44.0599468288595,5.417025239366355,-0.12,-0.0,0.0,382.0,0.955,BALANCED
58,3535.569764092392,2903.585255096403,0.98879,1458,183,4.881925911349772,6,55.11807408865032,6.990876790811336,-0.06,-0.0,0.0,200.0,1.0,BALANCED
59,1988.1631006475243,2873.985890680714,0.9886,1458,187,15.644435445157281,12,44.35556455484267,5.224237735028021,-0.12,-0.0,0.0,390.0,0.975,BALANCED
60,3568.5442156322824,2877.234090396347,0.98841,1458,177,4.885430266731568,6,55.11456973326845,6.798652698996108,-0.06,-0.0,0.0,200.0,1.0,BALANCED
61,2206.622632910065,2867.698719597409,0.98822,1458,189,15.716094687151669,12,44.28390531284824,5.612570414409128,-0.12,-0.0,0.0,398.0,0.995,BALANCED
62,3513.8953520271757,2870.776059107876,0.98803,1458,179,4.8826752009552505,6,55.11732479904474,6.800324973413847,-0.06,-0.0,0.0,200.0,1.0,BALANCED
63,2237.384682977698,2864.625560857465,0.98784,1458,203,15.87236696097532,12,44.12763303902472,5.854880250394789,-0.12,-0.0,0.0,400.0,1.0,BALANCED
64,3487.779123000733,2859.043995024745,0.98765,1458,185,4.888537556058092,6,55.1114624439419,6.903100881821841,-0.06,-0.0,0.0,200.0,1.0,BALANCED
65,2422.989024347648,2857.684503580414,0.98746,1458,197,15.847366202669312,12,44.15263379733069,5.6357560214820035,-0.12,-0.0,0.0,400.0,1.0,BALANCED
66,3512.212483300123,2851.0821389060557,0.98727,1458,189,4.890678490440565,6,55.10932150955934,6.869773156239627,-0.06,-0.0,0.0,200.0,1.0,BALANCED
67,2317.981346306499,2879.1141725242137,0.98708,1458,194,15.852708476278334,12,44.14729152372156,5.858628709427574,-0.12,-0.0,0.0,400.0,1.0,BALANCED
68,3466.6987271302214,2872.227068827997,0.98689,1458,182,4.88752284578803,6,55.112477154212,6.992549064424411,-0.06,-0.0,0.0,200.0,1.0,BALANCED
69,2293.6979911108288,2902.7805578743273,0.9867,1458,199,15.83256771908815,12,44.16743228091181,5.666504479710126,-0.12,-0.0,0.0,400.0,1.0,BALANCED
70,3630.7678512659095,2909.0029214376905,0.98651,1458,175,4.887305464000413,6,55.112694535999495,6.867635876905133,-0.06,-0.0,0.0,200.0,1.0,BALANCED
71,1939.598476178745,2882.300505764558,0.98632,1458,204,15.962237865959803,12,44.037762134040264,5.6579994732542005,-0.12,-0.0,0.0,382.0,0.955,BALANCED
72,3445.7071594667236,2875.481686508513,0.98613,1458,179,4.8862018191848,6,55.11379818081515,7.024411785894627,-0.06,-0.0,0.0,200.0,1.0,BALANCED
73,1989.4472141441101,2850.6879396251543,0.98594,1458,187,15.657067108082956,12,44.34293289191704,5.427451556327549,-0.12,-0.0,0.0,390.0,0.975,BALANCED
74,3517.481063558935,2853.6581336809745,0.98575,1458,178,4.884310753520078,6,55.115689246480045,6.972084059507704,-0.06,-0.0,0.0,200.0,1.0,BALANCED
75,2225.7319777013995,2833.932429016349,0.98556,1458,188,15.682659381928056,12,44.317340618071874,5.843857242201553,-0.12,-0.0,0.0,398.0,0.995,BALANCED
76,3598.9159330303423,2842.6027739893716,0.98537,1458,183,4.877159108691575,6,55.12284089130837,6.7798599687206575,-0.06,-0.0,0.0,200.0,1.0,BALANCED
77,2259.4657223506856,2836.75121159379,0.9851800000000001,1458,198,15.851428623943912,12,44.148571376056125,5.545513726675662,-0.12,-0.0,0.0,400.0,1.0,BALANCED
78,3600.662426334025,2850.1475815141707,0.98499,1458,175,4.882198042928145,6,55.117801957071784,6.761532242333425,-0.06,-0.0,0.0,200.0,1.0,BALANCED
79,2321.009179766558,2852.8787003797433,0.9848,1458,194,15.789000898325437,12,44.21099910167448,5.8658864147331355,-0.12,-0.0,0.0,400.0,1.0,BALANCED
80,3527.0983363247847,2842.5117488856313,0.98461,1458,186,4.886602398275602,6,55.11339760172437,6.86930815051821,-0.06,-0.0,0.0,200.0,1.0,BALANCED
81,2313.2537658199644,2879.8772778497528,0.98442,1458,201,15.870290139611761,12,44.129709860388154,5.573762185417542,-0.12,-0.0,0.0,400.0,1.0,BALANCED
82,3559.808979922572,2891.2874598953376,0.98423,1458,177,4.9037913324778435,6,55.09620866752207,6.8509804251595146,-0.06,-0.0,0.0,200.0,1.0,BALANCED
83,2110.249944432613,2903.3677329241877,0.98404,1458,204,15.926572413456814,12,44.07342758654314,5.304134873765898,-0.12,-0.0,0.0,400.0,1.0,BALANCED
84,3547.6116878679245,2906.380795355087,0.98385,1458,174,4.889655687765222,6,55.11034431223484,6.953756333344345,-0.06,-0.0,0.0,200.0,1.0,BALANCED
85,2320.2852088556288,2915.8361184705095,0.98366,1458,195,15.815801656116435,12,44.184198343883466,5.5850106444503265,-0.12,-0.0,0.0,400.0,1.0,BALANCED
86,3508.4277263649683,2906.7872978039723,0.98347,1458,185,4.8990304098668735,6,55.10096959013318,6.867330370940898,-0.06,-0.0,0.0,200.0,1.0,BALANCED
