episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,5189.594443163018,5189.594443163018,1000,0.06093749962747097,49,3.8367789241513606,6,56.163221075848725,6.792929957277918,-0.06,-0.0,0.0,0.0,200.0,0.3,BALANCED
1,4223.054003667751,4706.324223415384,2000,0.06003591977059841,68,13.386211950589248,12,46.61378804941073,5.85878067831998,-0.12,-0.0,0.0,1.7946583354473113,400.0,0.3,BALANCED
2,5171.600002877259,4861.416149902675,3000,0.05782666150480509,162,4.69690785849092,2,55.30309214150908,6.774602230890685,-0.02,-0.0,0.0,1.2658526688814162,200.0,0.3,BALANCED
3,2771.860877621292,4339.02733183233,4000,0.05614132061600685,79,16.350394224327037,4,43.64960577567292,3.6056974645193343,-0.04,-0.0,0.0,0.9074505585432052,400.0,0.3,BALANCED
4,6369.256689647154,4745.0732033952945,5000,0.05495013855397701,47,3.8123102136881806,2,56.18768978631183,6.882378139880132,-0.02,-0.0,0.0,0.5805820420384407,200.0,0.3,BALANCED
5,4911.981391944219,4772.891234820116,6000,0.05401322618126869,63,13.233803466536042,7,46.766196533464004,5.397029137464978,-0.07,-0.0,0.0,0.5089503626525402,400.0,0.3,BALANCED
6,6363.850066245883,5000.1710678809395,7000,0.053197095170617104,48,3.8066028319348986,2,56.1933971680651,6.826464952137692,-0.02,-0.0,0.0,0.4575015765428543,200.0,0.3,BALANCED
7,4956.381198704849,4994.697334233928,8000,0.05240512639284134,63,13.238463613836828,5,46.761536386163165,5.583914154489095,-0.05,-0.0,0.0,0.4765085531771183,400.0,0.3,BALANCED
8,6349.040008260303,5145.179853570192,9000,0.0516846589744091,48,3.8112591871407395,2,56.188740812859216,6.914240860322169,-0.02,-0.0,0.0,0.4278459019958973,200.0,0.3,BALANCED
9,4937.852106437436,5124.447078856916,10000,0.05106283724308014,63,13.26521285602437,5,46.73478714397575,5.864789924771193,-0.05,-0.0,0.0,0.38665403887629507,400.0,0.3,BALANCED
10,6354.226418185262,5240.910276359141,11000,0.0504812179133296,50,3.8082341213515516,2,56.191765878648425,6.861913135186942,-0.02,-0.0,0.0,0.40725244969129565,200.0,0.3,BALANCED
11,4948.750455898481,5313.479921582215,12000,0.049966927617788315,63,13.261285129783616,5,46.738714870216334,5.5851626133427335,-0.05,-0.0,0.0,0.34471011929214,400.0,0.3,BALANCED
12,6372.391716442892,5433.559092938777,13000,0.049492853693664074,44,3.8088584767204794,2,56.19114152327957,6.949689043371774,-0.02,-0.0,0.0,0.3456393311917782,200.0,0.3,BALANCED
13,4971.3437101527625,5653.507376191925,14000,0.049065583385527134,63,13.22467437177803,5,46.775325628222134,5.893038383916116,-0.05,-0.0,0.0,0.3457199008762836,400.0,0.3,BALANCED
14,6345.772946557912,5651.159001883,15000,0.048666127026081085,48,3.8113054108797857,2,56.18869458912012,6.951361317789512,-0.02,-0.0,0.0,0.3282701164484024,200.0,0.3,BALANCED
15,4954.28332341267,5655.389195029845,16000,0.048309409990906715,63,13.240906644957908,5,46.7590933550421,5.62341107237552,-0.05,-0.0,0.0,0.32318317994475365,400.0,0.3,BALANCED
16,6360.138467345791,5655.018035139836,17000,0.04799742437899113,49,3.8076097660856307,2,56.192390233914296,6.774137225974286,-0.02,-0.0,0.0,0.30559184826910496,200.0,0.3,BALANCED
17,4930.366458395895,5652.41656110894,18000,0.04772566258907318,63,13.247675887317113,6,46.75232411268294,5.304286842658305,-0.06,-0.0,0.0,0.29355055004358294,400.0,0.3,BALANCED
18,6349.7913725709595,5652.4916975400065,19000,0.04747695755213499,49,3.8112087004294795,2,56.18879129957041,6.755809500615236,-0.02,-0.0,0.0,0.28926337003707886,200.0,0.3,BALANCED
19,4956.06211630681,5654.312698526944,20000,0.047270108945667744,63,13.239248161097823,5,46.7607518389021,5.634659531520063,-0.05,-0.0,0.0,0.29436949141323565,400.0,0.3,BALANCED
20,6355.965422668457,5654.486598975263,21000,0.04709269758313894,53,3.80780105567824,2,56.1921989443218,6.843585408800066,-0.02,-0.0,0.0,0.307365552559495,200.0,0.3,BALANCED
21,4918.197711968242,5651.4313245822395,22000,0.04694485757499933,63,13.261857403199548,6,46.7381425968006,5.315535301802847,-0.06,-0.0,0.0,0.2903443968296051,400.0,0.3,BALANCED
22,6364.003166165488,5650.592469554498,23000,0.04682176746428013,49,3.8137943060033495,2,56.186205693996634,6.848843145601503,-0.02,-0.0,0.0,0.28095545545220374,200.0,0.3,BALANCED
23,4961.359650506829,5649.594063589904,24000,0.046720209531486034,63,13.224321803503049,5,46.775678196496884,5.7718956615862025,-0.05,-0.0,0.0,0.2719028761982918,400.0,0.3,BALANCED
24,6364.707232155145,5651.487492149628,25000,0.04663931019604206,45,3.812690661209191,2,56.18730933879083,7.005619054814513,-0.02,-0.0,0.0,0.28104360178112986,200.0,0.3,BALANCED
25,4947.056688996205,5650.764828707983,26000,0.046577720902860165,63,13.246751045368717,5,46.75324895463116,5.47977143175723,-0.05,-0.0,0.0,0.26355539582669735,400.0,0.3,BALANCED
26,6358.3296140578595,5650.58394337919,27000,0.046532534062862396,44,3.815713595432877,2,56.18428640456718,6.953291328427591,-0.02,-0.0,0.0,0.2776409865170717,200.0,0.3,BALANCED
27,4946.937225861769,5652.241020125776,28000,0.046501186676323414,63,13.24282331908504,5,46.75717668091497,6.310144120328671,-0.05,-0.0,0.0,0.26429081957787276,400.0,0.3,BALANCED
28,6352.986267350718,5652.560509603752,29000,0.04648126196116209,47,3.813169950668767,2,56.186830049331206,6.741067237416718,-0.02,-0.0,0.0,0.2524250154942274,200.0,0.3,BALANCED
29,4948.15494022434,5651.769791995505,30000,0.04646940063685179,63,13.25229256084345,5,46.74770743915655,5.491019891013532,-0.05,-0.0,0.0,0.26799083784222605,400.0,0.3,BALANCED
