episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity
0,3187.770246573474,3187.770246573474,0.99981,1458,123,4.326828924151364,6,55.67317107584874,6.152929957278344,-0.06,-0.0,0.0,200.0,1.0
1,-2107.703716691673,540.0332649409006,0.99962,1458,491,16.56726195058925,12,43.432738049410816,0.0,-0.12,-3.7610041467141064,0.0,340.0,0.0
2,2052.2107799360924,1044.0924366059646,0.99943,1458,190,4.302257858490919,6,55.69774214150905,5.813693611774657,-0.06,-0.0,0.0,200.0,1.0
3,-2103.616180328786,257.1652823722769,0.99924,1458,480,17.377744224327046,12,42.62225577567296,0.06366062454218113,-0.12,-0.0,0.0,380.0,0.2
4,3873.5517687636416,980.4425796505499,0.99905,1458,50,3.6926102136881798,6,56.307389786311816,6.282378139880464,-0.06,-0.0,0.0,200.0,1.0
5,-3163.47740511732,289.7892488559049,0.99886,1458,613,18.195503466536028,12,41.80449653346394,0.0,-0.12,-5.152305256876919,0.0,360.0,0.7000000000000001
6,3114.742770965538,693.3540377287097,0.99867,1458,121,3.9951528319349014,6,56.00484716806508,4.526187490281415,-0.06,-0.0,0.0,140.0,0.5
7,-1323.0788569428967,441.2999258947588,0.99848,1458,425,16.351563613836838,12,43.64843638616317,0.0,-0.12,-2.2276439468828535,0.0,360.0,0.1
8,3806.9820968421172,815.2646115555765,0.99829,1458,55,3.695609187140741,6,56.304390812859225,4.360370554342237,-0.06,-0.0,0.0,130.0,1.0
9,-3159.4608918769777,417.7920612123211,0.9981,1458,660,20.241112856024362,12,39.75888714397561,0.0,-0.12,-1.083044213595219,0.0,380.0,1.0
10,4034.9243717069608,502.5074737256697,0.99791,1458,35,3.5346341213515506,6,56.46536587864843,5.961913135187265,-0.06,-0.0,0.0,200.0,1.0
11,-4149.618179342124,298.3160274606245,0.99772,1458,748,19.77863512978363,12,40.22136487021652,0.0,-0.12,-6.414087193990761,0.0,280.0,0.9
12,3905.7715992184485,483.6721093888602,0.99753,1458,51,3.6648584767204793,6,56.335141523279574,6.774782330360863,-0.06,-0.0,0.0,200.0,1.0
13,-1251.7437470297518,568.8593527187636,0.99734,1458,398,18.951824371778038,12,41.04817562822201,1.2295035435692714,-0.12,-0.0,0.0,400.0,1.0
14,3983.755043398842,579.8796801822837,0.99715,1458,53,3.638955410879787,6,56.36104458912011,6.371361317789443,-0.06,-0.0,0.0,200.0,1.0
15,-896.3686376283979,806.5905569311758,0.99696,1458,395,17.89660664495793,12,42.10339335504211,3.850747773484912,-0.12,-0.0,0.0,380.0,0.9
16,4230.112957107383,918.1275755453604,0.99677,1458,29,3.497559766085632,6,56.50244023391429,6.136771461793944,-0.06,-0.0,0.0,200.0,1.0
17,-984.9598417068711,951.9394770689629,0.99658,1458,378,18.373175887317114,12,41.62682411268293,0.0,-0.12,-0.7134878475524831,0.0,360.0,0.8
18,4004.707252350852,971.7119926198366,0.99639,1458,47,3.687458700429481,6,56.31254129957041,5.776193263094687,-0.06,-0.0,0.0,200.0,1.0
19,-1423.7144729591441,1145.28663451162,0.9962,1458,513,17.48184816109781,12,42.518151838902135,0.0,-0.12,-1.0789731938688218,0.0,400.0,0.8
20,3582.412679214318,1100.0354652623557,0.99601,1458,101,3.895551055678241,6,56.10444894432179,6.04587937768463,-0.06,-0.0,0.0,190.0,0.4
21,-637.4561665371405,1451.2516665428539,0.99582,1458,348,17.481057403199518,12,42.518942596800436,0.0,-0.12,-1.8885183594281596,0.0,400.0,0.9
22,4077.301956266177,1468.4047022476268,0.99563,1458,40,3.6414443060033506,6,56.35855569399662,5.957986476738299,-0.06,-0.0,0.0,200.0,1.0
23,-392.4482237796291,1554.3342545726389,0.99544,1458,319,17.62892180350304,12,42.371078196496924,0.3774264118172621,-0.12,-0.0,0.0,400.0,0.9
24,3784.815806379432,1534.440330870698,0.99525,1458,70,3.7861406612091915,6,56.21385933879081,6.125357189084419,-0.06,-0.0,0.0,200.0,1.0
25,-876.9979318974808,1536.37740144379,0.9950600000000001,1458,444,17.920901045368733,12,42.079098954631256,0.7049267950540394,-0.12,-0.0,0.0,400.0,1.0
26,3945.9249576653374,1507.958601499585,0.99487,1458,31,3.513763595432878,6,56.486236404567215,6.07329132842751,-0.06,-0.0,0.0,200.0,1.0
27,-519.5875573763448,1554.495829932638,0.99468,1458,392,17.599273319085064,12,42.40072668091505,0.3377329756961944,-0.12,-0.0,0.0,400.0,0.9
28,3808.3335573766476,1534.8584604352172,0.99449,1458,71,3.835219950668768,6,56.1647800493312,6.129589662136676,-0.06,-0.0,0.0,200.0,1.0
29,-864.1165799999051,1590.8182497311413,0.9943,1458,415,18.591992560843433,12,41.40800743915652,0.0,-0.12,-1.1292218060755932,0.0,380.0,1.0
