episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-1650.0886394546078,-1650.0886394546078,3000,0.050000857561826706,27,45.79787313347353,6,14.2021268665264,7.776541590535978,-0.30000000000000004,-0.0,0.0,1.891973966360092
1,20491.01943862231,9420.46539958385,6000,0.04695724602788687,99,28.6740391678181,3,31.32596083218179,7.7688320147180026,-0.15000000000000002,-0.0,0.0,0.2904392856732011
2,22553.625901150146,13798.185566772614,9000,0.04548971354961395,16,28.00730133874263,3,31.992698661257325,7.753556856736443,-0.15000000000000002,-0.0,0.0,0.20213408857584
3,22784.772358751878,16044.83226476743,12000,0.04468931630253792,17,27.992031372662435,3,32.0079686273377,7.77087456157247,-0.15000000000000002,-0.0,0.0,0.14954153929837047
4,22555.247588024744,17346.915329418895,15000,0.044289952144026756,18,28.00558527023809,3,31.994414729761772,7.762116597951251,-0.15000000000000002,-0.0,0.0,0.11410031892359257
