episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity
0,3025.261518164964,3025.261518164964,0.99981,1458,139,4.557678924151365,6,55.442321075848746,4.654883262129862,-0.06,-0.0,0.0,120.0,0.0
1,911.3338494107129,1968.2976837878384,0.99962,1458,156,15.068311950589255,12,44.93168804941078,3.0979677971999675,-0.12,-0.0,0.0,240.0,0.0
2,2740.5824170667997,2225.725928214159,0.99943,1458,187,4.966007858490917,6,55.03399214150907,4.624337051484475,-0.06,-0.0,0.0,120.0,0.0
3,1222.383723969681,1974.8903771530395,0.99924,1458,193,15.71049422432704,12,44.28950577567301,2.8152556112997686,-0.12,-0.0,0.0,240.0,0.0
4,2204.67762528072,2020.8478267785754,0.99905,1458,191,4.976460213688175,6,55.023539786311815,4.803963566466888,-0.06,-0.0,0.0,120.0,0.0
5,1135.9644879364375,1873.3672703048858,0.99886,1458,211,16.064753466536047,12,43.93524653346399,2.328381895774964,-0.12,-0.0,0.0,240.0,0.0
6,3082.5140022978467,2046.1025177324516,0.99867,1458,148,4.634602831934902,6,55.36539716806508,4.710774920229487,-0.06,-0.0,0.0,120.0,0.0
7,1261.7279472655864,1948.0556964240936,0.99848,1458,188,15.65046361383683,12,44.34953638616316,2.639856924148493,-0.12,-0.0,0.0,240.0,0.0
8,2909.5121821563107,2054.8841948387844,0.99829,1458,172,4.821509187140747,6,55.17849081285921,4.857068100536947,-0.06,-0.0,0.0,120.0,0.0
9,1274.0444365935793,1976.800219014264,0.9981,1458,206,16.05296285602439,12,43.947037143975734,3.107983207951989,-0.12,-0.0,0.0,240.0,0.0
10,2852.7650021335667,1959.5505674111241,0.99791,1458,152,4.636234121351552,6,55.36376587864843,4.769855225311571,-0.06,-0.0,0.0,120.0,0.0
11,907.603610701386,1959.1775435401912,0.99772,1458,185,15.662485129783606,12,44.337514870216324,2.6419376889045565,-0.12,-0.0,0.0,240.0,0.0
12,2701.901248728585,1955.3094267063698,0.99753,1458,166,4.798858476720475,6,55.20114152327954,4.916148405619623,-0.06,-0.0,0.0,120.0,0.0
13,1380.7770547605078,1971.1487597854525,0.99734,1458,164,15.209624371778043,12,44.79037562822207,3.155063973193525,-0.12,-0.0,0.0,240.0,0.0
14,2458.2615754654903,1996.5071548039298,0.99715,1458,190,4.9714054108797825,6,55.02859458912019,4.918935529649189,-0.06,-0.0,0.0,120.0,0.0
15,995.5293163853426,1982.4636376488202,0.99696,1458,188,15.653806644957903,12,44.34619335504212,2.7056851206258647,-0.12,-0.0,0.0,240.0,0.0
16,2831.168374626305,1957.329074881666,0.99677,1458,171,4.805709766085626,6,55.19429023391432,4.623562043290477,-0.06,-0.0,0.0,120.0,0.0
17,1325.9852351453878,1963.7548036696462,0.99658,1458,163,15.215975887317116,12,44.78402411268297,2.173811404430508,-0.12,-0.0,0.0,240.0,0.0
18,2641.88048169163,1936.9916336231781,0.99639,1458,157,4.663508700429477,6,55.33649129957037,4.593015834358725,-0.06,-0.0,0.0,120.0,0.0
19,992.8304936738099,1908.870239331201,0.9962,1458,186,15.630548161097803,12,44.36945183890213,2.724432552533437,-0.12,-0.0,0.0,240.0,0.0
20,3093.4617909983153,1932.939918217676,0.99601,1458,148,4.579101055678236,6,55.42089894432179,4.739309014666777,-0.06,-0.0,0.0,120.0,0.0
21,767.7300458799257,1918.9525617355298,0.99582,1458,215,16.17605740319956,12,43.82394259680064,2.1925588363380797,-0.12,-0.0,0.0,240.0,0.0
22,2799.393870608016,1928.701823923473,0.99563,1458,171,4.803794306003346,6,55.196205693996674,4.748071909335838,-0.06,-0.0,0.0,120.0,0.0
23,1310.5648565168121,1921.6806040991037,0.99544,1458,161,15.105771803503046,12,44.89422819649689,2.953159435977004,-0.12,-0.0,0.0,240.0,0.0
24,3052.443142333357,1981.0987607858901,0.99525,1458,146,4.644740661209194,6,55.35525933879079,5.009365091357524,-0.06,-0.0,0.0,120.0,0.0
25,1357.591298314415,2017.3049589787975,0.9950600000000001,1458,168,15.273101045368723,12,44.72689895463116,2.4662857195953833,-0.12,-0.0,0.0,240.0,0.0
26,3072.1378805186014,2041.401909568027,0.99487,1458,135,4.566763595432881,6,55.433236404567204,4.922152214045985,-0.06,-0.0,0.0,120.0,0.0
27,918.9464791474481,2000.6980339682334,0.99468,1458,165,15.244423319085039,12,44.75557668091498,3.850240200547784,-0.12,-0.0,0.0,240.0,0.0
28,2854.7463659803007,2021.9846223971003,0.99449,1458,137,4.560169950668766,6,55.43983004933118,4.56844539569453,-0.06,-0.0,0.0,120.0,0.0
29,1406.0557335039039,2063.3071463801098,0.9943,1458,154,15.03654256084345,12,44.96345743915655,2.48503315168922,-0.12,-0.0,0.0,240.0,0.0
30,2751.0008378940333,2029.0610510696813,0.99411,1458,176,4.810548884965409,6,55.189451115034664,4.571232518755521,-0.06,-0.0,0.0,120.0,0.0
31,1203.6223603612466,2072.650282517813,0.99392,1458,159,15.121714835053279,12,44.878285164946796,3.018987632455562,-0.12,-0.0,0.0,240.0,0.0
32,3080.5450690772896,2100.7654023647406,0.99373,1458,148,4.65090124021416,6,55.349098759785846,4.717525700404678,-0.06,-0.0,0.0,120.0,0.0
33,971.7579995112195,2066.8847166641817,0.99354,1458,211,16.0701540765971,12,43.92984592340291,3.5746690709199793,-0.12,-0.0,0.0,280.0,0.0
34,2963.955429298025,2058.0359453606484,0.99335,1458,137,4.572384174424977,6,55.42761582557507,4.720312823465668,-0.06,-0.0,0.0,120.0,0.0
35,1248.449271573061,2047.1217426865128,0.99316,1458,173,15.263696350077385,12,44.73630364992267,3.254401730208598,-0.12,-0.0,0.0,240.0,0.0
36,2953.3597312236216,2035.243927757015,0.99297,1458,142,4.554792529789602,6,55.44520747021037,6.558272671781159,-0.06,-0.0,0.0,120.0,0.0
37,1230.3900188598716,2066.3882817282574,0.99278,1458,165,15.225555592372208,12,44.77444440762772,2.5508613479803275,-0.12,-0.0,0.0,240.0,0.0
38,2578.889300156186,2038.8025751458456,0.99259,1458,174,4.81894114792904,6,55.18105885207101,4.773417357535727,-0.06,-0.0,0.0,120.0,0.0
39,866.7647832508026,1984.873480120535,0.9924,1458,177,15.386095740295277,12,44.61390425970476,2.862336375870753,-0.12,-0.0,0.0,240.0,0.0
40,2552.050785272771,1964.9784748584093,0.99221,1458,197,4.973465503182087,6,55.02653449681793,4.978043872518139,-0.06,-0.0,0.0,120.0,0.0
41,1172.9514381512515,1961.91138263741,0.99202,1458,163,15.220154981839089,12,44.77984501816089,2.3304626608290513,-0.12,-0.0,0.0,240.0,0.0
42,2726.674317151475,1926.5243074448285,0.99183,1458,141,4.5651344373843115,6,55.43486556261566,6.499164328912209,-0.06,-0.0,0.0,120.0,0.0
43,803.7244124852009,1909.7209487422265,0.99164,1458,169,15.316847255770028,12,44.683152744229915,2.881083807778324,-0.12,-0.0,0.0,240.0,0.0
44,2775.883668540999,1890.9137726665238,0.99145,1458,140,4.5793667927146045,6,55.420633207285434,4.537124177227675,-0.06,-0.0,0.0,120.0,0.0
