episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,-5807.543147876805,-5807.543147876805,13000,0.017821327783167362,643,8.243037547981439,6,51.75696245201857,0.0,-0.06,-1.814946097980008,0.0,0.962001701593399,200.0,0.8
1,-8165.199095380356,-6986.371121628581,14000,0.016477821860462427,852,24.87238529863843,12,35.127614701361495,0.0,-0.12,-0.7884478540999007,0.0,0.9424476009607315,380.0,0.8
2,-5370.5453059501515,-6447.762516402438,15000,0.015224509639665484,642,7.770393382963913,6,52.22960661703605,1.9587570016502616,-0.06,-0.0,0.0,0.952415120601654,200.0,0.2
3,-8422.837538132762,-6941.53127183502,16000,0.014050394762307405,759,25.07630951039425,12,34.92369048960571,0.0,-0.12,-12.304561514738982,0.0,0.9036157083511352,280.0,0.6000000000000001
4,1395.600120807859,-5274.104993306444,17000,0.01302726729772985,244,5.383917437923978,6,54.61608256207603,10.0,-0.06,-0.0,0.0,0.9057350710034371,120.0,0.30000000000000004
5,-7133.875773651742,-5584.066790030661,18000,0.012049095705151558,738,23.409274772634472,12,36.59072522736545,0.0,-0.12,-4.2003243946065005,0.0,0.8901112213730812,340.0,0.30000000000000004
6,237.83192275101374,-4752.366973918993,19000,0.01113176066428423,286,5.826412153061367,6,54.173587846938645,0.0,-0.06,-7.366452454294392,0.0,0.9042115861177444,160.0,0.7000000000000001
7,-8004.9262147621685,-5158.936879024389,20000,0.01033471547998488,801,23.187253189288995,12,36.81274681071097,0.0,-0.12,-3.1946561601375345,0.0,0.8589019829034805,380.0,0.8
8,-4683.280138675917,-5106.086130096781,21000,0.009611466201022267,577,7.381522208034297,6,52.61847779196562,0.0,-0.06,-0.143908867123268,0.0,0.9026532673835754,200.0,0.5
9,-6388.512469722024,-5234.328764059305,22000,0.008923262590542436,684,22.157508452237387,12,37.84249154776274,9.30900808965606,-0.12,-0.0,0.0,0.8719077682495118,400.0,0.1
10,-3627.456997181974,-5016.320148989822,23000,0.008304610382765532,515,7.018444042952409,6,52.981555957047576,10.0,-0.06,-0.0,0.0,0.8381373691558838,140.0,1.0
11,-8349.501926164274,-5034.750432068215,24000,0.007730572251603007,788,23.85093266380006,12,36.14906733619983,0.0,-0.12,-3.4368715893029833,0.0,0.8372030633687974,320.0,0.2
12,-1943.10216835618,-4692.006118308816,25000,0.0072050271555781364,432,6.5051020980712755,6,53.4948979019287,0.0,-0.06,-4.755782404299866,0.0,0.840875909626484,170.0,0.7000000000000001
13,-5627.794795947436,-4412.501844090284,26000,0.006684763939119875,585,21.523027926254866,12,38.47697207374512,0.0,-0.12,-0.2216599093876992,0.0,0.844484434723854,400.0,0.1
14,-1501.5339079088042,-4702.2152469619505,27000,0.006245344411581755,388,6.211665933075206,6,53.78833406692485,10.0,-0.06,-0.0,0.0,0.8430412608385086,160.0,1.0
15,-7287.197405899626,-4717.5474101867385,28000,0.005843662307597697,768,24.361522137839025,12,35.638477862160904,0.0,-0.12,-9.19722769508811,0.0,0.8370318627357483,260.0,0.7000000000000001
16,-2997.9581968119455,-5041.126422143035,29000,0.0054776305332779884,506,7.036857988086773,6,52.96314201191318,10.0,-0.06,-0.0,0.0,0.8233268016576767,130.0,0.7000000000000001
17,-7387.095488883821,-4979.343349555201,30000,0.005158260697498918,701,21.960987400293895,12,38.03901259970618,0.0,-0.12,-1.6860973190808792,0.0,0.8267143025994301,340.0,1.0
18,1404.1942697547386,-4370.595908712135,31000,0.004828160395845771,244,5.469147822974857,6,54.530852177025146,10.0,-0.06,-0.0,0.0,0.8324454253911973,150.0,0.4
19,-8330.210787375197,-4564.765740477452,32000,0.004529606259893626,805,23.36164161247883,12,36.63835838752122,0.0,-0.12,-10.411755164057425,0.0,0.8114978402853013,280.0,0.6000000000000001
20,-1539.5041294520643,-4355.970453704461,33000,0.004286743933334947,402,6.50123187807223,6,53.49876812192766,10.0,-0.06,-0.0,0.0,0.8059183952212333,170.0,0.30000000000000004
21,-8253.255340614498,-4346.345795149483,34000,0.004035990335978568,785,23.468506875148233,12,36.531493124851785,0.0,-0.12,-14.06557103431438,0.0,0.8138025373220443,240.0,0.2
22,5299.8885781916315,-3622.0467204947026,35000,0.003817636170424521,50,4.5744568328268755,6,55.42554316717318,10.0,-0.06,-0.0,0.0,0.8121164226531983,140.0,0.4
23,-8736.348121591805,-3932.9020530591392,36000,0.003638273279648274,820,23.609406882498863,12,36.39059311750109,0.0,-0.12,-8.436359302023448,0.0,0.8000056308507919,260.0,0.6000000000000001
24,408.51379137247096,-3741.897283131012,37000,0.0034749668557196856,325,5.746868887885641,6,54.25313111211442,10.0,-0.06,-0.0,0.0,0.7784722721576691,150.0,0.4
25,-7941.404462037033,-3807.3179887447523,38000,0.0032843451481312513,763,23.364732145189723,12,36.635267854810316,2.1353619339191554,-0.12,-0.0,0.0,0.7916971409320831,400.0,0.1
26,-5137.945307744085,-4021.316699837966,39000,0.003192640549968928,633,7.785980722838109,6,52.214019277161796,10.0,-0.06,-0.0,0.0,0.7732001700997353,140.0,0.8
27,-8556.371732539452,-4138.24432420353,40000,0.0030413545318879187,813,24.544166357310296,12,35.455833642689655,0.46303259345769443,-0.12,-0.0,0.0,0.7712921690940857,400.0,0.9
28,5806.8857792020235,-3697.975173258801,41000,0.002931183553300798,35,4.567364777785279,6,55.43263522221478,10.0,-0.06,-0.0,0.0,0.7975114473700523,150.0,0.9
29,-9479.209969030395,-3812.875091424321,42000,0.002778054738882929,859,25.92453161944328,12,34.07546838055679,0.0,-0.12,-2.548030993930541,0.0,0.7648999229073524,380.0,0.2
30,-3452.9053705809274,-4004.2152155372073,43000,0.002682091057067737,457,7.580564612862196,6,52.41943538713786,0.0,-0.06,-9.920405936486144,0.0,0.7715225267410278,130.0,0.8
31,-8278.727533238387,-4006.762434799596,44000,0.0025981859071180224,790,24.621765831091825,12,35.37823416890823,0.0,-0.12,-2.5641582225276904,0.0,0.7935850381851196,340.0,0.7000000000000001
32,-2627.9339213591547,-4799.544684754675,45000,0.0024809703463688493,493,6.841268667762164,6,53.15873133223785,10.0,-0.06,-0.0,0.0,0.7876628130674362,130.0,0.9
33,-6614.841296964071,-4587.3940022919005,46000,0.0023952257179189473,649,21.993171093825534,12,38.006828906174434,10.0,-0.12,-0.0,0.0,0.7861887365579605,320.0,0.4
34,-4024.1603022024415,-5030.661411649393,47000,0.0023168536426965147,568,7.4362585027875685,6,52.56374149721249,0.0,-0.06,-3.530375402089314,0.0,0.7622803303599358,180.0,0.1
35,-8591.64199899159,-5095.685165344848,48000,0.002240099449409172,846,23.107535305817407,12,36.89246469418237,0.0,-0.12,-5.866855327736431,0.0,0.7671613645553589,320.0,0.2
36,-1287.0173008842876,-4710.592364658869,49000,0.0021796006185468286,432,6.392636557730454,6,53.60736344226962,10.0,-0.06,-0.0,0.0,0.7590059772133827,140.0,0.0
37,-7901.03123487226,-4645.058314892149,50000,0.002155262976884842,785,22.919020568572666,12,37.0809794314274,0.0,-0.12,-11.41314519236377,0.0,0.7479560795426369,240.0,0.9
38,-1257.6642684307371,-5351.513319655425,51000,0.0021023208391852677,411,6.385113273000892,6,53.614886726999096,10.0,-0.06,-0.0,0.0,0.7520350062847138,200.0,0.30000000000000004
39,-8184.760581579373,-5222.068380910323,52000,0.0020280324679333717,807,23.004528984433207,12,36.99547101556671,0.7308487435821946,-0.12,-0.0,0.0,0.742299245595932,400.0,0.30000000000000004
40,1776.9838781206101,-4699.079456040168,53000,0.0019760044815484434,254,5.631921328016731,6,54.3680786719833,10.0,-0.06,-0.0,0.0,0.7142579233646393,200.0,0.0
41,-8646.125722190203,-4735.819274935351,54000,0.0019607940630521625,830,23.281674247038218,12,36.71832575296162,0.0,-0.12,-5.877613755541273,0.0,0.7340399384498596,340.0,0.2
42,805.5068159262897,-4392.4752012068075,55000,0.0019197612127754837,296,5.858739162934851,6,54.1412608370653,0.0,-0.06,-16.204823062545387,0.0,0.7205681678652763,120.0,0.9
43,-6933.121839111359,-4424.303255421535,56000,0.001890342653496191,678,23.459048458708228,12,36.540951541291705,0.0,-0.12,-6.108830496985047,0.0,0.7440574705600739,280.0,0.6000000000000001
44,-1857.8757066884593,-4207.674795870136,57000,0.001844214741140604,453,6.682887217869173,6,53.31711278213079,10.0,-0.06,-0.0,0.0,0.7227461776137352,140.0,0.7000000000000001
45,-7264.131161568747,-4074.923712127852,58000,0.0018184147775173187,724,23.93320372167803,12,36.06679627832196,0.0,-0.12,-14.646769561558624,0.0,0.7043929418921471,240.0,0.8
46,5609.651475741209,-3385.256834465303,59000,0.0018084054900100455,32,4.542345052890275,6,55.4576549471097,10.0,-0.06,-0.0,0.0,0.6985814994573594,120.0,0.8
47,-7635.335811039927,-3358.6872920820692,60000,0.001765931214322336,717,22.64789793371279,12,37.35210206628717,0.0,-0.12,-6.725392309203966,0.0,0.7017120590806007,280.0,0.8
48,1661.901473143414,-3066.730717924655,61000,0.0017320547194685787,269,5.760531107863211,6,54.23946889213681,0.0,-0.06,-3.8634892664902543,0.0,0.7074644273519516,180.0,1.0
49,-7154.166029223869,-2963.6712626891044,62000,0.0016889308317331597,704,23.654673196081745,12,36.34532680391814,10.0,-0.12,-0.0,0.0,0.6763216906785965,300.0,0.7000000000000001
50,908.3735572214042,-3050.532294779025,63000,0.0016229611210292205,317,5.885720942892913,6,54.114279057107105,0.0,-0.06,-4.320912725835635,0.0,0.7012300863862038,160.0,0.30000000000000004
51,-8208.996184696747,-3006.8193410296794,64000,0.0016415652935393155,795,23.14336740758011,12,36.85663259241995,0.0,-0.12,-2.2503023982959114,0.0,0.7157753002643585,300.0,0.9
52,5944.536858363847,-2492.9163367859232,65000,0.0016601368988631293,32,4.4718929978143445,6,55.52810700218565,10.0,-0.06,-0.0,0.0,0.6748815676569939,200.0,0.6000000000000001
53,-7631.009412111222,-2562.70509408591,66000,0.0016039368929341435,741,23.668822670914693,12,36.33117732908531,0.0,-0.12,-0.43816177725032546,0.0,0.686954240500927,360.0,0.5
54,-1307.811075143908,-2507.6986309314548,67000,0.0016009060345822945,435,6.250669952650533,6,53.74933004734947,10.0,-0.06,-0.0,0.0,0.7013229551911354,130.0,0.9
55,-9054.906616759836,-2686.776176450564,68000,0.001583332137670368,839,24.567432678136583,12,35.432567321863395,0.0,-0.12,-8.44843590211072,0.0,0.7015632992982864,320.0,0.6000000000000001
56,-3598.01038925451,-3607.5423629501356,69000,0.0015893172530923039,538,7.0699220078079925,6,52.93007799219191,10.0,-0.06,-0.0,0.0,0.6789630419015884,200.0,1.0
57,-8321.966943954769,-3676.20547624162,70000,0.0015481894806725904,815,23.49556794121366,12,36.50443205878637,0.0,-0.12,-1.334981775441051,0.0,0.6694429984688759,400.0,0.9
58,3490.625619700259,-3493.3330615859354,71000,0.0015603269275743514,177,4.969087842537291,6,55.03091215746278,10.0,-0.06,-0.0,0.0,0.6805631694197655,130.0,0.2
59,-9177.903470598992,-3695.706805723448,72000,0.0015330350142903626,841,24.842942152733464,12,35.157057847266394,0.0,-0.12,-6.496447810676207,0.0,0.6817389604449272,300.0,0.8
60,-2866.0375420362548,-4073.1479156492132,73000,0.0015209671255433932,505,6.360991897673299,6,53.63900810232678,10.0,-0.06,-0.0,0.0,0.6755574259161949,180.0,0.8
61,-5965.8658187102055,-3848.8348790505597,74000,0.0015115730639081448,560,22.084387414909298,12,37.91561258509076,0.0,-0.12,-2.0289951388233396,0.0,0.6849692642688752,360.0,0.1
62,5447.344790341596,-3898.5540858527843,75000,0.0014990387280704454,33,4.3019897326600915,6,55.698010267339946,10.0,-0.06,-0.0,0.0,0.6998382994532585,190.0,0.30000000000000004
63,-4452.709434693221,-3580.724088110985,76000,0.0014823467208771035,588,22.114611626343297,12,37.88538837365688,3.651987897652409,-0.12,-0.0,0.0,0.6660737273097038,380.0,0.1
64,-3926.3944979056005,-3842.5824303871536,77000,0.001469358627218753,578,7.019881787615856,6,52.9801182123841,10.0,-0.06,-0.0,0.0,0.66424939930439,200.0,0.30000000000000004
65,-4883.934318347303,-3425.4852005459006,78000,0.0014590873615816236,562,23.583446889420355,12,36.41655311057977,0.08633728154589701,-0.12,-0.0,0.0,0.6783809223771096,360.0,0.5
66,-2805.5877672396855,-3346.242938344418,79000,0.0014652396057499573,507,7.064179622636979,6,52.93582037736296,0.0,-0.06,-2.4104525693088608,0.0,0.6803227007389069,190.0,0.8
67,-4610.654297289158,-2975.1116736778567,80000,0.001449413801310584,532,22.135691101347835,12,37.86430889865213,0.0,-0.12,-6.920953361287032,0.0,0.6689163136482239,260.0,0.7000000000000001
68,-4822.281418245142,-3806.402377472396,81000,0.0014134226366877556,559,7.53822767760561,6,52.461772322394296,0.0,-0.06,-1.0895514942121887,0.0,0.6610163956880569,200.0,0.1
69,-5639.596118433373,-3452.571642255835,82000,0.0014146069588605314,595,26.244316364253265,12,33.75568363574672,0.0,-0.12,-7.672375263004545,0.0,0.6675074714422226,260.0,1.0
70,1609.1345230897134,-3005.0544357432377,83000,0.0014373581361724064,246,5.400260392794497,6,54.59973960720549,10.0,-0.06,-0.0,0.0,0.6577374479174614,170.0,1.0
71,-5012.7435758787315,-2909.742211460091,84000,0.0013899423211114481,548,24.23669478041431,12,35.763305219585575,2.8762623509384007,-0.12,-0.0,0.0,0.6449629124999047,400.0,0.6000000000000001
72,5970.932916865719,-2857.383398807678,85000,0.0014084059366723523,26,4.3404564477803085,6,55.659543552219695,10.0,-0.06,-0.0,0.0,0.650101999938488,190.0,0.7000000000000001
73,-5329.21242776683,-2945.033698115039,86000,0.00139573345950339,520,23.445000042976357,12,36.55499995702367,0.0,-0.12,-0.22228358797678371,0.0,0.6818697425723076,360.0,0.8
74,5746.671493216976,-1977.7270990027814,87000,0.001382933340210002,34,4.353218282805711,6,55.64678171719432,10.0,-0.06,-0.0,0.0,0.6612874285876751,120.0,0.30000000000000004
75,-5262.238580868579,-2015.557525254909,88000,0.001369651610730216,560,24.869774254109924,12,35.130225745889994,9.573393527150483,-0.12,-0.0,0.0,0.6401275509595871,300.0,0.2
76,-5613.495108408929,-2296.3482593718336,89000,0.0013615659263450652,648,7.616672337649903,6,52.38332766235008,10.0,-0.06,-0.0,0.0,0.649582530260086,150.0,0.2
77,-5667.331262154328,-2402.015955858351,90000,0.0013433984422590584,616,25.62859951740159,12,34.371400482598325,5.004617186716872,-0.12,-0.0,0.0,0.6559907907247543,400.0,0.6000000000000001
78,119.15801356970871,-1907.8720126768653,91000,0.0013184270865167491,336,5.885558172786877,6,54.11444182721311,10.0,-0.06,-0.0,0.0,0.6698663648962975,190.0,0.9
79,-5501.996116259906,-1894.1120124595186,92000,0.0013412306216196157,595,23.828763729071586,12,36.17123627092841,1.055858177326626,-0.12,-0.0,0.0,0.6740485742688179,380.0,0.9
80,954.5950559568034,-1959.5659591728097,93000,0.0013391260654316284,295,6.1645402277211945,6,53.83545977227874,10.0,-0.06,-0.0,0.0,0.6578177797794342,140.0,1.0
81,-6480.298234518386,-2106.3214250367755,94000,0.0013074494781903923,639,22.95804899210576,12,37.04195100789426,0.39954387474317277,-0.12,-0.0,0.0,0.6164116927981377,400.0,0.0
