episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,9183.405661597337,9183.405661597337,0.99981,243,,,,,,,,
1,9159.789078084064,9171.5973698407,0.99962,243,,,,,,,,
2,9203.758166177413,9182.31763528627,0.99943,243,,,,,,,,
3,9209.487931396416,9189.110209313807,0.99924,243,,,,,,,,
4,9175.929091810802,9186.473985813205,0.99905,243,,,,,,,,
5,9179.248766374336,9185.269782573394,0.99886,243,,,,,,,,
6,9222.807215044868,9190.632272926463,0.99867,243,,,,,,,,
7,9209.531843934854,9192.994719302511,0.99848,243,,,,,,,,
8,9216.303012198461,9195.584529624284,0.99829,243,,,,,,,,
9,9215.124763273892,9197.538552989245,0.9981,243,,,,,,,,
10,9223.128324280813,9201.510819257592,0.99791,243,,,,,,,,
11,9223.260886956332,9207.858000144817,0.99772,243,,,,,,,,
12,9170.670571988052,9204.549240725883,0.99753,243,,,,,,,,
13,9183.49110860857,9201.949558447097,0.99734,243,,,,,,,,
14,9223.228354280189,9206.679484694036,0.99715,243,,,,,,,,
15,9229.948760086678,9211.74948406527,0.99696,243,,,,,,,,
16,9182.410759693219,9207.709838530103,0.99677,243,,,,,,,,
17,9196.30805743025,9206.387459879645,0.99658,243,,,,,,,,
18,9209.848283529398,9205.741987012738,0.99639,243,,,,,,,,
19,9217.252701379644,9205.954780823315,0.9962,243,,,,,,,,
20,9216.755424814433,9205.317490876678,0.99601,243,,,,,,,,
21,9210.29922829427,9204.02132501047,0.99582,243,,,,,,,,
22,9166.569870684849,9203.61125488015,0.99563,243,,,,,,,,
23,9167.71890821447,9202.034034840739,0.99544,243,,,,,,,,
24,9229.446531017204,9202.655852514443,0.99525,243,,,,,,,,
25,9210.52597733293,9200.713574239066,0.9950600000000001,243,,,,,,,,
26,9183.94473347053,9200.866971616799,0.99487,243,,,,,,,,
27,9223.393635815384,9203.575529455313,0.99468,243,,,,,,,,
28,9203.194836358103,9202.910184738183,0.99449,243,,,,,,,,
29,9216.321224247682,9202.817037024986,0.9943,243,,,,,,,,
30,9215.810038645343,9202.722498408077,0.99411,243,,,,,,,,
31,9148.553231799435,9196.547898758592,0.99392,243,,,,,,,,
32,9178.043200038937,9197.695231694002,0.99373,243,,,,,,,,
33,9223.083680643078,9203.231708936863,0.99354,243,,,,,,,,
34,9082.63648026464,9188.550703861605,0.99335,243,,,,,,,,
35,9216.280569917968,9189.12616312011,0.99316,243,,,,,,,,
36,9222.917558176654,9193.023445590723,0.99297,243,,,,,,,,
37,9223.056100365375,9192.989692045721,0.99278,243,,,,,,,,
38,9236.51989877694,9196.322198287604,0.99259,243,,,,,,,,
39,9176.438021105023,9192.33387797334,0.9924,243,,,,,,,,
40,9159.75346433828,9186.72822054263,0.99221,243,,,,,,,,
41,9197.071287846955,9191.580026147383,0.99202,243,,,,,,,,
42,9183.844664351212,9192.160172578613,0.99183,243,,,,,,,,
43,9216.84900181495,9191.5367046958,0.99164,243,,,,,,,,
44,9209.9182555683,9204.264882226165,0.99145,243,,,,,,,,
45,9188.564339184815,9201.493259152849,0.99126,243,,,,,,,,
46,9179.702436175456,9197.171746952732,0.99107,243,,,,,,,,
47,9223.22293586929,9197.188430503124,0.99088,243,,,,,,,,
48,9216.716496605379,9195.208090285967,0.99069,243,,,,,,,,
49,9208.878243318259,9198.45211250729,0.9905,243,,,,,,,,
