episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,4761.079179510209,4761.079179510209,1000,0.06093749962747097,139,4.557678924151365,6,55.442321075848746,6.792929957277918,-0.06,-0.0,0.0,0.0,200.0,1.0,BALANCED
1,3432.927004195336,4097.003091852772,2000,0.06004196684807539,154,15.028261950589254,12,44.971738049410774,5.85878067831998,-0.12,-0.0,0.0,1.6880114686489105,400.0,1.0,BALANCED
2,5228.16529270926,4474.057158804934,3000,0.0581235121935606,140,4.5430078584909195,2,55.45699214150908,6.774602230890685,-0.02,-0.0,0.0,0.9547510558366775,200.0,1.0,BALANCED
3,3612.088780912677,4258.56506433187,4000,0.056846565566957,154,14.974294224327037,6,45.025705775673025,5.689153366779861,-0.06,-0.0,0.0,0.731757402420044,400.0,1.0,BALANCED
4,5280.389922030801,4462.930035871656,5000,0.055796923115849495,138,4.545810213688177,3,55.45418978631186,6.882378139880132,-0.03,-0.0,0.0,0.5216740956902504,200.0,1.0,BALANCED
5,3669.4782686500857,4330.688074668062,6000,0.05495593789964914,154,14.966303466536031,5,45.033696533463974,5.397029137464978,-0.05,-0.0,0.0,0.4592131036520004,400.0,1.0,BALANCED
6,5299.2935608906155,4469.060286985569,7000,0.05413533188402653,139,4.535602831934904,2,55.4643971680651,6.826464952137692,-0.02,-0.0,0.0,0.41201697021722794,200.0,1.0,BALANCED
7,3636.681075223298,4365.012885515285,8000,0.05329714063555002,154,14.983113613836831,5,45.016886386163165,5.583914154489095,-0.05,-0.0,0.0,0.38719756379723547,400.0,1.0,BALANCED
8,5271.052541285329,4465.683958378624,9000,0.052516466937959194,139,4.540259187140741,2,55.459740812859216,6.914240860322169,-0.02,-0.0,0.0,0.3671018618345261,200.0,1.0,BALANCED
9,3625.1146304233744,4381.627025583099,10000,0.05175594985485077,154,15.006712856024382,5,44.99328714397572,5.864789924771193,-0.05,-0.0,0.0,0.3902264215052128,400.0,1.0,BALANCED
10,5290.504813807552,4434.569589012833,11000,0.05103859305381775,142,4.537234121351551,2,55.462765878648426,6.861913135186942,-0.02,-0.0,0.0,0.39467345148324967,200.0,1.0,BALANCED
11,3438.7255751389257,4435.149446107192,12000,0.050352959893643856,153,15.248485129783605,5,44.75151487021637,5.5851626133427335,-0.05,-0.0,0.0,0.3899070560187101,400.0,1.0,BALANCED
12,5305.733264510683,4442.906243287333,13000,0.049688367173075676,136,4.537858476720478,2,55.462141523279556,6.949689043371774,-0.02,-0.0,0.0,0.38486592322587965,200.0,1.0,BALANCED
13,3647.787053870329,4446.4760705830995,14000,0.04905930161476135,154,14.975174371778044,7,45.02482562822208,5.893038383916116,-0.07,-0.0,0.0,0.39606674209237097,400.0,1.0,BALANCED
14,5280.481953055314,4446.48527368555,15000,0.04844532907009125,138,4.540305410879783,2,55.459694589120176,6.951361317789512,-0.02,-0.0,0.0,0.3633564918488264,200.0,1.0,BALANCED
15,3622.163896263935,4441.753836446936,16000,0.047842543572187424,154,14.991406644957905,7,45.00859335504213,5.62341107237552,-0.07,-0.0,0.0,0.34942545637488365,400.0,1.0,BALANCED
16,5283.567073116486,4440.181187669522,17000,0.047277333214879036,139,4.541109766085624,3,55.45889023391433,6.674137225974164,-0.03,-0.0,0.0,0.3727233919501305,200.0,1.0,BALANCED
