episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity
0,-4233.078836335008,-4233.078836335008,0.99981,1458,285,6.561418583017394,6,53.43858141698262,10.0,-0.06,-0.0,0.0,200.0,1.0
1,938.3863958698327,-1647.346220232588,0.99962,1458,143,23.438068901110586,12,36.56193109888941,10.0,-0.12,-0.0,0.0,280.0,0.6000000000000001
2,-5941.901110716489,-3078.8645170605546,0.99943,1458,418,6.650140665061207,6,53.34985933493876,0.0,-0.06,-1.0268342681357057,0.0,180.0,0.30000000000000004
3,1461.7650848565447,-1943.70711658128,0.99924,1458,198,21.661997225448836,12,38.33800277455128,10.0,-0.12,-0.0,0.0,340.0,0.9
4,-7201.178627640047,-2995.2014187930336,0.99905,1458,349,6.3627106376660585,6,53.63728936233388,2.4019517211577024,-0.06,-0.0,0.0,150.0,1.0
5,3865.578817321692,-1851.738046107246,0.99886,1458,68,16.479351117157236,12,43.52064888284278,10.0,-0.12,-0.0,0.0,380.0,0.9
6,-6883.4536066714345,-2570.554554759273,0.99867,1458,421,6.65338628219011,6,53.34661371780988,0.0,-0.06,-2.27043515811848,0.0,200.0,0.5
7,2585.523357560877,-1926.044815719254,0.99848,1458,64,17.223791708036796,12,42.77620829196304,10.0,-0.12,-0.0,0.0,340.0,0.1
8,-6632.821800351971,-2449.0200362340006,0.99829,1458,332,6.192454255013833,6,53.80754574498594,0.0,-0.06,-10.41351176102114,0.0,130.0,0.8
9,-2598.692248537428,-2463.987257464343,0.9981,1458,334,22.032135600195843,12,37.96786439980419,0.0,-0.12,-0.7899105555571273,0.0,360.0,0.30000000000000004
10,-5558.722359827861,-2596.5516098136286,0.99791,1458,386,7.176118337079093,6,52.82388166292092,10.0,-0.06,-0.0,0.0,140.0,0.1
11,2057.1259105113504,-2484.6776583494766,0.99772,1458,53,16.938213925692754,12,43.061786074307236,4.482554254997984,-0.12,-0.0,0.0,240.0,0.30000000000000004
12,-4411.356958728336,-2331.6232431506614,0.99753,1458,263,6.336286309692542,6,53.663713690307496,4.584871481642483,-0.06,-0.0,0.0,170.0,0.9
13,2350.4024829482687,-2242.759503341489,0.99734,1458,76,16.597837816671625,12,43.40216218332837,10.0,-0.12,-0.0,0.0,320.0,0.2
14,-5466.36422722374,-2069.2780632998583,0.99715,1458,341,6.692038391581849,6,53.30796160841826,6.007255028252767,-0.06,-0.0,0.0,190.0,0.4
15,2551.459737152697,-2200.6899713167577,0.99696,1458,55,16.378226141911075,12,43.621773858088964,10.0,-0.12,-0.0,0.0,340.0,0.4
16,-8274.97037118015,-2339.841647767629,0.99677,1458,464,7.901560364259657,6,52.09843963574036,10.0,-0.06,-0.0,0.0,200.0,0.8
17,2626.350172136413,-2335.758966310076,0.99658,1458,64,16.99923003321183,12,43.00076996678817,10.0,-0.12,-0.0,0.0,400.0,0.30000000000000004
18,-2581.979074248956,-1930.6746936997745,0.99639,1458,36,4.454740446324925,6,55.54525955367504,10.0,-0.06,-0.0,0.0,160.0,1.0
19,3429.22015508574,-1327.8834533374575,0.9962,1458,69,16.059348359309556,12,43.940651640690376,10.0,-0.12,-0.0,0.0,340.0,0.9
20,-3021.432171563291,-1074.1544345110003,0.99601,1458,214,6.49652841890404,6,53.503471581095866,10.0,-0.06,-0.0,0.0,190.0,0.5
21,2761.467147558924,-1003.7203108062429,0.99582,1458,54,16.10516225024551,12,43.894837749754466,9.915008844530112,-0.12,-0.0,0.0,280.0,0.1
22,-3741.537411300066,-936.738356063416,0.99563,1458,313,6.792472938360306,6,53.207527061639674,10.0,-0.06,-0.0,0.0,190.0,0.2
23,2538.6840273212674,-917.9102016261162,0.99544,1458,41,16.06845830928693,12,43.93154169071297,10.0,-0.12,-0.0,0.0,280.0,0.9
24,-4460.774579579496,-817.3512368616917,0.99525,1458,194,5.687014911111078,6,54.312985088888986,10.0,-0.06,-0.0,0.0,120.0,1.0
25,2035.9596613645322,-868.9012444405083,0.9950600000000001,1458,48,16.011672201403062,12,43.9883277985969,10.0,-0.12,-0.0,0.0,340.0,0.6000000000000001
26,-4645.807666164814,-505.9849739389747,0.99487,1458,321,6.556540993150607,6,53.44345900684942,10.0,-0.06,-0.0,0.0,170.0,0.7000000000000001
27,2837.046971255915,-484.91529402702446,0.99468,1458,63,16.545900526234785,12,43.454099473765226,10.0,-0.12,-0.0,0.0,360.0,0.5
28,-5051.497692254224,-731.8671558275512,0.99449,1458,286,6.882370965922828,6,53.117629034077154,1.3157546221133893,-0.06,-0.0,0.0,200.0,0.6000000000000001
29,2851.651561968823,-789.6240151392428,0.9943,1458,55,16.04352441805053,12,43.9564755819495,9.012260871084063,-0.12,-0.0,0.0,300.0,0.6000000000000001
30,-4824.426031069277,-969.9234010898415,0.99411,1458,237,6.860519047777811,6,53.13948095222222,0.0,-0.06,-5.478367272482769,0.0,160.0,0.2
31,3169.00582687807,-929.1695331579269,0.99392,1458,52,16.147912743568888,12,43.85208725643103,10.0,-0.12,-0.0,0.0,400.0,0.1
32,-8103.471179806208,-1365.3629100085411,0.99373,1458,415,6.720257020498537,6,53.27974297950155,10.0,-0.06,-0.0,0.0,150.0,0.8
33,322.19331470283134,-1587.0119812703847,0.99354,1458,206,22.897646634783865,12,37.102353365216175,6.437319668047419,-0.12,-0.0,0.0,280.0,0.7000000000000001
34,-4981.349476525684,-1639.0694709650033,0.99335,1458,304,7.061519102555226,6,52.93848089744479,10.0,-0.06,-0.0,0.0,130.0,0.7000000000000001
35,2607.0822173505285,-1581.9572153664037,0.99316,1458,43,16.212074960109096,12,43.78792503989092,10.0,-0.12,-0.0,0.0,360.0,0.8
36,-2670.3931931254338,-1384.415768062466,0.99297,1458,262,6.19319307506566,6,53.80680692493432,10.0,-0.06,-0.0,0.0,140.0,0.7000000000000001
37,3416.2379905515554,-1326.4966661329017,0.99278,1458,62,16.18390885181752,12,43.81609114818251,10.0,-0.12,-0.0,0.0,320.0,0.30000000000000004
38,-4686.740613951462,-1290.0209583026258,0.99259,1458,170,5.378344719696996,6,54.62165528030301,10.0,-0.06,-0.0,0.0,170.0,0.30000000000000004
39,3480.470417417942,-1227.1390727577136,0.9924,1458,64,16.486539442375175,12,43.513460557624725,10.0,-0.12,-0.0,0.0,360.0,1.0
40,-1618.814368154392,-906.5779064662253,0.99221,1458,183,6.429844692379099,6,53.57015530762081,10.0,-0.06,-0.0,0.0,150.0,0.7000000000000001
41,2988.341005283949,-924.6443886256372,0.99202,1458,65,16.563493334341146,12,43.436506665658854,10.0,-0.12,-0.0,0.0,400.0,0.2
42,-6526.815454789005,-766.9788161239171,0.99183,1458,366,7.531714774354229,6,52.468285225645836,0.0,-0.06,-7.51326873521605,0.0,120.0,0.7000000000000001
43,1729.8854959530638,-626.2095979988939,0.99164,1458,50,16.594531659430366,12,43.405468340569676,8.051884869149255,-0.12,-0.0,0.0,280.0,0.8
44,-2661.4210854064813,-394.21675888697365,0.99145,1458,175,5.631502747044932,6,54.36849725295505,10.0,-0.06,-0.0,0.0,170.0,0.30000000000000004
45,1738.4464114301409,-481.0803394790124,0.99126,1458,46,16.185575550688185,12,43.81442444931167,6.879292618850301,-0.12,-0.0,0.0,240.0,0.1
46,-3440.4937338530185,-558.0903935517708,0.99107,1458,29,4.407160829084446,6,55.59283917091568,10.0,-0.06,-0.0,0.0,200.0,0.7000000000000001
47,824.165130054508,-817.2976796014756,0.99088,1458,207,21.767903876056373,12,38.23209612394363,10.0,-0.12,-0.0,0.0,360.0,0.6000000000000001
48,-2751.9023794709847,-623.8138561534278,0.99069,1458,217,7.002556801805177,6,52.99744319819487,0.0,-0.06,-0.40658312914810146,0.0,190.0,0.30000000000000004
49,3050.8228473505114,-666.7786131601708,0.9905,1458,52,16.482657768193995,12,43.51734223180584,10.0,-0.12,-0.0,0.0,340.0,0.8
50,-6449.893186733487,-1149.8864950180803,0.99031,1458,397,7.567108883750281,6,52.43289111624974,0.0,-0.06,-6.969143685780539,0.0,140.0,0.7000000000000001
51,-1873.3171568237033,-1636.0523112288456,0.99012,1458,351,22.299256092467786,12,37.70074390753223,1.2768295859209395,-0.12,-0.0,0.0,340.0,1.0
52,-8031.971942520001,-1786.5679600019453,0.98993,1458,440,7.017544856475293,6,52.98245514352472,0.0,-0.06,-4.002039397542196,0.0,150.0,0.5
53,2510.033331217568,-1708.5531764754946,0.98974,1458,60,16.35700998469126,12,43.642990015308705,10.0,-0.12,-0.0,0.0,340.0,0.8
54,-5569.061750227727,-1999.3172429576193,0.98955,1458,399,7.364645375880083,6,52.63535462411998,10.0,-0.06,-0.0,0.0,130.0,0.7000000000000001
55,3084.216655297084,-1864.7402185709248,0.98936,1458,56,15.874716043646801,12,44.12528395635313,10.0,-0.12,-0.0,0.0,340.0,0.9
56,-9282.653348309483,-2448.956180016571,0.98917,1458,519,7.5130133485621835,6,52.486986651437824,10.0,-0.06,-0.0,0.0,200.0,0.7000000000000001
57,3342.7918164191215,-2197.09351138011,0.98898,1458,51,15.650529935526935,12,44.34947006447302,10.0,-0.12,-0.0,0.0,340.0,0.30000000000000004
58,-4366.362244646562,-2358.5394978976683,0.98879,1458,244,5.884877430533029,6,54.11512256946694,10.0,-0.06,-0.0,0.0,120.0,0.9
59,2935.328094759771,-2370.0889731567418,0.9886,1458,64,17.13335826091657,12,42.86664173908339,10.0,-0.12,-0.0,0.0,300.0,0.9
60,-3165.2909207400435,-2041.6287465573976,0.98841,1458,259,6.158381403206556,6,53.84161859679345,0.0,-0.06,-10.57817485224431,0.0,130.0,0.7000000000000001
61,1697.8169702179275,-1684.515333853234,0.98822,1458,45,16.655102151530652,12,43.34489784846945,10.0,-0.12,-0.0,0.0,360.0,0.9
62,-6180.634825777204,-1499.3816221789548,0.98803,1458,385,7.119131485319036,6,52.88086851468095,8.618081695878715,-0.06,-0.0,0.0,170.0,0.5
63,2746.6384012595436,-1475.7211151747572,0.98784,1458,61,16.523870477263607,12,43.476129522736436,10.0,-0.12,-0.0,0.0,400.0,0.5
64,-6413.556627358184,-1560.170602887803,0.98765,1458,349,6.654851458018299,6,53.345148541981764,0.0,-0.06,-5.952154543262247,0.0,160.0,0.6000000000000001
65,1729.3577435566806,-1695.6564940618434,0.98746,1458,54,16.312464368628742,12,43.68753563137135,10.0,-0.12,-0.0,0.0,400.0,0.8
66,-2553.943871337369,-1022.785546364632,0.98727,1458,296,6.854183539877568,6,53.145816460122454,3.5428838514776704,-0.06,-0.0,0.0,200.0,0.6000000000000001
67,2121.5840197240805,-1144.906326034136,0.98708,1458,53,15.711972693868148,12,44.28802730613184,3.3325471917507676,-0.12,-0.0,0.0,240.0,0.2
68,-6185.803737409415,-1326.8504753104212,0.98689,1458,453,7.509341512619754,6,52.4906584873802,0.0,-0.06,-4.464210008793281,0.0,170.0,1.0
69,3271.492385909174,-1293.234046195481,0.9867,1458,70,16.65103658596285,12,43.34896341403714,10.0,-0.12,-0.0,0.0,380.0,0.6000000000000001
70,-6803.897483294318,-1657.0947024509085,0.98651,1458,461,7.212263157306872,6,52.78773684269322,10.0,-0.06,-0.0,0.0,130.0,0.2
71,1748.8586092720184,-1651.9905385454992,0.98632,1458,53,15.78168717677803,12,44.21831282322202,10.0,-0.12,-0.0,0.0,400.0,0.4
72,-4538.5453723017745,-1487.7815931979562,0.98613,1458,281,6.2409771298302,6,53.75902287016978,0.0,-0.06,-7.110035786047577,0.0,150.0,0.0
73,2841.511836202057,-1478.2942497037047,0.98594,1458,60,17.028371068765416,12,42.971628931234505,10.0,-0.12,-0.0,0.0,380.0,0.8
74,-7329.986115107931,-1569.9371984786796,0.98575,1458,333,7.653131211899751,6,52.34686878810025,0.0,-0.06,-4.09270130587728,0.0,140.0,0.6000000000000001
75,1037.9013050429855,-1639.0828423300488,0.98556,1458,35,16.052039393768784,12,43.947960606231234,3.2942489097080054,-0.12,-0.0,0.0,240.0,0.5
76,-7967.2663483983915,-2180.4150900361515,0.98537,1458,430,7.769513184526076,6,52.23048681547394,10.0,-0.06,-0.0,0.0,170.0,0.8
77,3180.504890352395,-2074.5230029733198,0.9851800000000001,1458,57,16.387473285133915,12,43.612526714866014,10.0,-0.12,-0.0,0.0,400.0,0.2
78,-6361.725013081798,-2092.115130540558,0.98499,1458,410,6.825881266608496,6,53.174118733391474,10.0,-0.06,-0.0,0.0,120.0,0.7000000000000001
79,2305.622138973385,-2188.702155234137,0.9848,1458,50,16.660611610051483,12,43.339388389948496,10.0,-0.12,-0.0,0.0,280.0,0.5
80,-5624.2167468124635,-2070.734081585952,0.98461,1458,313,6.499895239174732,6,53.50010476082513,10.0,-0.06,-0.0,0.0,160.0,0.9
81,3241.7628012003725,-1921.4436623931165,0.98442,1458,68,16.781935501888675,12,43.218064498111225,10.0,-0.12,-0.0,0.0,360.0,0.6000000000000001
82,-4206.528242446616,-1888.2419494076007,0.98423,1458,88,4.575371321244287,6,55.42462867875568,10.0,-0.06,-0.0,0.0,200.0,0.6000000000000001
83,2401.915656562262,-1932.20156737158,0.98404,1458,40,16.2759438271281,12,43.724056172871926,10.0,-0.12,-0.0,0.0,280.0,0.9
84,-3247.2917130056094,-1523.932127161348,0.98385,1458,200,5.973803293990768,6,54.02619670600918,0.0,-0.06,-2.5545929810471257,0.0,180.0,1.0
85,1689.3379867553542,-1458.788458990111,0.98366,1458,46,15.82801771887947,12,44.17198228112066,8.933676206184183,-0.12,-0.0,0.0,260.0,0.30000000000000004
86,-4755.678829142604,-1137.629707064532,0.98347,1458,373,7.698842313670908,6,52.301157686329205,10.0,-0.06,-0.0,0.0,170.0,0.9
87,3344.8468661079946,-1121.1955094889722,0.98328,1458,55,16.197711904908626,12,43.80228809509133,10.0,-0.12,-0.0,0.0,400.0,0.0
88,-6528.981552199692,-1137.9211634007615,0.98309,1458,368,7.077314286292908,6,52.9226857137071,10.0,-0.06,-0.0,0.0,130.0,0.0
89,2119.307002077189,-1156.5526770903812,0.9829,1458,44,16.04156579608064,12,43.958434203919374,10.0,-0.12,-0.0,0.0,340.0,0.2
90,-1893.1632184339362,-783.4473242525285,0.98271,1458,109,5.3520503682766485,6,54.647949631723336,10.0,-0.06,-0.0,0.0,170.0,0.4
91,2267.202630650988,-880.903341307467,0.98252,1458,68,16.830854121470246,12,43.16914587852969,10.0,-0.12,-0.0,0.0,360.0,0.9
92,-4596.462970006838,-919.896814063489,0.98233,1458,267,7.1229563410274155,6,52.87704365897258,0.0,-0.06,-0.1213972903473648,0.0,150.0,1.0
93,2652.901248751886,-894.7982548445267,0.98214,1458,33,16.201398013328905,12,43.798601986671116,10.0,-0.12,-0.0,0.0,340.0,0.6000000000000001
94,-8403.088155482761,-1410.3778990922417,0.98195,1458,479,7.728026422925304,6,52.27197357707484,10.0,-0.06,-0.0,0.0,130.0,0.6000000000000001
95,3068.211220895799,-1272.4905756781975,0.98176,1458,69,16.482096338074804,12,43.51790366192511,10.0,-0.12,-0.0,0.0,380.0,0.8
96,-5454.642228514256,-1342.3869156153628,0.98157,1458,341,6.405110395676075,6,53.59488960432388,10.0,-0.06,-0.0,0.0,170.0,0.9
97,3271.432179634153,-1349.7283842627469,0.98138,1458,45,16.013470229461408,12,43.98652977053859,10.0,-0.12,-0.0,0.0,400.0,0.5
98,-4687.704227453319,-1165.6006517881094,0.98119,1458,321,6.571538477659807,6,53.42846152234022,2.28524381331758,-0.06,-0.0,0.0,200.0,0.0
99,1356.8513488780543,-1241.846217108023,0.981,1458,58,16.13216855512995,12,43.867831444869864,10.0,-0.12,-0.0,0.0,360.0,0.30000000000000004
100,-4858.210825812535,-1538.3509778458829,0.98081,1458,210,5.39276645033762,6,54.607233549662396,10.0,-0.06,-0.0,0.0,200.0,0.2
101,3158.2505316734832,-1449.2461877436333,0.98062,1458,61,16.758482447117377,12,43.24151755288246,10.0,-0.12,-0.0,0.0,400.0,1.0
102,-3743.301403539599,-1363.9300310969097,0.98043,1458,267,6.6320600948616715,6,53.36793990513829,2.3337978062191587,-0.06,-0.0,0.0,150.0,1.0
103,3100.3208549910046,-1319.1880704729977,0.98024,1458,56,16.946453037825226,12,43.053546962174714,10.0,-0.12,-0.0,0.0,380.0,1.0
104,-6700.845375196773,-1148.963792444399,0.98005,1458,284,6.398522067505148,6,53.601477932494994,5.632728919105478,-0.06,-0.0,0.0,160.0,0.4
105,1696.2159260673561,-1286.163321927243,0.97986,1458,48,16.17362692981264,12,43.82637307018736,9.90757286444044,-0.12,-0.0,0.0,300.0,0.0
106,-3251.397726295478,-1065.8388717053651,0.97967,1458,242,6.270704149733486,6,53.729295850266475,0.0,-0.06,-6.675084451001871,0.0,140.0,0.4
107,3318.3962114808282,-1061.1424685206978,0.97948,1458,50,16.531635253764584,12,43.468364746235395,5.662840603580795,-0.12,-0.0,0.0,240.0,1.0
108,-4096.064518944125,-1001.9784976697783,0.97929,1458,317,6.631580122231061,6,53.36841987776898,0.0,-0.06,-10.493552031118622,0.0,120.0,0.5
109,2767.052207435451,-860.9584118140386,0.9791,1458,48,15.932419146052426,12,44.06758085394758,10.0,-0.12,-0.0,0.0,360.0,0.4
110,-4611.993673793332,-836.3366966121182,0.97891,1458,388,7.038920204412198,6,52.961079795587885,0.0,-0.06,-2.567284285455851,0.0,120.0,1.0
111,3046.607821714449,-847.5009676080219,0.97872,1458,65,16.449097471270385,12,43.55090252872966,10.0,-0.12,-0.0,0.0,340.0,1.0
112,-7659.301377485767,-1239.1009650026385,0.97853,1458,442,7.009268176922642,6,52.990731823077375,10.0,-0.06,-0.0,0.0,200.0,0.2
113,2740.6812062812432,-1275.0649298736148,0.97834,1458,51,16.085141362892983,12,43.914858637106946,10.0,-0.12,-0.0,0.0,360.0,0.7000000000000001
114,-7300.870841844184,-1335.067476538356,0.97815,1458,434,6.831032259026522,6,53.16896774097345,10.0,-0.06,-0.0,0.0,200.0,0.5
115,-1429.9801686959718,-1647.6870860146887,0.97796,1458,339,22.16048968768179,12,37.83951031231822,6.231937269446757,-0.12,-0.0,0.0,400.0,0.5
116,-1469.6195010338192,-1469.5092634885227,0.97777,1458,243,6.578504231635663,6,53.421495768364316,2.413146303162317,-0.06,-0.0,0.0,170.0,0.8
117,3173.352316773964,-1484.013652959209,0.97758,1458,79,16.486263579604845,12,43.513736420395226,9.74544459036759,-0.12,-0.0,0.0,260.0,0.30000000000000004
118,-4886.784982663105,-1563.0856993311074,0.97739,1458,313,6.868526751177789,6,53.131473248822246,6.470071974532795,-0.06,-0.0,0.0,150.0,0.8
119,2829.818096543835,-1556.8091104202688,0.9772,1458,59,16.034839639011008,12,43.96516036098906,10.0,-0.12,-0.0,0.0,320.0,0.7000000000000001
