episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,-2161.3838686583053,-2161.3838686583053,9000,0.024622139520943165,322,6.24233754798142,6,53.757662452018614,10.0,-0.06,-0.0,0.0,0.9743968635797501,160.0,0.8
1,-13481.572920722832,-7821.478394690569,10000,0.02272910252213478,891,23.636235298638425,12,36.363764701361525,0.0,-0.12,-7.372033948526959,0.0,0.9385277718305588,300.0,0.2
2,-1328.3403759841144,-5657.099055121751,11000,0.020923955366015434,265,5.707593382963908,6,54.29240661703606,10.0,-0.06,-0.0,0.0,0.9468247994780541,200.0,0.8
3,-11432.556180071757,-7100.963336359253,12000,0.019306679954752326,969,29.030009510394237,12,30.969990489605713,0.0,-0.12,-4.560436061721611,0.0,0.9126062399148941,320.0,0.0
4,-5714.412196089223,-6823.653108305247,13000,0.017839637119323015,595,7.359417437923975,6,52.640582562075956,0.0,-0.06,-9.247788963589878,0.0,0.9286794400215149,140.0,0.8
5,-11803.8365798475,-7653.6836868956225,14000,0.016477830708026886,954,26.662774772634457,12,33.33722522736551,6.4188034408734405,-0.12,-0.0,0.0,0.9257025706768036,320.0,0.8
6,-184.80215466923502,-6586.70061086328,15000,0.015255863079801202,351,6.711562153061375,6,53.288437846938706,10.0,-0.06,-0.0,0.0,0.8960249209403992,200.0,1.0
7,-10674.999484189078,-7097.737970029006,16000,0.014073440339416265,850,24.352753189289,12,35.64724681071103,0.0,-0.12,-6.325961375885116,0.0,0.8930159026384353,240.0,0.6000000000000001
8,-3621.1323155555688,-6711.44845286529,17000,0.012997724581509829,520,7.188472208034292,6,52.81152779196564,10.0,-0.06,-0.0,0.0,0.9018582454323769,200.0,1.0
9,-11080.540059053834,-7148.357613484145,18000,0.012044963892549276,903,28.64110845223737,12,31.35889154776271,9.496770855634914,-0.12,-0.0,0.0,0.8825779742002487,360.0,0.30000000000000004
10,-4599.027762347518,-7392.122002853066,19000,0.011137589812278748,659,8.330194042952408,6,51.66980595704766,10.0,-0.06,-0.0,0.0,0.8698912313580514,130.0,0.9
11,-10967.080721238388,-7140.672782904621,20000,0.010314064333215356,878,23.7433826638001,12,36.25661733619988,7.707798046328081,-0.12,-0.0,0.0,0.9128955698013306,400.0,0.30000000000000004
12,-5611.668443151773,-7569.005589621389,21000,0.009546806337311864,628,8.197102098071262,6,51.80289790192873,0.0,-0.06,-8.460592919508677,0.0,0.882668063044548,140.0,0.1
13,-10963.24614363226,-7522.074585977437,22000,0.008864069124683738,882,26.662477926254912,12,33.33752207374506,0.0,-0.12,-10.436792912269922,0.0,0.8892781955003738,240.0,0.7000000000000001
14,-3736.720426879951,-7324.305409056511,23000,0.008213739143684506,497,7.549065933075207,6,52.450934066924845,0.0,-0.06,-1.7890826315079966,0.0,0.8884409207105637,180.0,0.6000000000000001
15,-10132.201094962762,-7157.141860568037,24000,0.007609511027112603,879,26.335672137839072,12,33.66432786216094,4.5223010737801035,-0.12,-0.0,0.0,0.8880452704429627,400.0,0.30000000000000004
16,-3235.6396872069645,-7462.225613821809,25000,0.007059945026412606,395,6.471657988086769,6,53.52834201191319,0.0,-0.06,-2.888045558097323,0.0,0.8703023973107338,170.0,0.30000000000000004
17,-10873.973396058396,-7482.1230050087415,26000,0.0065799495205283165,830,24.53498740029382,12,35.465012599706114,1.2303855983055798,-0.12,-0.0,0.0,0.8822990268468857,400.0,0.8
18,-2887.3077430728263,-7408.740547760467,27000,0.006098679732531309,428,6.919497822974845,6,53.080502177025096,10.0,-0.06,-0.0,0.0,0.8812439888715744,120.0,0.1
19,-10603.759079406262,-7361.062449795711,28000,0.005666509969159961,906,26.497241612478838,12,33.5027583875212,0.0,-0.12,-2.692517569939592,0.0,0.8489139169454575,340.0,0.5
20,-5144.002335308983,-7415.559907091856,29000,0.0052851366344839334,545,7.7990318780722445,6,52.20096812192773,10.0,-0.06,-0.0,0.0,0.8611919242143631,140.0,0.7000000000000001
21,-9616.042047255874,-7280.456039693605,30000,0.004923676606267691,846,24.941806875148252,12,35.05819312485182,0.0,-0.12,-6.449178275737237,0.0,0.8634989434480667,320.0,0.30000000000000004
22,-5843.607937998297,-7303.649989178257,31000,0.004593769204802811,596,8.075006832826883,6,51.924993167173035,10.0,-0.06,-0.0,0.0,0.825993404686451,120.0,0.4
23,-10393.177747656422,-7246.643149580674,32000,0.0042616562568582594,899,25.404906882498832,12,34.59509311750117,0.0,-0.12,-10.897897763560547,0.0,0.833994071483612,260.0,0.6000000000000001
24,-2668.8412323805787,-7139.855230130737,33000,0.0039771959418430924,418,7.038818887885642,6,52.96118111211436,10.0,-0.06,-0.0,0.0,0.8403703355789185,160.0,0.30000000000000004
25,-11664.01305909694,-7293.036426544155,34000,0.0037143995286896825,793,22.268532145189713,12,37.731467854810354,0.0,-0.12,-11.932537486541296,0.0,0.8286712798476219,260.0,0.5
26,-5886.646983275045,-7558.137156150963,35000,0.003480070678051561,631,7.5564807228381,6,52.44351927716177,10.0,-0.06,-0.0,0.0,0.830311862230301,130.0,0.5
27,-9862.89816022328,-7457.029632567452,36000,0.003270335029810667,867,25.70021635731027,12,34.29978364268959,0.0,-0.12,-0.7601899409740875,0.0,0.8044103506207466,380.0,0.8
28,-3888.3793785769562,-7557.136796117864,37000,0.003067454556003213,495,7.215164777785284,6,52.784835222214745,0.0,-0.06,-12.345368414779445,0.0,0.802430408000946,130.0,0.1
29,-10637.535802347114,-7560.51446841195,38000,0.0028607348795048892,873,25.69458161944324,12,34.3054183805567,0.0,-0.12,-7.1244496696861015,0.0,0.8281537052989006,300.0,0.1
30,-4953.854315903482,-7541.499666471398,39000,0.0026847233530133963,561,8.238914612862189,6,51.761085387137825,0.0,-0.06,-5.110329823393132,0.0,0.8133106210827827,160.0,0.9
31,-9953.895944936083,-7575.285056239421,40000,0.0025344223249703646,878,26.44696583109177,12,33.55303416890815,0.0,-0.12,-0.18898367278793238,0.0,0.7992121237516403,380.0,0.8
32,-7944.550878338372,-7785.379350273428,41000,0.0023676948621869087,726,8.492768667762158,6,51.50723133223781,10.0,-0.06,-0.0,0.0,0.7862396824359894,200.0,0.1
33,-11078.577770865888,-7853.919352594373,42000,0.0022743954905308783,848,24.64457109382551,12,35.355428906174375,10.0,-0.12,-0.0,0.0,0.8064502364397049,340.0,1.0
34,-5884.294249415865,-8175.464654297903,43000,0.002129074768163264,684,7.969508502787571,6,52.03049149721247,0.0,-0.06,-4.241486513199559,0.0,0.7838489070534707,180.0,0.5
35,-10938.196286786266,-8102.882977066835,44000,0.0020048184087499976,890,25.363385305817392,12,34.63661469418242,0.0,-0.12,-0.5038714024318658,0.0,0.7953153750300408,360.0,1.0
36,-5792.434508734316,-8093.46172961276,45000,0.001894524524686858,674,8.270486557730468,6,51.729513442269585,0.0,-0.06,-6.716431277425641,0.0,0.7927029377222061,140.0,0.9
37,-10782.373039095364,-8185.4092174999705,46000,0.0017758876783773303,845,24.528670568572643,12,35.47132943142739,1.8950936338059332,-0.12,-0.0,0.0,0.8086147305369377,400.0,0.9
38,-7926.375694268043,-8589.208849069078,47000,0.0016900899063330144,695,8.26881327300088,6,51.73118672699911,10.0,-0.06,-0.0,0.0,0.7889918923377991,120.0,0.8
39,-9765.712731241492,-8502.026541958518,48000,0.0016156265628524125,847,25.200078984433212,12,34.79992101556668,0.3131741160496564,-0.12,-0.0,0.0,0.7803819316625595,380.0,0.4
40,-2179.241643704371,-8224.565274738607,49000,0.0015280371299013495,446,7.426971328016733,6,52.57302867198331,10.0,-0.06,-0.0,0.0,0.8064374625682831,140.0,0.5
