episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,3997.154887236248,3997.154887236248,0.999000499833375,1000,,,,,,,,,0.11057637985795736
1,3702.4839818960677,3849.8194345661577,0.9980019986673331,2000,,,,,,,,,0.30658979777246714
2,4300.4552538327625,4000.0313743216925,0.997004495503373,3000,,,,,,,,,0.8067794507741928
3,4357.2279172956305,4089.330510065177,0.9960079893439915,4000,,,,,,,,,1.47341395765543
4,4156.019015359186,4102.668211123979,0.9950124791926823,5000,,,,,,,,,2.030030605643988
5,3854.8484559441663,4061.3649185940103,0.9940179640539353,6000,,,,,,,,,2.7307569421082736
6,3882.3637652284983,4035.79332525608,0.9930244429332351,7000,,,,,,,,,3.690497043058276
7,3964.4651952952217,4026.8773090109726,0.9920319148370607,8000,,,,,,,,,3.8105381573736667
8,3783.509617337887,3999.836454380629,0.9910403787728838,9000,,,,,,,,,4.731150786876679
9,4010.0658904791585,4000.859397990482,0.9900498337491682,10000,,,,,,,,,6.145997580438852
10,4400.886300710274,4041.232539337885,0.9890602787753688,11000,,,,,,,,,6.164486741274596
11,3966.1182981384377,4067.5959709621225,0.9880717128619307,12000,,,,,,,,,7.140271453410387
12,4344.170492665757,4071.9674948454217,0.9870841350202878,13000,,,,,,,,,7.326317311823368
13,4314.883113621978,4067.733014478056,0.9860975442628621,14000,,,,,,,,,7.140742140263319
14,4441.746559147876,4096.305768856925,0.9851119396030629,15000,,,,,,,,,7.3138810870051385
15,3754.3099861554224,4086.251921878051,0.9841273200552854,16000,,,,,,,,,8.345384097099304
16,4441.216269875103,4142.137172342712,0.9831436846349099,17000,,,,,,,,,9.50435477256775
17,4143.532239314669,4160.043876744657,0.982161032358301,18000,,,,,,,,,9.493347483873368
18,4570.8922094742975,4238.782135958298,0.9811793622428063,19000,,,,,,,,,8.51132334381342
19,4021.6016261794844,4239.93570952833,0.9801986733067557,20000,,,,,,,,,11.532762787342072
