episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,3843.6733606692887,3843.6733606692887,1000,0.06093749962747097,119,4.347078924151364,6,55.65292107584874,6.152929957278344,-0.06,-0.0,0.0,0.0,200.0,1.0
1,-2777.3056809659665,533.1838398516611,2000,0.060125057585537434,582,17.45601195058925,9,42.54398804941086,2.7276329634649956,-0.09,-0.0,0.0,1.9274790519475937,340.0,0.8
2,-1705.3710844555503,-213.00113491740936,3000,0.05785765498876572,571,6.351557858490917,6,53.6484421415091,4.7671170147183215,-0.06,-0.0,0.0,1.7308288830518723,160.0,0.7000000000000001
3,-3841.1856288117083,-1120.047258390984,4000,0.05603713262826204,722,18.59634422432708,11,41.40365577567301,1.2307019561548849,-0.11,-0.0,0.0,1.457296634912491,280.0,0.9
4,3849.8442019327495,-126.06896632623739,5000,0.05457039084285498,128,3.988260213688181,6,56.01173978631184,6.282378139880464,-0.06,-0.0,0.0,1.288996000289917,200.0,1.0
5,-2460.8417666944665,-515.1977663876089,6000,0.05330677889287472,595,18.24320346653606,12,41.756796533464055,0.7904178785746696,-0.12,-0.0,0.0,1.161511670947075,380.0,0.9
6,4585.291366080691,213.44353825071963,7000,0.052176708355546,91,3.8408028319348997,6,56.15919716806507,6.16833124319699,-0.06,-0.0,0.0,0.9825426787137985,200.0,1.0
7,-1419.8043257450604,9.287555251247113,8000,0.05118399206548929,505,17.008113613836834,12,42.991886386163195,2.1850245156543444,-0.12,-0.0,0.0,0.8938484998047351,400.0,1.0
8,4920.731054622433,555.0034996258232,9000,0.05035365466028452,73,3.8171091871407397,6,56.182890812859206,6.3342408603224545,-0.06,-0.0,0.0,0.8321781045198441,200.0,1.0
9,-2611.303240077447,238.37282565549626,10000,0.04964452423155308,614,18.58601285602441,12,41.41398714397568,0.0,-0.12,-2.1715377470294106,0.0,0.7838258600234985,320.0,0.5
10,5484.168203433905,402.42230993195795,11000,0.04903841856867075,35,3.5629841213515503,6,56.43701587864843,5.961913135187265,-0.06,-0.0,0.0,0.7578815361857414,200.0,1.0
11,-802.0361350293149,599.949264525623,12000,0.048492247238755226,449,16.445935129783628,12,43.554064870216386,0.3628353236508619,-0.12,-0.0,0.0,0.7632584774494171,400.0,0.9
12,5579.088200941934,1328.3951930653716,13000,0.048004730604588985,28,3.527158476720477,6,56.472841523279605,6.774782330360863,-0.06,-0.0,0.0,0.7050198101997376,200.0,1.0
13,191.3065350135823,1731.6444094479007,14000,0.0475957952439785,381,16.474124371778032,12,43.52587562822203,2.555722310546491,-0.12,-0.0,0.0,0.6550318220257759,400.0,0.8
