episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,4782.6274803861525,4782.6274803861525,1000,0.06935121864080429,187,4.972128924151365,6,55.027871075848765,7.771050970094255,-0.06,-0.0,0.0,0.0
1,5345.425226032316,5064.026353209234,2000,0.06841753423213959,183,4.971384746621399,6,55.02861525337861,7.770079401791515,-0.06,-0.0,0.0,2.225528038740158
2,613.0208417069015,3580.357849375123,3000,0.06583180744200945,398,10.250807858490926,2,49.74919214150911,3.7110207527148686,-0.02,-0.0,0.0,1.4075504302978517
3,5249.8141537162255,3997.721925460399,4000,0.06400266382843256,190,5.380199680935204,3,54.61980031906481,7.76625678824356,-0.03,-0.0,0.0,0.8166432011127472
4,5844.151945703032,4367.007929508925,5000,0.06291591841727495,187,4.966560213688177,3,55.033439786311824,7.771705934761377,-0.03,-0.0,0.0,0.4116308085620403
