episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,27605.799080189216,27605.799080189216,0.99981,243,,,,,,,,
1,27578.89092853807,27592.34500436364,0.99962,243,,,,,,,,
2,27624.275669683007,27602.988559470094,0.99943,243,,,,,,,,
3,27589.019479431336,27599.496289460403,0.99924,243,,,,,,,,
4,27572.01379843446,27593.999791255213,0.99905,243,,,,,,,,
5,27529.97212847066,27583.328514124456,0.99886,243,,,,,,,,
6,27539.859953817915,27577.11871979495,0.99867,243,,,,,,,,
7,27588.34191934169,27578.521619738294,0.99848,243,,,,,,,,
8,27625.42191455421,27583.732763606728,0.99829,243,,,,,,,,
9,27567.91652573434,27582.15113981949,0.9981,243,,,,,,,,
10,27615.394258710967,27583.110657671663,0.99791,243,,,,,,,,
11,27587.606688594875,27583.982233677343,0.99772,243,,,,,,,,
12,27568.4774230076,27578.402409009803,0.99753,243,,,,,,,,
13,27602.42426874118,27579.74288794079,0.99734,243,,,,,,,,
14,27614.5812310687,27583.999631204213,0.99715,243,,,,,,,,
15,27600.316788017353,27591.03409715888,0.99696,243,,,,,,,,
16,27605.935199445907,27597.641621721683,0.99677,243,,,,,,,,
17,27584.051506690277,27597.212580456544,0.99658,243,,,,,,,,
18,27598.864870528287,27594.556876053946,0.99639,243,,,,,,,,
19,27562.279851324376,27593.993208612956,0.9962,243,,,,,,,,
20,27582.362417981825,27590.69002454004,0.99601,243,,,,,,,,
21,27557.27221759536,27587.656577440084,0.99582,243,,,,,,,,
22,27555.46948751525,27586.355783890853,0.99563,243,,,,,,,,
23,27533.629661413335,27579.476323158065,0.99544,243,,,,,,,,
24,27573.04296564664,27575.322496615863,0.99525,243,,,,,,,,
25,27618.437525691974,27577.13457038332,0.9950600000000001,243,,,,,,,,
26,27575.708438719434,27574.111894310678,0.99487,243,,,,,,,,
27,27544.025599687582,27570.109303610407,0.99468,243,,,,,,,,
28,27604.624288689884,27570.685245426568,0.99449,243,,,,,,,,
29,27546.05600555767,27569.06286084989,0.9943,243,,,,,,,,
30,27537.49374317093,27564.57599336881,0.99411,243,,,,,,,,
31,27600.436725126652,27568.89244412193,0.99392,243,,,,,,,,
32,27601.38888515886,27573.484383886294,0.99373,243,,,,,,,,
33,27602.52718460442,27580.374136205406,0.99354,243,,,,,,,,
34,27586.377912267235,27581.707630867466,0.99335,243,,,,,,,,
35,27583.70818904761,27578.234697203025,0.99316,243,,,,,,,,
36,27594.527757450804,27580.11662907617,0.99297,243,,,,,,,,
37,27587.67889985801,27584.481959093206,0.99278,243,,,,,,,,
38,27566.41701542773,27580.66123176699,0.99259,243,,,,,,,,
39,27609.977538684343,27587.053385079656,0.9924,243,,,,,,,,
40,27569.604258705032,27590.26443663307,0.99221,243,,,,,,,,
41,27620.01905170523,27592.22266929093,0.99202,243,,,,,,,,
42,27562.754713367955,27588.359252111833,0.99183,243,,,,,,,,
43,27596.532689234245,27587.759802574823,0.99164,243,,,,,,,,
44,27619.495645845756,27591.07157593267,0.99145,243,,,,,,,,
45,27588.09866413095,27591.510623441,0.99126,243,,,,,,,,
46,27615.23129659537,27593.58097735546,0.99107,243,,,,,,,,
47,27593.302018089784,27594.14328917864,0.99088,243,,,,,,,,
48,27628.500001889828,27600.35158782485,0.99069,243,,,,,,,,
49,27574.15424281257,27596.769258237677,0.9905,243,,,,,,,,
50,27615.8303987467,27601.39187224184,0.99031,243,,,,,,,,
51,27588.885309199468,27598.27849799126,0.99012,243,,,,,,,,
52,27594.658559884007,27601.46888264287,0.98993,243,,,,,,,,
53,27559.312062658148,27597.746819985256,0.98974,243,,,,,,,,
54,27585.162628823145,27594.313518282994,0.98955,243,,,,,,,,
55,27591.049239447042,27594.608575814607,0.98936,243,,,,,,,,
56,27597.781534162168,27592.863599571283,0.98917,243,,,,,,,,
57,27600.67826751802,27593.60122451411,0.98898,243,,,,,,,,
58,27550.84642183062,27585.83586650819,0.98879,243,,,,,,,,
59,27585.627184007764,27586.983160627708,0.9886,243,,,,,,,,
60,27568.902299625068,27582.290350715542,0.98841,243,,,,,,,,
61,27599.055872772933,27583.30740707289,0.98822,243,,,,,,,,
62,27586.376201876763,27582.47917127217,0.98803,243,,,,,,,,
63,27592.06764944363,27585.754729950713,0.98784,243,,,,,,,,
64,27600.821507190256,27587.320617787424,0.98765,243,,,,,,,,
65,27521.55492162591,27580.37118600531,0.98746,243,,,,,,,,
66,27540.244331947324,27574.61746578383,0.98727,243,,,,,,,,
67,27590.160035952653,27573.565642627294,0.98708,243,,,,,,,,
68,27603.989813272263,27578.87998177146,0.98689,243,,,,,,,,
69,27529.96128590863,27573.313391961543,0.9867,243,,,,,,,,
70,27621.178243096743,27578.54098630871,0.98651,243,,,,,,,,
71,27545.33488054956,27573.168887086376,0.98632,243,,,,,,,,
