episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,-4517.756751643205,-4517.756751643205,0.99981,243,8,45.954386579143225,6,14.045613420856892,7.7671932992361565,-0.30000000000000004,-0.0,0.0
1,-4644.77938846268,-4581.268070052942,0.99962,243,7,45.95156083980329,6,14.048439160196557,7.76671295493275,-0.30000000000000004,-0.0,-2.0
2,-4585.497964123182,-4582.678034743022,0.99943,243,10,45.95781214205314,6,14.04218785794676,7.768300174762956,-0.30000000000000004,-0.0,0.0
3,-4644.252235539814,-4598.0715849422195,0.99924,243,8,45.95197240252865,6,14.048027597471245,7.771644757288735,-0.30000000000000004,-0.0,0.0
4,-4767.007773689902,-4631.858822691756,0.99905,243,11,45.93647962106737,6,14.063520378932617,7.780531216441778,-0.30000000000000004,-0.0,0.0
5,-4754.937496655307,-4652.371935019015,0.99886,243,8,45.94827988167615,6,14.051720118324004,7.761989263935421,-0.30000000000000004,-0.0,-2.0
6,-4773.062880571743,-4669.613498669404,0.99867,243,7,45.95111084969072,6,14.048889150309293,7.767334755700478,-0.30000000000000004,-0.0,0.0
7,-4800.2415306736975,-4685.942002669941,0.99848,243,7,45.956175110067626,6,14.043824889932258,7.767742710476061,-0.30000000000000004,-0.0,-2.0
8,-4358.135707018192,-4649.519080930858,0.99829,243,5,45.94831632863627,6,14.051683671363527,7.758956569652572,-0.30000000000000004,-0.0,-2.0
9,-4736.365028392291,-4658.203675677001,0.9981,243,6,45.95315858904335,6,14.046841410956624,7.759800276383427,-0.30000000000000004,-0.0,-2.0
10,-4754.285082039261,-4681.856508716608,0.99791,243,10,45.93872189125451,6,14.06127810874537,7.768245582124962,-0.30000000000000004,-0.0,-2.0
11,-4802.369569897976,-4697.615526860137,0.99772,243,12,45.94228015173023,6,14.057719848269905,7.76090715222315,-0.30000000000000004,-0.0,-2.0
12,-4594.670344892025,-4698.532764937021,0.99753,243,5,45.9493533704662,6,14.050646629533686,7.76560371458492,-0.30000000000000004,-0.0,0.0
13,-4678.429099387864,-4701.950451321825,0.99734,243,7,45.9511076311349,6,14.048892368864962,7.761000138035938,-0.30000000000000004,-0.0,0.0
14,-4675.321190468233,-4692.781792999659,0.99715,243,3,45.94050293327304,6,14.059497066726806,7.766710590268183,-0.30000000000000004,-0.0,0.0
15,-4893.561137197809,-4706.644157053908,0.99696,243,13,45.91880319368445,6,14.081196806315532,7.762205417207784,-0.30000000000000004,-0.0,-2.0
16,-4674.234958117303,-4696.761364808465,0.99677,243,4,45.94211841230022,6,14.057881587699677,7.769786279172352,-0.30000000000000004,-0.0,0.0
17,-4660.670045473646,-4682.804216288459,0.99658,243,6,45.95928267274161,6,14.040717327258365,7.774814992592427,-0.30000000000000004,-0.0,-2.0
18,-4644.343976412439,-4711.425043227885,0.99639,243,8,45.95243397495685,6,14.047566025042828,7.776858560568991,-0.30000000000000004,-0.0,0.0
