episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,9197.120417461763,9197.120417461763,0.999000499833375,1000,,,,,,,,,0.08828938714461401
1,9229.522103616408,9213.321260539085,0.9980019986673331,2000,,,,,,,,,0.43345943093998357
2,9203.666732117093,9210.10308439842,0.997004495503373,3000,,,,,,,,,0.9485908994753846
3,9229.960503036347,9215.067439057902,0.9960079893439915,4000,,,,,,,,,1.6292624974576757
4,9159.505614851414,9203.955074216605,0.9950124791926823,5000,,,,,,,,,2.140050232037902
5,9209.556622244583,9204.888665554601,0.9940179640539353,6000,,,,,,,,,3.1307963286340237
6,9196.314111052747,9203.663729197195,0.9930244429332351,7000,,,,,,,,,3.8240017876029015
7,9214.859156473123,9205.063157606684,0.9920319148370607,8000,,,,,,,,,4.485496616829186
8,9181.292996010157,9202.422028540404,0.9910403787728838,9000,,,,,,,,,5.612885147705674
9,9203.104394431142,9202.490265129478,0.9900498337491682,10000,,,,,,,,,5.077400977239012
10,9216.712535829556,9204.449476966258,0.9890602787753688,11000,,,,,,,,,6.984764994978905
11,9204.077655012994,9201.905032105915,0.9880717128619307,12000,,,,,,,,,6.3914909497089685
12,9190.262647959647,9200.56462369017,0.9870841350202878,13000,,,,,,,,,7.697336550513282
13,9216.605699965688,9199.229143383105,0.9860975442628621,14000,,,,,,,,,8.209135152027011
14,9203.915446769664,9203.670126574929,0.9851119396030629,15000,,,,,,,,,9.053101764395834
15,9222.83778063678,9204.998242414149,0.9841273200552854,16000,,,,,,,,,11.019951207861304
16,9132.859518139394,9198.652783122814,0.9831436846349099,17000,,,,,,,,,8.629778769612312
17,9223.353386710638,9199.502206146566,0.982161032358301,18000,,,,,,,,,9.145984025597572
18,9209.859483705031,9202.358854916052,0.9811793622428063,19000,,,,,,,,,10.740999699681998
19,9169.810817045136,9199.029497177453,0.9801986733067557,20000,,,,,,,,,11.012085457965732
20,9229.928226338952,9200.351066228392,0.97921896456946,21000,,,,,,,,,12.396567210406065
21,9174.874466317295,9197.430747358823,0.9782402350512105,22000,,,,,,,,,12.364233086109161
22,9150.872609181095,9193.491743480967,0.9772624837732775,23000,,,,,,,,,12.418046982586384
23,9188.417770020173,9190.672950486416,0.9762857097579097,24000,,,,,,,,,9.353749385178089
24,9210.149548593761,9191.296360668824,0.9753099120283332,25000,,,,,,,,,11.252312046326697
25,9215.650099802871,9190.577592585434,0.9743350896087498,26000,,,,,,,,,10.261664966940879
26,9170.893656530006,9194.381006424495,0.9733612415243373,27000,,,,,,,,,14.587359629645944
27,9217.00338668759,9193.746006422192,0.9723883668012475,28000,,,,,,,,,11.78435062855482
28,9222.874945586414,9195.04755261033,0.9714164644666055,29000,,,,,,,,,12.559153601676226
29,9147.792198142793,9192.845690720094,0.9704455335485088,30000,,,,,,,,,9.36831357806921
30,9166.65025977896,9186.517894064094,0.9694755730760266,31000,,,,,,,,,13.184320146739482
31,9217.065800795881,9190.737027511957,0.9685065820791983,32000,,,,,,,,,10.595263168513775
32,9229.304708426966,9198.580237436541,0.9675385595890327,33000,,,,,,,,,11.22393159352243
33,9223.083680643078,9202.046828498833,0.9665715046375073,34000,,,,,,,,,13.272397092729808
34,9177.685838884268,9198.800457527883,0.9656054162575671,35000,,,,,,,,,15.874228386878967
35,9053.035802000166,9182.539027747614,0.9646402934831237,36000,,,,,,,,,11.227027668356895
36,9197.00118470615,9185.149780565229,0.9636761353490542,37000,,,,,,,,,11.336348697245121
37,9186.86180615786,9182.135622512254,0.9627129408912003,38000,,,,,,,,,12.77105105176568
38,9217.045463521652,9181.552674305776,0.9617507091463675,39000,,,,,,,,,14.923615624755621
39,9236.24186354154,9190.397640845651,0.9607894391523241,40000,,,,,,,,,11.759024927392602
40,9236.23477559426,9197.356092427182,0.9598291299477998,41000,,,,,,,,,10.969126930683851
41,9209.814429921671,9196.63095533976,0.9588697805724854,42000,,,,,,,,,10.246069204509258
42,9216.614236539182,9195.361908150982,0.9579113900670315,43000,,,,,,,,,11.003505291193724
43,9215.699001814948,9194.62344026817,0.9569539574730476,44000,,,,,,,,,11.896808573752642
44,9223.480799047204,9199.202936284464,0.9559974818331008,45000,,,,,,,,,11.237714640200139
45,9229.747983894127,9216.874154473859,0.9550419621907156,46000,,,,,,,,,11.625214236676692
46,9194.249054643058,9216.59894146755,0.9540873975903721,47000,,,,,,,,,8.908253280818462
47,9188.777324539524,9216.790493305718,0.9531337870775057,48000,,,,,,,,,8.407469141185283
48,9229.588205869368,9218.044767540488,0.9521811296985059,49000,,,,,,,,,9.344099253714084
49,9210.309304942733,9215.451511680609,0.951229424500715,50000,,,,,,,,,9.609125222712755
