episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,6186.920670664149,6186.920670664149,1000,0.06935121864080429,49,3.832728924151361,6,56.167271075848724,6.792929957277918,-0.06,-0.0,0.0,0.0
1,6224.574239640263,6205.747455152206,2000,0.06864633690565825,44,3.827934746621404,6,56.17206525337861,6.8715420025595275,-0.06,-0.0,0.0,2.394137921333313
2,6374.49050194995,6261.995137418121,3000,0.06650919932872057,46,3.8144578584909192,3,56.18554214150907,6.774602230890685,-0.03,-0.0,0.0,1.6966215074062347
3,6384.525771464015,6292.627795929594,4000,0.06463052332401276,48,3.808349680935207,2,56.191650319064834,6.873214278005447,-0.02,-0.0,0.0,1.2823093962669372
4,6389.787493608425,6312.05973546536,5000,0.06313455663621426,48,3.8163602136881805,2,56.18363978631183,6.882378139880132,-0.02,-0.0,0.0,0.9544014585018158
