episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,4624.0371753998415,4624.0371753998415,0.99981,1458,50,3.840828924151361,6,56.15917107584872,6.792929957277918,-0.06,-0.0,0.0,200.0,0.3,BALANCED
1,3269.009487737965,3946.5233315689034,0.99962,1458,66,13.325011950589252,12,46.67498804941073,5.85878067831998,-0.12,-0.0,0.0,400.0,0.3,BALANCED
2,4559.830663889602,4150.959109009136,0.99943,1458,50,3.84415785849092,6,56.15584214150907,6.774602230890685,-0.06,-0.0,0.0,200.0,0.3,BALANCED
3,3248.07777165592,3925.2387746708323,0.99924,1458,71,13.391644224327033,12,46.60835577567304,5.689153366779861,-0.12,-0.0,0.0,400.0,0.3,BALANCED
4,4644.992579142337,4069.189535565133,0.99905,1458,47,3.8303102136881804,6,56.16968978631183,6.882378139880132,-0.06,-0.0,0.0,200.0,0.3,BALANCED
5,3343.1288322488767,3948.179418345757,0.99886,1458,66,13.314803466536041,12,46.68519653346399,5.397029137464978,-0.12,-0.0,0.0,400.0,0.3,BALANCED
6,4550.24360769339,4034.188588252561,0.99867,1458,49,3.832702831934898,6,56.1672971680651,6.826464952137692,-0.06,-0.0,0.0,200.0,0.3,BALANCED
7,3222.3096618348927,3932.703722450353,0.99848,1458,68,13.33971361383683,12,46.66028638616318,5.583914154489095,-0.12,-0.0,0.0,400.0,0.3,BALANCED
8,4591.535402748572,4005.9072424834885,0.99829,1458,48,3.829259187140739,6,56.170740812859215,6.914240860322169,-0.06,-0.0,0.0,200.0,0.3,BALANCED
9,3327.4612630940014,3938.06264454454,0.9981,1458,67,13.356112856024371,12,46.643887143975746,5.864789924771193,-0.12,-0.0,0.0,400.0,0.3,BALANCED
10,4483.497435113171,3924.008670515873,0.99791,1458,52,3.834334121351552,6,56.165665878648426,6.861913135186942,-0.06,-0.0,0.0,200.0,0.3,BALANCED
11,3281.482454192909,3925.255967161368,0.99772,1458,68,13.355785129783612,12,46.644214870216345,5.5851626133427335,-0.12,-0.0,0.0,400.0,0.3,BALANCED
12,4512.807293796114,3920.553630152018,0.99753,1458,48,3.8430584767204796,6,56.15694152327957,6.949689043371774,-0.06,-0.0,0.0,200.0,0.3,BALANCED
13,3202.4851983122303,3915.994372817649,0.99734,1458,69,13.374974371778034,12,46.62502562822212,5.893038383916116,-0.12,-0.0,0.0,400.0,0.3,BALANCED
14,4552.900955549216,3906.785210458337,0.99715,1458,48,3.8293054108797864,6,56.17069458912012,6.951361317789512,-0.06,-0.0,0.0,200.0,0.3,BALANCED
15,3361.2427645199095,3908.5966036854397,0.99696,1458,67,13.320556644957906,12,46.67944335504211,5.62341107237552,-0.12,-0.0,0.0,400.0,0.3,BALANCED
16,4534.141441133044,3906.9863870294066,0.99677,1458,49,3.8256097660856314,6,56.174390233914295,6.774137225974286,-0.06,-0.0,0.0,200.0,0.3,BALANCED
17,3401.7101988558416,3924.9264407315013,0.99658,1458,65,13.303475887317113,12,46.69652411268294,5.304286842658305,-0.12,-0.0,0.0,400.0,0.3,BALANCED
18,4615.627464712514,3927.335646927895,0.99639,1458,49,3.8292087004294793,6,56.17079129957041,6.755809500615236,-0.06,-0.0,0.0,200.0,0.3,BALANCED
19,3318.851600155205,3926.4746806340163,0.9962,1458,67,13.31889816109782,12,46.681101838902094,5.634659531520063,-0.12,-0.0,0.0,400.0,0.3,BALANCED
20,4621.8039462751685,3940.3053317502154,0.99601,1458,54,3.8298510556782395,6,56.1701489443218,6.843585408800066,-0.06,-0.0,0.0,200.0,0.3,BALANCED
21,3249.3725240820827,3937.094338739133,0.99582,1458,68,13.382457403199547,12,46.61754259680059,5.315535301802847,-0.12,-0.0,0.0,400.0,0.3,BALANCED
22,4557.600819232358,3941.573691282757,0.99563,1458,50,3.8358443060033487,6,56.16415569399663,6.848843145601503,-0.06,-0.0,0.0,200.0,0.3,BALANCED
23,3302.980413912563,3951.62321284279,0.99544,1458,66,13.296771803503047,12,46.70322819649689,5.7718956615862025,-0.12,-0.0,0.0,400.0,0.3,BALANCED
24,4534.8191208229155,3949.8150293701606,0.99525,1458,53,3.8671406612091896,6,56.13285933879082,7.005619054814513,-0.06,-0.0,0.0,200.0,0.3,BALANCED
25,3327.7437407977864,3946.4651269979486,0.9950600000000001,1458,66,13.325501045368718,12,46.67449895463116,5.47977143175723,-0.12,-0.0,0.0,400.0,0.3,BALANCED
26,4665.270649217736,3959.5780478064175,0.99487,1458,46,3.8418135954328774,6,56.158186404567175,6.953291328427591,-0.06,-0.0,0.0,200.0,0.3,BALANCED
27,3398.2387294471887,3959.2309008655525,0.99468,1458,72,13.407073319085036,12,46.59292668091495,6.310144120328671,-0.12,-0.0,0.0,400.0,0.3,BALANCED
28,4557.008737883481,3953.3690281826484,0.99449,1458,47,3.8311699506687678,6,56.168830049331206,6.741067237416718,-0.06,-0.0,0.0,200.0,0.3,BALANCED
29,3319.424726525956,3953.4263408197235,0.9943,1458,67,13.334192560843453,12,46.665807439156566,5.491019891013532,-0.12,-0.0,0.0,400.0,0.3,BALANCED
