episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,-71.27231726182714,-71.27231726182714,0.99981,1458,48,0.6855975293078579,0,59.314402470692166,0.0,-0.0,-2.563175954320669,0.0,200.0,0.3,BALANCED
1,-175.5319538793665,-123.40213557059683,0.99962,1458,60,1.8815012129843758,0,58.11849878701563,0.0,-0.0,-2.411923000120244,0.0,400.0,0.3,BALANCED
2,-123.10516075981013,-123.30314396700128,0.99943,1458,56,0.6723127537180484,2,59.32768724628194,5.577612839721251,-0.02,-0.0,0.0,190.0,0.285,AGGRESSIVE
3,-250.10444883704272,-155.00347018451163,0.99924,1458,60,1.8739937351649911,1,58.12600626483501,0.0,-0.01,-4.972875426242993,0.0,380.0,0.285,AGGRESSIVE
4,-177.0350993583388,-159.40979601927705,0.99905,1458,55,0.6534330805733073,3,59.346566919426685,5.682082188736294,-0.03,-0.0,0.0,180.0,0.26999999999999996,AGGRESSIVE
5,-339.8073489543131,-189.47605484178305,0.99886,1458,60,1.8651262277499954,2,58.13487377224999,0.0,-0.02,-5.88942202969001,0.0,360.0,0.26999999999999996,AGGRESSIVE
6,-229.7288139925597,-195.22644900617973,0.99867,1458,54,0.6375023049191251,3,59.36249769508088,5.896463199747737,-0.03,-0.0,0.0,170.0,0.25499999999999995,AGGRESSIVE
7,-444.7598361088831,-226.41812239401764,0.99848,1458,57,1.808298749887695,4,58.191701250112295,0.867361902865863,-0.04,-0.0,0.0,340.0,0.25499999999999995,AGGRESSIVE
8,-364.71497658766606,-241.78443952664526,0.99829,1458,51,0.6225466317958416,5,59.37745336820417,5.448293086962218,-0.05,-0.0,0.0,160.0,0.23999999999999994,AGGRESSIVE
9,-569.66927158784,-274.5729227327647,0.9981,1458,58,1.7905212427087336,5,58.20947875729126,1.8869483479056248,-0.05,-0.0,0.0,320.0,0.23999999999999994,AGGRESSIVE
