episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,4626.922389492303,4626.922389492303,0.99981,1458,55,3.865128924151361,6,56.134871075848714,6.792929957277918,-0.06,-0.0,0.0,200.0,0.3,BALANCED
1,3401.240036402561,4014.0812129474325,0.99962,1458,65,13.304311950589252,12,46.69568804941073,5.85878067831998,-0.12,-0.0,0.0,400.0,0.3,BALANCED
2,4585.361243632679,4204.507889842515,0.99943,1458,47,3.83200785849092,6,56.16799214150907,6.774602230890685,-0.06,-0.0,0.0,200.0,0.3,BALANCED
3,3341.836857710882,3988.8401318096066,0.99924,1458,65,13.302094224327035,12,46.697905775673036,5.689153366779861,-0.12,-0.0,0.0,400.0,0.3,BALANCED
4,4486.651186655905,4088.402342778866,0.99905,1458,51,3.846510213688181,6,56.15348978631183,6.882378139880132,-0.06,-0.0,0.0,200.0,0.3,BALANCED
5,3276.7843267730773,3953.1326734445684,0.99886,1458,72,13.36880346653604,12,46.631196533463985,5.397029137464978,-0.12,-0.0,0.0,400.0,0.3,BALANCED
6,4567.889405555128,4040.955063746077,0.99867,1458,48,3.8246028319348984,6,56.175397168065096,6.826464952137692,-0.06,-0.0,0.0,200.0,0.3,BALANCED
7,3262.29803808056,3943.6229355378873,0.99848,1458,69,13.386513613836827,12,46.61348638616318,5.583914154489095,-0.12,-0.0,0.0,400.0,0.3,BALANCED
8,4593.717121984053,4015.8556229207948,0.99829,1458,51,3.8454591871407393,6,56.15454081285922,6.914240860322169,-0.06,-0.0,0.0,200.0,0.3,BALANCED
9,3363.9316827022076,3950.663228898936,0.9981,1458,66,13.328662856024371,12,46.671337143975755,5.864789924771193,-0.12,-0.0,0.0,400.0,0.3,BALANCED
10,4562.141152048102,3944.1851051545154,0.99791,1458,50,3.826234121351552,6,56.173765878648425,6.861913135186942,-0.06,-0.0,0.0,200.0,0.3,BALANCED
11,3355.167064771611,3939.5778079914207,0.99772,1458,64,13.303135129783612,12,46.69686487021634,5.5851626133427335,-0.12,-0.0,0.0,400.0,0.3,BALANCED
12,4533.379116666981,3934.379595294851,0.99753,1458,46,3.834958476720479,6,56.16504152327957,6.949689043371774,-0.06,-0.0,0.0,200.0,0.3,BALANCED
13,3392.2633513887486,3939.4222446626372,0.99734,1458,66,13.293974371778033,12,46.70602562822213,5.893038383916116,-0.12,-0.0,0.0,400.0,0.3,BALANCED
14,4593.761704098689,3950.133296406916,0.99715,1458,51,3.8414554108797856,6,56.15854458912012,6.951361317789512,-0.06,-0.0,0.0,200.0,0.3,BALANCED
15,3352.3180008366317,3957.6866638132715,0.99696,1458,65,13.312456644957907,12,46.68754335504211,5.62341107237552,-0.12,-0.0,0.0,400.0,0.3,BALANCED
16,4540.770695846589,3954.974792842417,0.99677,1458,55,3.8499097660856325,6,56.1500902339143,6.774137225974286,-0.06,-0.0,0.0,200.0,0.3,BALANCED
17,3232.3966992259343,3951.9846589569547,0.99658,1458,71,13.414175887317107,12,46.58582411268296,5.304286842658305,-0.12,-0.0,0.0,400.0,0.3,BALANCED
18,4559.900671532567,3948.603013911806,0.99639,1458,53,3.8454087004294797,6,56.154591299570406,6.755809500615236,-0.06,-0.0,0.0,200.0,0.3,BALANCED
19,3305.550454921795,3942.764891133765,0.9962,1458,63,13.292798161097823,12,46.7072018389021,5.634659531520063,-0.12,-0.0,0.0,400.0,0.3,BALANCED
20,4588.446871938772,3945.395463122832,0.99601,1458,54,3.8339010556782394,6,56.1660989443218,6.843585408800066,-0.06,-0.0,0.0,200.0,0.3,BALANCED
21,3283.8579060657576,3938.2645472522463,0.99582,1458,69,13.406757403199547,12,46.59324259680058,5.315535301802847,-0.12,-0.0,0.0,400.0,0.3,BALANCED
22,4580.340251084212,3942.9606606939697,0.99563,1458,50,3.8358443060033487,6,56.16415569399663,6.848843145601503,-0.06,-0.0,0.0,200.0,0.3,BALANCED
23,3319.8570408981645,3935.720029644911,0.99544,1458,65,13.292721803503046,12,46.70727819649689,5.7718956615862025,-0.12,-0.0,0.0,400.0,0.3,BALANCED
24,4542.891640299761,3930.633023265018,0.99525,1458,55,3.8711906612091895,6,56.12880933879082,7.005619054814513,-0.06,-0.0,0.0,200.0,0.3,BALANCED
25,3165.6201767840707,3911.963240859762,0.9950600000000001,1458,70,13.391651045368716,12,46.60834895463116,5.47977143175723,-0.12,-0.0,0.0,400.0,0.3,BALANCED
26,4579.610728571547,3915.847244132258,0.99487,1458,45,3.837763595432877,6,56.16223640456718,6.953291328427591,-0.06,-0.0,0.0,200.0,0.3,BALANCED
27,3375.648163256208,3930.1723905352856,0.99468,1458,69,13.386823319085035,12,46.613176680914954,6.310144120328671,-0.12,-0.0,0.0,400.0,0.3,BALANCED
28,4694.752101000516,3943.65753348208,0.99449,1458,47,3.8311699506687678,6,56.168830049331206,6.741067237416718,-0.06,-0.0,0.0,200.0,0.3,BALANCED
29,3224.986813915374,3935.6011693814385,0.9943,1458,70,13.39674256084345,12,46.60325743915656,5.491019891013532,-0.12,-0.0,0.0,400.0,0.3,BALANCED
