episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-11812.012108753914,-11812.012108753914,3000,0.052112430334091187,2836,34.371473133473664,0,25.62852686652646,0.0,-0.0,-1.9352121812995016,0.0,2.1860067862272263
1,-2228.3725300114265,-7020.19231938267,6000,0.048338472843170166,183,45.16623916781816,6,14.833760832181902,7.768832014719424,-0.30000000000000004,-0.0,0.0,1.0641295978426932
2,-5017.958649587478,-6352.7810961176065,9000,0.04615003801882267,192,40.40130133874269,2,19.598698661257263,3.776857537344026,-0.1,-0.0,0.0,1.084682475924492
3,-4934.974306412837,-5998.329398691414,12000,0.0445710476487875,190,40.39043137266234,2,19.609568627337744,3.7271908493978287,-0.1,-0.0,0.0,1.0298805469274521
4,-4983.499712285561,-5795.363461410243,15000,0.043484726920723915,194,40.39848527023819,2,19.601514729761828,4.285310398187502,-0.1,-0.0,0.0,1.0321003848314285
