episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-4840.788612085219,-4840.788612085219,0.999000499833375,3000,12,45.94903657914322,6,14.050963420856878,7.7671932992361565,-0.30000000000000004,-0.0,0.0,0.14756340488791467
1,-4618.76936768924,-4729.77898988723,0.9980019986673331,6000,7,45.95896083980329,6,14.041039160196569,7.76671295493275,-0.30000000000000004,-0.0,0.0,0.24690234668552877
2,-4675.580297742337,-4711.712759172266,0.997004495503373,9000,5,45.96306214205315,6,14.036937857946768,7.768300174762956,-0.30000000000000004,-0.0,-2.0,0.2566335517168045
3,-4591.99463211732,-4681.7832274085295,0.9960079893439915,12000,4,45.961372402528646,6,14.038627597471239,7.771644757288735,-0.30000000000000004,-0.0,-2.0,0.26431314438581466
4,-4523.778851536874,-4650.182352234198,0.9950124791926823,15000,6,45.924979621067365,6,14.075020378932605,7.780531216441778,-0.30000000000000004,-0.0,-2.0,0.2829697123914957
5,-4604.357596199351,-4642.544892895057,0.9940179640539353,18000,6,45.95402988167615,6,14.045970118323995,7.761989263935421,-0.30000000000000004,-0.0,-2.0,0.28773461043834686
6,-4860.634299588267,-4673.700522422659,0.9930244429332351,21000,9,45.93456084969072,6,14.0654391503093,7.767334755700478,-0.30000000000000004,-0.0,-2.0,0.28074475944042204
7,-4648.192585239285,-4670.512030274736,0.9920319148370607,24000,8,45.95527511006763,6,14.044724889932267,7.767742710476061,-0.30000000000000004,-0.0,-2.0,0.25900564562529327
8,-4817.311227697592,-4686.823052210609,0.9910403787728838,27000,11,45.933316328636266,6,14.06668367136356,7.758956569652572,-0.30000000000000004,-0.0,0.0,0.2647570886090398
9,-4745.63101329842,-4692.70384831939,0.9900498337491682,30000,6,45.93950858904335,6,14.060491410956624,7.759800276383427,-0.30000000000000004,-0.0,0.0,0.24114469196647406
10,-4761.0968999486595,-4684.734677105735,0.9890602787753688,33000,7,45.93677189125451,6,14.063228108745363,7.768245582124962,-0.30000000000000004,-0.0,0.0,0.25540124710649253
11,-4764.066212982503,-4699.26436163506,0.9880717128619307,36000,13,45.942130151730225,6,14.057869848269924,7.76090715222315,-0.30000000000000004,-0.0,-2.0,0.21927838198840618
12,-4344.3159043858295,-4666.13792229941,0.9870841350202878,39000,4,45.94730337046619,6,14.052696629533655,7.76560371458492,-0.30000000000000004,-0.0,0.0,0.2210724053159356
13,-4631.9671703155345,-4670.135176119232,0.9860975442628621,42000,9,45.9464076311349,6,14.053592368864948,7.761000138035938,-0.30000000000000004,-0.0,-2.0,0.20863756529986857
14,-4657.897218068612,-4683.547012772406,0.9851119396030629,45000,7,45.94125293327304,6,14.05874706672681,7.766710590268183,-0.30000000000000004,-0.0,-2.0,0.21236110776662825
15,-4711.412090964335,-4694.2524622489045,0.9841273200552854,48000,7,45.95030319368444,6,14.049696806315517,7.762205417207784,-0.30000000000000004,-0.0,-2.0,0.19337694238871336
16,-4515.893812760583,-4659.778413566135,0.9831436846349099,50000,3,45.95076841230023,6,14.049231587699687,7.769786279172352,-0.30000000000000004,-0.0,-2.0,0.1797746466100216
17,-4359.567336105271,-4630.915888652735,0.982161032358301,50000,7,45.94428267274161,6,14.055717327258376,7.774814992592427,-0.30000000000000004,-0.0,-2.0,0.17484043224714696
18,-4695.0607311118465,-4618.690838994158,0.9811793622428063,50000,8,45.93438397495684,6,14.065616025042813,7.776858560568991,-0.30000000000000004,-0.0,-2.0,0.16190104696899651
19,-4711.82734815264,-4615.310472479582,0.9801986733067557,50000,4,45.93327823529529,6,14.066721764704527,7.761993285173907,-0.30000000000000004,-0.0,0.0,0.17035777248442174
20,-4722.554257881802,-4611.456208272895,0.97921896456946,50000,7,45.93856145406148,6,14.061438545938552,7.773177384480947,-0.30000000000000004,-0.0,0.0,0.17122305057942866
21,-4682.545248025122,-4603.304111777159,0.9782402350512105,50000,13,45.93748571452859,6,14.062514285471474,7.756849351190845,-0.30000000000000004,-0.0,-2.0,0.1663262989372015
22,-4572.208659781532,-4626.093387316729,0.9772624837732775,50000,6,45.9507313508117,6,14.04926864918844,7.759612129533259,-0.30000000000000004,-0.0,0.0,0.16863772178068756
23,-4613.285777289284,-4624.225248014102,0.9762857097579097,50000,6,45.951759611154344,6,14.048240388845576,7.780220962275026,-0.30000000000000004,-0.0,0.0,0.14197913778945803
24,-4543.739177474716,-4612.809443954713,0.9753099120283332,50000,11,45.934684829903176,6,14.065315170096826,7.754468195706661,-0.30000000000000004,-0.0,0.0,0.14155371867120267
25,-4367.777995316821,-4578.446034389962,0.9743350896087498,50000,12,45.9391850903017,6,14.06081490969813,7.775940162823361,-0.30000000000000004,-0.0,0.0,0.1333297597244382
26,-4703.240996832249,-4597.180752797128,0.9733612415243373,50000,13,45.91831239256417,6,14.081687607435748,7.759399998062646,-0.30000000000000004,-0.0,0.0,0.1322244156897068
27,-4665.6656061384565,-4627.790579800447,0.9723883668012475,50000,11,45.94069665285103,6,14.05930334714884,7.756235816831516,-0.30000000000000004,-0.0,-2.0,0.13792680685408412
28,-4895.515003667153,-4647.8360070559775,0.9714164644666055,50000,23,45.9496898716945,6,14.050310128305433,7.757658718298637,-0.30000000000000004,-0.0,0.0,0.13529157597571612
29,-4613.103182477397,-4637.9635904884535,0.9704455335485088,50000,8,45.94914213220895,6,14.050857867791356,7.773478389834904,-0.30000000000000004,-0.0,0.0,0.1137788686901331
30,-4728.063637898418,-4638.514528490115,0.9694755730760266,50000,11,45.959839434394105,6,14.040160565605852,7.758765593825436,-0.30000000000000004,-0.0,-2.0,0.12307430150918662
31,-4750.382665027357,-4645.298270190338,0.9685065820791983,50000,8,45.953363694908475,6,14.046636305091758,7.776800073705752,-0.30000000000000004,-0.0,0.0,0.12160924470052123
32,-4756.733371152294,-4663.750741327415,0.9675385595890327,50000,7,45.94719491339981,6,14.05280508660031,7.764543931482443,-0.30000000000000004,-0.0,0.0,0.10932864775881171
33,-4893.613215522623,-4691.783485150749,0.9665715046375073,50000,7,45.94006317388394,6,14.059936826115935,7.786015898755605,-0.30000000000000004,-0.0,-2.0,0.10318384610116482
34,-4674.021981247365,-4704.811765528013,0.9656054162575671,50000,5,45.959898476198155,6,14.040101523801816,7.7694757339948906,-0.30000000000000004,-0.0,0.0,0.09264495134353638
35,-4543.602382661956,-4722.394204262527,0.9646402934831237,50000,8,45.961308736815276,6,14.038691263184571,7.756565525224768,-0.30000000000000004,-0.0,0.0,0.09530463476665318
36,-4540.826620490571,-4706.15276662836,0.9636761353490542,50000,7,45.95212395506643,6,14.047876044933552,7.7643317994485646,-0.30000000000000004,-0.0,-2.0,0.10269969370216131
37,-4693.023937240936,-4708.888599738608,0.9627129408912003,50000,6,45.94712821573952,6,14.052871784260423,7.764569031463666,-0.30000000000000004,-0.0,0.0,0.08745384091511368
38,-4375.36835607856,-4656.873934979748,0.9617507091463675,50000,6,45.94487918397306,6,14.055120816026816,7.764032831911985,-0.30000000000000004,-0.0,-2.0,0.10032021647319198
39,-4686.476296871412,-4664.21124641915,0.9607894391523241,50000,7,45.95657544426417,6,14.043424555735687,7.76187257128563,-0.30000000000000004,-0.0,0.0,0.09395739890635013
40,-4559.611729005125,-4647.36605552982,0.9598291299477998,50000,8,45.95219666293998,6,14.047803337059806,7.770775404352108,-0.30000000000000004,-0.0,-2.0,0.09275565956253558
41,-4705.668182358411,-4642.894607262926,0.9588697805724854,50000,11,45.94685292327859,6,14.053147076721475,7.7662886907085324,-0.30000000000000004,-0.0,0.0,0.0959015442756936
42,-4607.41772611501,-4627.9630427591965,0.9579113900670315,50000,8,45.94563222569135,6,14.05436777430878,7.757176008767397,-0.30000000000000004,-0.0,-2.0,0.09363022716715932
43,-4631.66418304803,-4601.768139511738,0.9569539574730476,50000,9,45.92989448597801,6,14.070105514021847,7.771220493220979,-0.30000000000000004,-0.0,0.0,0.08755515363067388
44,-4410.211686689782,-4575.387110055979,0.9559974818331008,50000,10,45.93581570458125,6,14.064184295418961,7.769407050446219,-0.30000000000000004,-0.0,0.0,0.07943647666368633
45,-4515.7854482058765,-4572.605416610371,0.9550419621907156,50000,5,45.949623964940955,6,14.050376035059093,7.762318972328672,-0.30000000000000004,-0.0,-2.0,0.09390801227651537
46,-4657.389293748413,-4584.261683936155,0.9540873975903721,50000,13,45.944725267340786,6,14.055274732659138,7.764362540305237,-0.30000000000000004,-0.0,0.0,0.08787721682339907
47,-4595.884399550363,-4574.547730167099,0.9531337870775057,50000,4,45.94901152782947,6,14.050988472170596,7.771008361187102,-0.30000000000000004,-0.0,-2.0,0.09811038622632623
48,-4621.286157103269,-4599.13951026957,0.9521811296985059,50000,10,45.94307874639814,6,14.056921253601814,7.771105113465087,-0.30000000000000004,-0.0,0.0,0.08508101230021566
49,-4300.613315040242,-4560.553212086454,0.951229424500715,50000,5,45.95386100690796,6,14.046138993091928,7.762979446812429,-0.30000000000000004,-0.0,0.0,0.08957666336093098
