episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,4795.406347921601,4795.406347921601,1000,0.06093749962747097,177,4.881678924151366,6,55.118321075848755,6.792929957277918,-0.06,-0.0,0.0,0.0,200.0,1.0,BALANCED
1,3439.2528858426585,4117.32961688213,2000,0.060085032135248184,194,15.813511950589252,12,44.18648804941075,5.85878067831998,-0.12,-0.0,0.0,1.5932094419002534,400.0,1.0,BALANCED
2,5020.796916779323,4418.485383514527,3000,0.05817462783306837,177,4.8850078584909165,6,55.11499214150907,6.774602230890685,-0.06,-0.0,0.0,0.8637032854557037,200.0,1.0,BALANCED
3,3580.40974325185,4208.966473448858,4000,0.0570345614105463,193,15.770794224327037,11,44.229205775673,5.689153366779861,-0.11,-0.0,0.0,0.6043082931637764,400.0,1.0,BALANCED
4,5036.953665716873,4374.563911902461,5000,0.05617822986096144,177,4.878810213688176,5,55.12118978631183,6.882378139880132,-0.05,-0.0,0.0,0.5335479855537415,200.0,1.0,BALANCED
5,3637.257085707123,4251.679440869904,6000,0.055416807532310486,193,15.758753466536039,7,44.241246533463965,5.397029137464978,-0.07,-0.0,0.0,0.5194028635323048,400.0,1.0,BALANCED
6,5047.7228177461275,4365.399923280793,7000,0.054657247848808765,178,4.859602831934902,2,55.140397168065086,6.826464952137692,-0.02,-0.0,0.0,0.5537545002996922,200.0,1.0,BALANCED
7,3345.364047853386,4237.895438852368,8000,0.053905886597931385,193,16.128363613836825,7,43.871636386163175,5.583914154489095,-0.07,-0.0,0.0,0.5270417481660843,400.0,1.0,BALANCED
8,5027.124584061086,4325.587566097781,9000,0.053174326196312904,178,4.864259187140747,2,55.13574081285921,6.914240860322169,-0.02,-0.0,0.0,0.4881093204021454,200.0,1.0,BALANCED
9,3566.332957672056,4249.662105255209,10000,0.05249288119375706,193,15.794212856024384,8,44.20578714397575,5.864789924771193,-0.08,-0.0,0.0,0.5029762324690819,400.0,1.0,BALANCED
