episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,1806.7158791871216,1806.7158791871216,1000,0.06093749962747097,140,4.565778924151367,6,55.43422107584875,4.654883262129862,-0.06,-0.0,0.0,0.0,120.0,0.0
1,480.171016803227,1143.4434479951742,2000,0.06003240495920181,154,15.028261950589254,12,44.971738049410774,3.0979677971999675,-0.12,-0.0,0.0,1.6197556054592133,240.0,0.0
2,1217.826296689403,1168.2377308932505,3000,0.05800248775631189,288,5.244557858490918,4,54.755442141509114,4.624337051484475,-0.04,-0.0,0.0,1.14514006793499,120.0,0.0
3,608.9538278344979,1028.4167551285623,4000,0.05644103046506643,154,14.987794224327036,9,45.012205775673024,2.8152556112997686,-0.09,-0.0,0.0,0.8135828107595444,240.0,0.0
4,2004.3111838185728,1223.5956408665643,5000,0.05529060773551464,148,4.626810213688175,3,55.373189786311855,4.803963566466888,-0.03,-0.0,0.0,0.6417659562826157,120.0,0.0
5,598.868737882701,1119.4744903692538,6000,0.05429956130683422,154,14.970803466536031,6,45.029196533463974,2.328381895774964,-0.06,-0.0,0.0,0.6027660922706127,240.0,0.0
6,2047.6189914317356,1252.0665619496083,7000,0.05337264854460955,149,4.630102831934903,5,55.36989716806507,4.710774920229487,-0.05,-0.0,0.0,0.5495750665664673,120.0,0.0
7,818.9889354345466,1197.9318586352256,8000,0.052504973486065865,153,14.99796361383683,9,45.00203638616317,2.639856924148493,-0.09,-0.0,0.0,0.5429617507755756,240.0,0.0
8,1943.6413338374991,1280.7884669910336,9000,0.051657105796039104,149,4.639259187140745,6,55.360740812859206,4.857068100536947,-0.06,-0.0,0.0,0.5199010461568833,120.0,0.0
9,619.9192714330644,1214.7015474352368,10000,0.0508771575987339,154,15.029212856024381,10,44.97078714397572,3.107983207951989,-0.1,-0.0,0.0,0.4971280932426453,240.0,0.0
