episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,3523.525617692776,3523.525617692776,1000,0.06935121864080429,48,3.8325974962877125,6,56.16740250371225,6.886284266562706,-0.06,-0.0,0.0,0.0,200.0,0.3,BALANCED
1,2233.7676196989014,2878.6466186958387,2000,0.06856252625584602,69,13.374591413609958,12,46.62540858638987,5.3284839744517996,-0.12,-0.0,0.0,1.9817038929462434,400.0,0.3,BALANCED
2,3068.9404892300586,2942.0779088739123,3000,0.06603593844920397,289,4.8708498516308785,2,55.129150148369185,6.60006761298,-0.02,-0.0,0.0,1.5540225481987,178.0,0.26699999999999996,BALANCED
3,2036.274933255814,2715.6271649693876,4000,0.06430273409932852,155,17.48789368724044,4,42.51210631275939,3.5778520254888067,-0.04,-0.0,0.0,0.7436365222930909,400.0,0.3,BALANCED
4,5798.936776594406,3332.2890872943913,5000,0.0632103094831109,59,3.79223478573869,2,56.20776521426125,6.842802512193636,-0.02,-0.0,0.0,0.42351967774331567,195.0,0.2925,BALANCED
5,4840.214893863108,3583.610055055844,6000,0.06224265228956938,63,13.2549429294709,10,46.74505707052916,5.366732433596343,-0.1,-0.0,0.0,0.5025024984776973,400.0,0.3,BALANCED
6,6270.9060965011795,3967.509489548035,7000,0.0612346762791276,53,3.804433141064701,2,56.195566858935365,6.7445083583778755,-0.02,-0.0,0.0,0.3591369261592627,200.0,0.3,BALANCED
7,4888.835356465081,4082.6752229126655,8000,0.06040475331246853,63,13.249395202650792,9,46.7506047973492,5.697105121654149,-0.09,-0.0,0.0,0.33699450477957726,400.0,0.3,BALANCED
8,6354.069014329196,4335.0523108478355,9000,0.05963010713458061,48,3.8100840751853906,2,56.18991592481463,7.026180632214527,-0.02,-0.0,0.0,0.2860852143168449,200.0,0.3,BALANCED
9,4906.907789946696,4392.237858757721,10000,0.0588519312441349,63,13.26570444561081,7,46.73429555438915,5.377980892629127,-0.07,-0.0,0.0,0.2986393842101097,400.0,0.3,BALANCED
10,6364.902219598893,4676.375518948333,11000,0.05807707365602255,45,3.809844430597223,2,56.19015556940275,6.833956541203962,-0.02,-0.0,0.0,0.2609113459661603,200.0,0.3,BALANCED
11,4946.954114063725,4947.694168384815,12000,0.057329870760440826,63,13.241436718962358,6,46.758563281037674,5.698353580686602,-0.06,-0.0,0.0,0.28282107077538965,400.0,0.3,BALANCED
12,6354.852141159002,5276.28533357771,13000,0.05663813464343548,46,3.813155364859532,2,56.186844635140545,6.83562881481704,-0.02,-0.0,0.0,0.2692802692204714,200.0,0.3,BALANCED
13,4930.345155282365,5565.692355780366,14000,0.05600037984549999,63,13.239565961021158,7,46.76043403897892,5.389229351371339,-0.07,-0.0,0.0,0.23133886493742467,400.0,0.3,BALANCED
14,6362.320111328177,5622.030689253743,15000,0.055374035611748695,46,3.809171719996715,2,56.190828280003394,7.923404723806335,-0.02,-0.0,0.0,0.21902743749320508,200.0,0.3,BALANCED
15,4926.904064806628,5630.699606348094,16000,0.05476769246160984,63,13.26168610860089,6,46.738313891399,5.593114368619353,-0.06,-0.0,0.0,0.24273939441889525,400.0,0.3,BALANCED
16,6331.526904416863,5636.761687139662,17000,0.05417228676378727,54,3.809512338277762,2,56.190487661722294,6.867491535482593,-0.02,-0.0,0.0,0.21261685147881507,200.0,0.3,BALANCED
17,4931.412991603155,5641.019450653469,18000,0.053652212023735046,63,13.242355350359293,6,46.757644649640795,5.883990138678266,-0.06,-0.0,0.0,0.20644254177808763,400.0,0.3,BALANCED
18,6344.487547136986,5640.061303934249,19000,0.05314490478485823,51,3.8118646935351004,2,56.18813530646488,6.955267444472087,-0.02,-0.0,0.0,0.1890704521536827,200.0,0.3,BALANCED
19,4943.627710726317,5643.733296012211,20000,0.0526572372764349,63,13.241307624268728,6,46.75869237573132,5.6043628272498065,-0.06,-0.0,0.0,0.1789741999283433,400.0,0.3,BALANCED
