episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-15203.580196289699,-15203.580196289699,0.999000499833375,3000,25,64.0036365791431,3,1935.996363420861,7.7671932992361565,-0.15000000000000002,-0.0,0.0,1.0310097888112069
1,-14964.281628379224,-15083.930912334461,0.9980019986673331,6000,21,63.99336083980344,3,1936.006639160191,7.76671295493275,-0.15000000000000002,-0.0,0.0,1.0405342084169389
2,-15242.835679634925,-15136.899168101283,0.997004495503373,9000,21,64.00396214205304,3,1935.9960378579449,7.768300174762956,-0.15000000000000002,-0.0,0.0,1.0674034985899925
3,-15498.29747412631,-15227.24874460754,0.9960079893439915,12000,22,64.00232240252885,3,1935.9976775974735,7.771644757288735,-0.15000000000000002,-0.0,0.0,1.0331823852658273
4,-15324.682205403444,-15246.73543676672,0.9950124791926823,15000,25,63.995229621067395,3,1936.0047703789294,7.780531216441778,-0.15000000000000002,-0.0,0.0,0.987539505660534
5,-14933.40466080083,-15194.513640772406,0.9940179640539353,18000,20,63.99062988167623,3,1936.0093701183218,7.761989263935421,-0.15000000000000002,-0.0,0.0,0.999722603559494
6,-14538.527446506416,-15100.801327305835,0.9930244429332351,21000,25,64.00311084969067,3,1935.9968891503138,7.767334755700478,-0.15000000000000002,-0.0,0.0,0.9253698450326919
7,-15459.073544038301,-15145.585354397394,0.9920319148370607,24000,25,64.00707511006767,3,1935.992924889937,7.767742710476061,-0.15000000000000002,-0.0,0.0,0.8487280137836933
8,-14617.731034423257,-15086.934874400267,0.9910403787728838,27000,23,63.994866328636206,3,1936.005133671367,7.758956569652572,-0.15000000000000002,-0.0,0.0,0.8724319649487734
9,-15436.727427774646,-15121.914129737703,0.9900498337491682,30000,29,64.02535858904345,3,1935.9746414109552,7.759800276383427,-0.15000000000000002,-0.0,0.0,0.8222138684988022
10,-15473.125514337344,-15148.86866154247,0.9890602787753688,33000,21,63.98917189125447,3,1936.010828108748,7.768245582124962,-0.15000000000000002,-0.0,0.0,0.7805561323463917
11,-15335.574336267482,-15185.997932331296,0.9880717128619307,36000,23,64.00028015173005,3,1935.9997198482683,7.76090715222315,-0.15000000000000002,-0.0,0.0,0.7097437749803066
12,-14608.990606214926,-15122.613424989297,0.9870841350202878,39000,28,64.00630337046613,3,1935.9936966295404,7.76560371458492,-0.15000000000000002,-0.0,0.0,0.7151581418514251
13,-15186.371259371543,-15091.42080351382,0.9860975442628621,42000,20,63.98620763113515,3,1936.0137923688667,7.761000138035938,-0.15000000000000002,-0.0,0.0,0.6792100363969803
14,-15483.804405644954,-15107.333023537969,0.9851119396030629,45000,26,63.99015293327304,3,1936.0098470667258,7.766710590268183,-0.15000000000000002,-0.0,0.0,0.7144015145301819
15,-14983.283087519014,-15112.32086620979,0.9841273200552854,48000,27,64.00055319368444,3,1935.999446806316,7.762205417207784,-0.15000000000000002,-0.0,0.0,0.680748925358057
16,-14636.063553336893,-15122.074476892836,0.9831436846349099,50000,24,63.990868412300294,3,1936.0091315877044,7.769786279172352,-0.15000000000000002,-0.0,0.0,0.6343990502506495
17,-14046.581435413009,-14980.825266030308,0.982161032358301,50000,26,64.00733267274163,3,1935.9926673272553,7.774814992592427,-0.15000000000000002,-0.0,0.0,0.6403437992930412
18,-14723.388997353699,-14991.39106232335,0.9811793622428063,50000,21,63.99023397495714,3,1936.009766025043,7.776858560568991,-0.15000000000000002,-0.0,0.0,0.5844904193282128
19,-14186.568746311568,-14866.375194177042,0.9801986733067557,50000,20,63.986678235295294,3,1936.0133217647062,7.761993285173907,-0.15000000000000002,-0.0,0.0,0.5875287534296513
20,-14703.606743092103,-14789.423317052517,0.97921896456946,50000,21,63.99366145406145,3,1936.0063385459382,7.773177384480947,-0.15000000000000002,-0.0,0.0,0.5546383832395076
21,-15407.661617473224,-14796.632045173095,0.9782402350512105,50000,28,64.01068571452848,3,1935.989314285474,7.756849351190845,-0.15000000000000002,-0.0,0.0,0.50164197511971
22,-14458.834417154634,-14781.616426267065,0.9772624837732775,50000,21,63.98233135081165,3,1936.0176686491927,7.759612129533259,-0.15000000000000002,-0.0,0.0,0.5110714146494866
23,-14943.685344276768,-14757.347834757587,0.9762857097579097,50000,24,64.00045961115443,3,1935.9995403888508,7.780220962275026,-0.15000000000000002,-0.0,0.0,0.48860264629125594
24,-15264.42869874095,-14735.410264067188,0.9753099120283332,50000,35,64.03033482990318,3,1935.969665170091,7.754468195706661,-0.15000000000000002,-0.0,0.0,0.48335215985774993
25,-14527.933934860004,-14689.875348801288,0.9743350896087498,50000,21,63.99173509030138,3,1936.0082649096958,7.775940162823361,-0.15000000000000002,-0.0,0.0,0.44513434536755087
26,-15102.60830228907,-14736.529823696503,0.9733612415243373,50000,21,63.985512392564274,3,1936.0144876074373,7.759399998062646,-0.15000000000000002,-0.0,0.0,0.45347038939595224
27,-15639.641228722012,-14895.835803027401,0.9723883668012475,50000,28,64.00809665285111,3,1935.991903347151,7.756235816831516,-0.15000000000000002,-0.0,0.0,0.42139438714832067
28,-14306.36233884323,-14854.133137176355,0.9714164644666055,50000,20,63.98433987169441,3,1936.0156601283052,7.757658718298637,-0.15000000000000002,-0.0,0.0,0.4358166838437319
29,-15117.717330370346,-14947.247995582235,0.9704455335485088,50000,23,64.00329213220853,3,1935.9967078677885,7.773478389834904,-0.15000000000000002,-0.0,0.0,0.4214901016280055
30,-14370.648511211335,-14913.952172394154,0.9694755730760266,50000,24,64.01248943439404,3,1935.9875105656115,7.758765593825436,-0.15000000000000002,-0.0,0.0,0.3439657860249281
31,-14988.947687297892,-14872.080779376623,0.9685065820791983,50000,24,64.00271369490852,3,1935.997286305091,7.776800073705752,-0.15000000000000002,-0.0,0.0,0.3339399868994951
32,-15318.848453924867,-14958.082183053648,0.9675385595890327,50000,23,63.992444913399616,3,1936.0075550866006,7.764543931482443,-0.15000000000000002,-0.0,0.0,0.34044598672538995
33,-14428.210387915047,-14906.534687417477,0.9665715046375073,50000,23,63.99701317388409,3,1936.0029868261156,7.786015898755605,-0.15000000000000002,-0.0,0.0,0.3055652271956205
34,-15115.685241416299,-14891.660341685012,0.9656054162575671,50000,23,64.00239847619811,3,1935.9976015238,7.7694757339948906,-0.15000000000000002,-0.0,0.0,0.3260737492144108
35,-13864.449572381583,-14825.31190543717,0.9646402934831237,50000,29,64.01865873681564,3,1935.981341263181,7.756565525224768,-0.15000000000000002,-0.0,0.0,0.30371525034308433
36,-14627.275949954657,-14777.77867020373,0.9636761353490542,50000,24,63.9987739550665,3,1936.0012260449319,7.7643317994485646,-0.15000000000000002,-0.0,0.0,0.32129439786076547
37,-14395.340927904612,-14653.348640121989,0.9627129408912003,50000,30,64.00617821573962,3,1935.993821784263,7.764569031463666,-0.15000000000000002,-0.0,0.0,0.3326707985252142
38,-14701.137574055609,-14692.826163643225,0.9617507091463675,50000,30,64.01087918397315,3,1935.9891208160268,7.764032831911985,-0.15000000000000002,-0.0,0.0,0.3060836005955935
39,-15229.745497543476,-14704.028980360537,0.9607894391523241,50000,22,63.99947544426419,3,1936.0005245557377,7.76187257128563,-0.15000000000000002,-0.0,0.0,0.3089827829785645
40,-14865.290023195495,-14753.493131558955,0.9598291299477998,50000,18,63.98204666294001,3,1936.0179533370545,7.770775404352108,-0.15000000000000002,-0.0,0.0,0.34271052133291957
41,-14105.292088884027,-14665.127571717565,0.9588697805724854,50000,26,64.0077029232784,3,1935.9922970767254,7.7662886907085324,-0.15000000000000002,-0.0,0.0,0.30056856693699957
42,-15219.870756228021,-14655.229801947882,0.9579113900670315,50000,24,64.0023322256914,3,1935.9976677743089,7.757176008767397,-0.15000000000000002,-0.0,0.0,0.32296678572893145
43,-14475.20355658599,-14659.929118814976,0.9569539574730476,50000,21,63.98694448597805,3,1936.013055514023,7.771220493220979,-0.15000000000000002,-0.0,0.0,0.3203130750451237
44,-14236.682447451874,-14572.028839418534,0.9559974818331008,50000,22,63.99191570458131,3,1936.0080842954196,7.769407050446219,-0.15000000000000002,-0.0,0.0,0.3067876068875194
45,-14273.247856757047,-14612.90866785608,0.9550419621907156,50000,24,63.996423964940895,3,1936.0035760350586,7.762318972328672,-0.15000000000000002,-0.0,0.0,0.3339558216929436
46,-14382.309643543324,-14588.412037214948,0.9540873975903721,50000,23,63.99112526734091,3,1936.0088747326615,7.764362540305237,-0.15000000000000002,-0.0,0.0,0.3251222381182015
47,-14116.389653911649,-14560.516909815651,0.9531337870775057,50000,19,63.98376152782935,3,1936.0162384721762,7.771008361187102,-0.15000000000000002,-0.0,0.0,0.3418868649657816
48,-14693.910556062136,-14559.794208016305,0.9521811296985059,50000,21,63.999128746398085,3,1936.0008712536026,7.771105113465087,-0.15000000000000002,-0.0,0.0,0.3421577573567629
49,-14589.537445041075,-14495.773402766063,0.951229424500715,50000,24,64.0028610069081,3,1935.9971389930972,7.762979446812429,-0.15000000000000002,-0.0,0.0,0.316220490410924
50,-13829.80882191982,-14392.225282638497,0.950278670532428,50000,25,64.00717030906343,3,1935.9928296909357,7.7598242617236,-0.15000000000000002,-0.0,0.0,0.33206424228847026
51,-14605.534775740834,-14442.249551324177,0.9493288668428906,50000,23,63.999090569453315,3,1936.0009094305487,7.755906108438264,-0.15000000000000002,-0.0,0.0,0.3640274233184755
52,-15378.396939030386,-14458.102169604414,0.9483800124822993,50000,29,64.02137778824493,3,1935.9786222117561,7.768782884450659,-0.15000000000000002,-0.0,0.0,0.3522234131768346
