episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,4614.405437742998,4614.405437742998,0.99981,1458,48,3.828678924151361,6,56.171321075848724,6.792929957277918,-0.06,-0.0,0.0,200.0,0.3,BALANCED
1,3217.0123132740123,3915.708875508505,0.99962,1458,68,13.354261950589251,12,46.645738049410724,5.418780678322427,-0.12,-0.0,0.0,400.0,0.3,BALANCED
2,4467.256561321612,4099.558104112874,0.99943,1458,48,3.8360578584909195,6,56.16394214150907,6.774602230890685,-0.06,-0.0,0.0,200.0,0.3,BALANCED
3,3359.5875222608597,3914.5654586498704,0.99924,1458,68,13.352044224327033,12,46.64795577567303,5.689153366779861,-0.12,-0.0,0.0,400.0,0.3,BALANCED
4,4640.191631422291,4059.6906932043544,0.99905,1458,51,3.846510213688181,6,56.15348978631183,6.882378139880132,-0.06,-0.0,0.0,200.0,0.3,BALANCED
5,3317.7734182547592,3936.037814046089,0.99886,1458,67,13.344503466536043,12,46.65549653346399,5.397029137464978,-0.12,-0.0,0.0,400.0,0.3,BALANCED
6,4612.141141105021,4032.6240036259364,0.99867,1458,48,3.8246028319348984,6,56.175397168065096,6.826464952137692,-0.06,-0.0,0.0,200.0,0.3,BALANCED
7,3376.861613491242,3950.6537048590994,0.99848,1458,64,13.290663613836829,12,46.70933638616317,5.583914154489095,-0.12,-0.0,0.0,400.0,0.3,BALANCED
8,4584.321011153792,4021.0611833362877,0.99829,1458,52,3.849509187140739,6,56.15049081285922,6.914240860322169,-0.06,-0.0,0.0,200.0,0.3,BALANCED
9,3255.661592018495,3944.521224204508,0.9981,1458,67,13.392112856024369,12,46.60788714397575,5.864789924771193,-0.12,-0.0,0.0,400.0,0.3,BALANCED
10,4564.172297638693,3939.497910194078,0.99791,1458,53,3.8383841213515524,6,56.161615878648426,6.861913135186942,-0.06,-0.0,0.0,200.0,0.3,BALANCED
11,3397.4098909808463,3957.537667964761,0.99772,1458,66,13.334635129783614,12,46.66536487021634,5.5851626133427335,-0.12,-0.0,0.0,400.0,0.3,BALANCED
12,4701.662709965216,3980.978282829122,0.99753,1458,44,3.826858476720479,6,56.17314152327957,6.949689043371774,-0.06,-0.0,0.0,200.0,0.3,BALANCED
13,3275.0342299807016,3972.5229536011057,0.99734,1458,70,13.387124371778032,12,46.61287562822212,5.893038383916116,-0.12,-0.0,0.0,400.0,0.3,BALANCED
14,4608.365904532423,3969.340380912119,0.99715,1458,50,3.837405410879786,6,56.16259458912012,6.951361317789512,-0.06,-0.0,0.0,200.0,0.3,BALANCED
15,3409.9090909143392,3978.553948178077,0.99696,1458,64,13.279606644957907,12,46.7203933550421,5.62341107237552,-0.12,-0.0,0.0,400.0,0.3,BALANCED
16,4472.946477451908,3964.6344818127654,0.99677,1458,53,3.841809766085632,6,56.1581902339143,6.774137225974286,-0.06,-0.0,0.0,200.0,0.3,BALANCED
17,3379.254541429124,3964.8737746065535,0.99658,1458,67,13.32282588731711,12,46.677174112682934,5.304286842658305,-0.12,-0.0,0.0,400.0,0.3,BALANCED
18,4548.537249473574,3961.295398438532,0.99639,1458,53,3.8454087004294797,6,56.154591299570406,6.755809500615236,-0.06,-0.0,0.0,200.0,0.3,BALANCED
19,3325.1438950944626,3968.2436287461287,0.9962,1458,65,13.296398161097823,12,46.703601838902095,5.634659531520063,-0.12,-0.0,0.0,400.0,0.3,BALANCED
20,4483.797192907606,3960.2061182730204,0.99601,1458,53,3.825801055678239,6,56.1741989443218,6.843585408800066,-0.06,-0.0,0.0,200.0,0.3,BALANCED
21,3301.741481653321,3950.639277340267,0.99582,1458,66,13.33925740319955,12,46.6607425968006,5.315535301802847,-0.12,-0.0,0.0,400.0,0.3,BALANCED
22,4586.333983939444,3939.1064047376904,0.99563,1458,49,3.8317943060033484,6,56.16820569399663,6.848843145601503,-0.06,-0.0,0.0,200.0,0.3,BALANCED
23,3317.797232021973,3943.382704941817,0.99544,1458,66,13.295871803503045,12,46.704128196496896,5.7718956615862025,-0.12,-0.0,0.0,400.0,0.3,BALANCED
24,4559.344970907558,3938.4806115793303,0.99525,1458,49,3.84689066120919,6,56.15310933879083,7.005619054814513,-0.06,-0.0,0.0,200.0,0.3,BALANCED
25,3283.600277367562,3925.8497302246533,0.9950600000000001,1458,67,13.33765104536872,12,46.66234895463117,5.47977143175723,-0.12,-0.0,0.0,400.0,0.3,BALANCED
26,4588.353076688923,3937.390390148355,0.99487,1458,45,3.837763595432877,6,56.16223640456718,6.953291328427591,-0.06,-0.0,0.0,200.0,0.3,BALANCED
27,3314.327061578263,3930.897642163268,0.99468,1458,68,13.397623319085039,12,46.602376680914944,6.310144120328671,-0.12,-0.0,0.0,400.0,0.3,BALANCED
28,4547.860900651768,3930.8300072810875,0.99449,1458,49,3.8392699506687684,6,56.16073004933121,6.741067237416718,-0.06,-0.0,0.0,200.0,0.3,BALANCED
29,3374.2812046498625,3935.7437382366284,0.9943,1458,64,13.306742560843453,12,46.69325743915656,5.491019891013532,-0.12,-0.0,0.0,400.0,0.3,BALANCED
