NoRepLc_Simple
0,011711 0,011702 0,011704 0,011704 0,011706 0,011705 0,011703 0,011696 0,01169 0,011697 

TCDRM_Simple
0,011711 0,011702 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,028828 0,028824 0,028851 0,028805 0,028752 0,028782 0,028842 0,028806 0,028835 0,028728 

TCDRM_Complex
0,028828 0,028824 0,015153 0,014405 0,014352 0,014382 0,014442 0,014406 0,014435 0,014328 

QLearning_Simple
0,008563 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01174 0,006368 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,023153 0,014408 0,014439 0,014405 0,014463 0,014414 0,014395 0,014387 0,014458 0,014442 

DQN_Complex
0,022354 0,014376 0,014456 0,014403 0,014303 0,014436 0,014491 0,014417 0,014471 0,014412 

NoRepLc_Simple
0,011711 0,011702 0,011704 0,011704 0,011706 0,011705 0,011703 0,011696 0,01169 0,011697 

TCDRM_Simple
0,011711 0,011702 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,028828 0,028824 0,028851 0,028805 0,028752 0,028782 0,028842 0,028806 0,028835 0,028728 

TCDRM_Complex
0,028828 0,028824 0,015153 0,014405 0,014352 0,014382 0,014442 0,014406 0,014435 0,014328 

QLearning_Simple
0,008527 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01174 0,006512 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,023225 0,014408 0,014439 0,014405 0,014463 0,014414 0,014395 0,014387 0,014458 0,014442 

DQN_Complex
0,022354 0,014376 0,014456 0,014403 0,014303 0,014436 0,014491 0,014417 0,014471 0,014412 

NoRepLc_Simple
0,014411 0,014402 0,014404 0,014404 0,014406 0,014405 0,014403 0,014396 0,01439 0,014397 

TCDRM_Simple
0,014411 0,014402 0,004747 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

NoRepLc_Complex
0,014411 0,014402 0,014404 0,014404 0,014406 0,014405 0,014403 0,014396 0,01439 0,014397 

TCDRM_Complex
0,014411 0,014402 0,005017 0,004504 0,004506 0,004505 0,004503 0,004496 0,00449 0,004497 

QLearning_Simple
0,00994 0,004497 0,004505 0,004505 0,004505 0,004512 0,004488 0,004502 0,004502 0,00451 

DQN_Simple
0,01165 0,004478 0,004497 0,004503 0,004501 0,00449 0,004485 0,00452 0,004496 0,00451 

QLearning_Complex
0,013864 0,008885 0,004519 0,0045 0,004499 0,004507 0,004489 0,004499 0,004514 0,004502 

DQN_Complex
0,009961 0,004489 0,004499 0,004486 0,004495 0,004489 0,004506 0,004504 0,004511 0,004502 

NoRepLc_Simple
0.01339 0.013516 0.013501 0.013402 0.013582 0.013291 0.013559 0.013389 0.01353 0.013644 

TCDRM_Simple
0.01339 0.013516 0.010054 0.009901 0.009919 0.009898 0.009896 0.009888 0.009894 0.0099 

NoRepLc_Complex
0.01339 0.013516 0.013501 0.013402 0.013582 0.013291 0.013559 0.013389 0.01353 0.013644 

TCDRM_Complex
0.01339 0.013516 0.009973 0.010198 0.009622 0.010249 0.009977 0.010104 0.009651 0.009846 

QLearning_Simple
0.011743 0.009881 0.009888 0.009903 0.009912 0.0099 0.009907 0.009903 0.009895 0.009914 

DQN_Simple
0.011635 0.010106 0.009763 0.009795 0.009684 0.009816 0.009735 0.01018 0.010481 0.010063 

QLearning_Complex
0.013529 0.011077 0.01012 0.009703 0.009962 0.009881 0.010036 0.010201 0.009797 0.009707 

DQN_Complex
0.013564 0.013634 0.012374 0.011254 0.01188 0.010114 0.009803 0.009788 0.010028 0.009628 

NoRepLc_Simple
0.01339 0.013516 0.013501 0.013402 0.013582 0.013291 0.013559 0.013389 0.01353 0.013644 

TCDRM_Simple
0.01339 0.013516 0.010054 0.009901 0.009919 0.009898 0.009896 0.009888 0.009894 0.0099 

NoRepLc_Complex
0.01339 0.013516 0.013501 0.013402 0.013582 0.013291 0.013559 0.013389 0.01353 0.013644 

TCDRM_Complex
0.01339 0.013516 0.009973 0.010198 0.009622 0.010249 0.009977 0.010104 0.009651 0.009846 

QLearning_Simple
0.009988 0.00926 0.009429 0.010416 0.009372 0.009927 0.010096 0.009849 0.010003 0.009779 

DQN_Simple
0.011842 0.00989 0.009898 0.009903 0.0099 0.009897 0.009897 0.00991 0.009914 0.009901 

QLearning_Complex
