episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,5669.629032101758,5669.629032101758,1000,0.06935121864080429,48,3.828678924151361,6,56.171321075848724,6.792929957277918,-0.06,-0.0,0.0,0.0
1,5785.08418192168,5727.3566070117195,2000,0.0684884237125516,47,3.8441347466214046,6,56.155865253378614,6.8715420025595275,-0.06,-0.0,0.0,2.3431177771091463
2,6277.874799206692,5910.86267107671,3000,0.0660763718187809,51,3.83470785849092,3,56.16529214150907,6.774602230890685,-0.03,-0.0,0.0,1.7762398099899293
3,6349.721931023988,6020.57748606353,4000,0.06416801828891039,48,3.8128496809352073,3,56.187150319064834,6.873214278005447,-0.03,-0.0,0.0,1.2229105189442635
4,6410.034744156895,6098.468937682203,5000,0.06271435413509607,47,3.8168102136881807,3,56.18318978631183,6.882378139880132,-0.03,-0.0,0.0,0.8952054524421692
