episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,4531.410469310027,4531.410469310027,0.99981,729,52,3.8570289241513613,6,56.14297107584872,6.792929957277918,-0.06,-0.0,0.0
1,4517.153284898605,4524.281877104317,0.99962,729,44,3.827934746621404,6,56.17206525337861,6.8715420025595275,-0.06,-0.0,0.0
2,4655.913383305802,4568.159045838145,0.99943,729,46,3.8279578584909197,6,56.17204214150907,6.774602230890685,-0.06,-0.0,0.0
3,4618.6412506865045,4580.779597050235,0.99924,729,51,3.838499680935208,6,56.16150031906483,6.873214278005447,-0.06,-0.0,0.0
4,4620.180901207875,4588.659857881763,0.99905,729,50,3.842460213688181,6,56.15753978631183,6.882378139880132,-0.06,-0.0,0.0
5,4536.872055151578,4580.028557426732,0.99886,729,52,3.83217603607668,6,56.16782396392332,6.975990185385616,-0.06,-0.0,0.0
6,4644.465663992014,4589.233858364629,0.99867,729,48,3.8246028319348984,6,56.175397168065096,6.826464952137692,-0.06,-0.0,0.0
7,4707.603768174967,4604.030097090921,0.99848,729,50,3.83134665422898,6,56.16865334577089,6.85107699764282,-0.06,-0.0,0.0
8,4616.268523050769,4605.389922197571,0.99829,729,52,3.849509187140739,6,56.15049081285922,6.914240860322169,-0.06,-0.0,0.0
9,4688.31012738326,4613.68194271614,0.9981,729,48,3.834869009537817,6,56.1651309904622,7.027852905827604,-0.06,-0.0,0.0
