episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,4012.6316342906716,4012.6316342906716,0.98,243,,,,,,,,
1,3945.1487178803004,3978.890176085486,0.9603999999999999,243,,,,,,,,
2,3987.592266174635,3981.790872781869,0.9411919999999999,243,,,,,,,,
3,4230.031284317011,4043.850975665655,0.9223681599999999,243,,,,,,,,
4,4526.559250935359,4140.392630719596,0.9039207967999998,243,,,,,,,,
5,4677.2970228909635,4229.87669608149,0.8858423808639998,243,,,,,,,,
6,5226.630009126378,4372.270026516474,0.8681255332467198,243,,,,,,,,
7,4925.132926433956,4441.377889006159,0.8507630225817854,243,,,,,,,,
8,4906.278149682073,4493.033473525706,0.8337477621301497,243,,,,,,,,
9,5380.079104836769,4581.738036656812,0.8170728068875467,243,,,,,,,,
10,5220.357901808391,4702.510663408584,0.8007313507497957,243,,,,,,,,
11,5030.42922378734,4811.038713999287,0.7847167237347998,243,,,,,,,,
12,5275.908455877337,4939.870332969558,0.7690223892601038,243,,,,,,,,
13,5427.7108184042845,5059.638286378286,0.7536419414749017,243,,,,,,,,
14,5697.208864892632,5176.703247774012,0.7385691026454037,243,,,,,,,,
15,5359.3164282985545,5244.905188314771,0.7237977205924956,243,,,,,,,,
16,5364.223635424183,5258.664550944552,0.7093217661806457,243,,,,,,,,
17,5741.743165688986,5340.325574870056,0.6951353308570327,243,,,,,,,,
18,6295.436019005946,5479.241361802442,0.6812326242398921,243,,,,,,,,
19,6335.265524658214,5574.760003784586,0.6676079717550942,243,,,,,,,,
