episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,3430.82498440526,3430.82498440526,1000,0.06935121864080429,49,3.832728924151361,6,56.167271075848724,6.792929957277918,-0.06,-0.0,0.0,0.0,200.0,0.3,BALANCED
1,2219.618720165945,2825.2218522856024,2000,0.06860516034066677,67,13.338061950589251,12,46.66193804941072,5.85878067831998,-0.12,-0.0,0.0,1.928217929005623,400.0,0.3,BALANCED
2,1303.698439064002,2318.0473812117357,3000,0.06608824618160725,411,5.385407858490915,2,54.6145921415091,6.090426946534164,-0.02,-0.0,0.0,1.4034306806325914,165.0,0.24749999999999994,BALANCED
3,4371.464368299049,2831.401627983564,4000,0.064122149720788,90,14.200294224327028,5,45.799705775673004,5.689153366779861,-0.05,-0.0,0.0,0.9532157790660858,400.0,0.3,BALANCED
4,5109.106643797968,3286.942631146445,5000,0.06280237715691328,66,3.8082602136881807,2,56.19173978631183,6.57404191195619,-0.02,-0.0,0.0,0.37002311617136,182.0,0.27299999999999996,BALANCED
5,3083.092832544803,3252.967664712838,6000,0.06200837250798941,63,16.168703466536037,4,43.831296533463984,3.365314759799994,-0.04,-0.0,0.0,0.2630245703086257,400.0,0.3,BALANCED
6,5812.387973499124,3618.599137396593,7000,0.06127198040485382,56,3.7661028319348997,2,56.23389716806509,6.8105175398368765,-0.02,-0.0,0.0,0.27441250257194044,199.0,0.2985,BALANCED
7,4939.9638236806595,3783.7697231821016,8000,0.06062663346529007,63,13.242963613836828,6,46.757036386163165,5.583914154489095,-0.06,-0.0,0.0,0.2614384300261736,400.0,0.3,BALANCED
8,6308.226178444402,4064.2648848779127,9000,0.060028004460036755,48,3.8112591871407395,2,56.188740812859216,6.914240860322169,-0.02,-0.0,0.0,0.2552058940380812,200.0,0.3,BALANCED
9,3044.31433049688,3962.2698294398097,10000,0.059409232810139656,63,16.209112856024387,4,43.79088714397566,3.8149569011086015,-0.04,-0.0,0.0,0.4221923741698265,400.0,0.3,BALANCED
10,6343.90600073449,4253.577931072732,11000,0.05884712282568216,50,3.8082341213515516,2,56.191765878648425,6.861913135186942,-0.02,-0.0,0.0,0.4101176550984383,200.0,0.3,BALANCED
11,4948.750455898481,4526.491104645986,12000,0.05836663208901882,63,13.261285129783616,5,46.738714870216334,5.5851626133427335,-0.05,-0.0,0.0,0.4327492049336433,400.0,0.3,BALANCED
12,6372.391716442892,5033.360432383875,13000,0.05795976147055626,44,3.8088584767204794,2,56.19114152327957,6.949689043371774,-0.02,-0.0,0.0,0.40577527418732645,200.0,0.3,BALANCED
13,3079.750032020341,4904.188998756004,14000,0.057627053931355476,63,16.168574371778053,4,43.8314256282219,3.9357223105468284,-0.04,-0.0,0.0,0.502202945202589,400.0,0.3,BALANCED
14,6345.772946557912,5027.855629031998,15000,0.057362889871001244,48,3.8113054108797857,2,56.18869458912012,6.951361317789512,-0.02,-0.0,0.0,0.47492713466286657,200.0,0.3,BALANCED
15,4950.074270530656,5214.5537728305835,16000,0.05715878959745169,63,13.24405664495791,5,46.7559433550421,5.62341107237552,-0.05,-0.0,0.0,0.4844650708138943,400.0,0.3,BALANCED
16,6360.138467345791,5269.3288222152505,17000,0.057022699154913425,49,3.8076097660856307,2,56.192390233914296,6.774137225974286,-0.02,-0.0,0.0,0.48510954014956953,200.0,0.3,BALANCED
17,4946.0138527334275,5269.933825120527,18000,0.05693324375897646,63,13.243175887317111,5,46.75682411268294,5.304286842658305,-0.05,-0.0,0.0,0.47074233517050745,400.0,0.3,BALANCED
18,6349.7913725709595,5274.090344533183,19000,0.056876569986343384,49,3.8112087004294795,2,56.18879129957041,6.755809500615236,-0.02,-0.0,0.0,0.46325202032923696,200.0,0.3,BALANCED
19,4956.06211630681,5465.265123114176,20000,0.056847263127565384,63,13.239248161097823,5,46.7607518389021,5.634659531520063,-0.05,-0.0,0.0,0.4484217217564583,400.0,0.3,BALANCED
20,6355.965422668457,5466.471065307573,21000,0.056832813657820225,53,3.80780105567824,2,56.1921989443218,6.843585408800066,-0.02,-0.0,0.0,0.4357173612713814,200.0,0.3,BALANCED
21,4935.027436062887,5465.098763324013,22000,0.0568238515406847,63,13.257357403199547,5,46.7426425968006,5.315535301802847,-0.05,-0.0,0.0,0.40590752243995665,400.0,0.3,BALANCED
