episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,9209.880957747433,9209.880957747433,0.999000499833375,1000,,,,,,,,,0.07351612229598686
1,9209.950705902578,9209.915831825005,0.9980019986673331,2000,,,,,,,,,0.37199513108469545
2,9170.171595262447,9196.66775297082,0.997004495503373,3000,,,,,,,,,1.024645205102861
3,9222.030203865223,9203.008365694419,0.9960079893439915,4000,,,,,,,,,1.5717303802631795
4,9201.721183644633,9202.750929284462,0.9950124791926823,5000,,,,,,,,,2.620099641494453
5,9202.999142657667,9202.792298179997,0.9940179640539353,6000,,,,,,,,,3.0430569310020656
6,9195.048111052747,9201.685985733247,0.9930244429332351,7000,,,,,,,,,4.174197381222621
7,9216.772674275226,9203.571821800993,0.9920319148370607,8000,,,,,,,,,4.804818366803229
8,9236.633559021142,9207.245348158787,0.9910403787728838,9000,,,,,,,,,6.08103134483099
9,9216.882611424771,9208.209074485387,0.9900498337491682,10000,,,,,,,,,6.413646428063512
10,9236.659634943411,9210.886942204985,0.9890602787753688,11000,,,,,,,,,6.620175163345412
11,9196.600649469656,9209.551936561693,0.9880717128619307,12000,,,,,,,,,7.990040849857032
12,9210.783566184993,9213.613133653947,0.9870841350202878,13000,,,,,,,,,8.78171909339726
13,9223.021431459614,9213.712256413386,0.9860975442628621,14000,,,,,,,,,8.40538731791079
14,9216.632493700477,9215.203387418971,0.9851119396030629,15000,,,,,,,,,8.759556925073266
15,9229.872688016356,9217.89074195484,0.9841273200552854,16000,,,,,,,,,9.465459754168988
16,9184.4827579105,9216.834206640615,0.9831436846349099,17000,,,,,,,,,11.179826330170036
17,9189.859595491975,9214.14289876229,0.982161032358301,18000,,,,,,,,,10.409651753306388
18,9236.549287581063,9214.134471618281,0.9811793622428063,19000,,,,,,,,,10.366244011223316
19,9188.034076587908,9211.249618134596,0.9801986733067557,20000,,,,,,,,,10.381914119571448
20,9135.180425616965,9201.101697201952,0.97921896456946,21000,,,,,,,,,11.386190790310502
21,9209.9526246446,9202.436894719447,0.9782402350512105,22000,,,,,,,,,10.101831237673759
22,9189.953253777609,9200.353863478707,0.9772624837732775,23000,,,,,,,,,12.768139684200287
23,9209.772209956674,9199.028941328415,0.9762857097579097,24000,,,,,,,,,13.037686742544174
24,9209.515273767103,9198.317219335075,0.9753099120283332,25000,,,,,,,,,13.931947328746318
25,9222.095860197878,9197.539536553228,0.9743350896087498,26000,,,,,,,,,13.044750264137983
26,9223.269715515398,9201.418232313717,0.9733612415243373,27000,,,,,,,,,12.683081605881453
27,9223.393635815384,9204.77163634606,0.9723883668012475,28000,,,,,,,,,12.27441492676735
28,9202.824536693022,9201.399161257254,0.9714164644666055,29000,,,,,,,,,14.594320210218429
29,9186.780356782583,9201.273789276722,0.9704455335485088,30000,,,,,,,,,12.186380609571934
30,9208.625798088551,9208.61832652388,0.9694755730760266,31000,,,,,,,,,12.471722993254662
31,9210.075287752934,9208.630592834714,0.9685065820791983,32000,,,,,,,,,14.452478165626525
32,9229.304708426966,9212.565738299649,0.9675385595890327,33000,,,,,,,,,15.238371137082577
33,9203.475595041724,9211.936076808153,0.9665715046375073,34000,,,,,,,,,13.977748291492462
34,9223.44239021811,9213.328788453256,0.9656054162575671,35000,,,,,,,,,13.967099460363388
35,9196.381970150294,9210.757399448497,0.9646402934831237,36000,,,,,,,,,15.097920354604721
36,9150.119786188963,9203.442406515855,0.9636761353490542,37000,,,,,,,,,13.588114156723023
37,9190.580195576193,9200.161062491932,0.9627129408912003,38000,,,,,,,,,14.386140084266662
38,9190.347645240323,9198.913373346662,0.9617507091463675,39000,,,,,,,,,13.900804027915001
39,9183.148435337254,9198.55018120213,0.9607894391523241,40000,,,,,,,,,16.21667573478073
40,9124.4736417759,9190.134965570865,0.9598291299477998,41000,,,,,,,,,14.509601866193115
41,9223.120319413354,9191.439468736908,0.9588697805724854,42000,,,,,,,,,14.310258975028992
42,9209.846957572365,9189.493693651448,0.9579113900670315,43000,,,,,,,,,13.239191737547516
43,9188.61036009965,9188.00717015724,0.9569539574730476,44000,,,,,,,,,12.376635712385177
44,9216.165345891528,9187.279465724583,0.9559974818331008,45000,,,,,,,,,13.595041925013065
45,9183.428792346485,9185.9841479442,0.9550419621907156,46000,,,,,,,,,10.576342177391052
46,9193.157054643058,9190.287874789612,0.9540873975903721,47000,,,,,,,,,14.241958856582642
47,9183.950029619116,9189.624858193903,0.9531337870775057,48000,,,,,,,,,13.385771371498704
48,9229.664125847345,9193.556506254605,0.9521811296985059,49000,,,,,,,,,14.426329199671745
49,9222.678928711719,9197.50955559205,0.951229424500715,50000,,,,,,,,,12.319857337474822
