episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,3533.8295555890013,3533.8295555890013,0.99981,1458,143,4.573878924151367,6,55.42612107584875,6.792929957277918,-0.06,-0.0,0.0,200.0,1.0,BALANCED
1,2224.557332401641,2879.193443995321,0.99962,1458,156,15.068311950589253,12,44.93168804941078,5.85878067831998,-0.12,-0.0,0.0,400.0,1.0,BALANCED
2,3711.88173480408,3156.756207598241,0.99943,1458,139,4.556957858490919,6,55.44304214150908,6.774602230890685,-0.06,-0.0,0.0,200.0,1.0,BALANCED
3,2207.5759619534933,2919.461146187054,0.99924,1458,164,15.11289422432703,12,44.887105775673014,5.689153366779861,-0.12,-0.0,0.0,400.0,1.0,BALANCED
4,3630.280850961969,3061.625087142037,0.99905,1458,141,4.5714602136881775,6,55.42853978631186,6.882378139880132,-0.06,-0.0,0.0,200.0,1.0,BALANCED
5,2257.763574847113,2927.6481684262167,0.99886,1458,160,15.072503466536034,12,44.92749653346398,5.397029137464978,-0.12,-0.0,0.0,400.0,1.0,BALANCED
6,3681.288972500443,3035.3111404368206,0.99867,1458,141,4.561702831934904,6,55.4382971680651,6.826464952137692,-0.06,-0.0,0.0,200.0,1.0,BALANCED
7,2248.514357532645,2936.9615425737984,0.99848,1458,158,15.05961361383683,12,44.940386386163176,5.583914154489095,-0.12,-0.0,0.0,400.0,1.0,BALANCED
8,3666.337076598687,3018.0032685765636,0.99829,1458,139,4.558259187140741,6,55.441740812859216,6.914240860322169,-0.06,-0.0,0.0,200.0,1.0,BALANCED
9,2249.714664658295,2941.174408184737,0.9981,1458,157,15.075112856024381,12,44.924887143975724,5.864789924771193,-0.12,-0.0,0.0,400.0,1.0,BALANCED
10,3608.9014285590497,2948.6815954817416,0.99791,1458,143,4.559284121351552,6,55.440715878648426,6.861913135186942,-0.06,-0.0,0.0,200.0,1.0,BALANCED
11,2221.9818659618913,2948.4240488377663,0.99772,1458,156,15.077485129783604,12,44.92251487021632,5.5851626133427335,-0.12,-0.0,0.0,400.0,1.0,BALANCED
12,3697.6961522564675,2947.005490583005,0.99753,1458,138,4.563958476720478,6,55.43604152327955,6.949689043371774,-0.06,-0.0,0.0,200.0,1.0,BALANCED
13,2231.032388792243,2949.35113326688,0.99734,1458,165,15.142124371778042,12,44.85787562822207,5.893038383916116,-0.12,-0.0,0.0,400.0,1.0,BALANCED
14,3638.7695729849224,2950.2000054691757,0.99715,1458,138,4.558305410879783,6,55.441694589120175,6.951361317789512,-0.06,-0.0,0.0,200.0,1.0,BALANCED
15,2159.9847103505426,2940.4221190195185,0.99696,1458,162,15.122356644957906,12,44.87764335504214,5.62341107237552,-0.12,-0.0,0.0,400.0,1.0,BALANCED
16,3638.43821861278,2936.1370436307525,0.99677,1458,142,4.566759766085627,6,55.43324023391433,6.774137225974286,-0.06,-0.0,0.0,200.0,1.0,BALANCED
17,2248.004923428343,2936.086100220323,0.99658,1458,160,15.102125887317115,12,44.897874112682956,5.304286842658305,-0.12,-0.0,0.0,400.0,1.0,BALANCED
18,3543.942326033802,2923.846625163834,0.99639,1458,145,4.574408700429479,6,55.42559129957039,6.755809500615236,-0.06,-0.0,0.0,200.0,1.0,BALANCED
19,2237.3317626187954,2922.608334959884,0.9962,1458,156,15.044198161097812,12,44.95580183890213,5.634659531520063,-0.12,-0.0,0.0,400.0,1.0,BALANCED
20,3465.659819059988,2908.2841740099775,0.99601,1458,149,4.579101055678236,6,55.42089894432179,6.843585408800066,-0.06,-0.0,0.0,200.0,1.0,BALANCED
21,2202.530270344437,2906.339014448232,0.99582,1458,164,15.140157403199552,12,44.85984259680062,5.315535301802847,-0.12,-0.0,0.0,400.0,1.0,BALANCED
22,3692.839927745891,2905.853391997174,0.99563,1458,144,4.572944306003347,6,55.42705569399666,6.848843145601503,-0.06,-0.0,0.0,200.0,1.0,BALANCED
23,2181.702704370374,2900.920423554988,0.99544,1458,160,15.075171803503046,12,44.92482819649688,5.7718956615862025,-0.12,-0.0,0.0,400.0,1.0,BALANCED
24,3547.1731361525754,2891.7607798717527,0.99525,1458,142,4.5758906612091925,6,55.42410933879079,7.005619054814513,-0.06,-0.0,0.0,200.0,1.0,BALANCED
25,2091.2213096659725,2884.8844398032957,0.9950600000000001,1458,158,15.098951045368727,12,44.90104895463114,5.47977143175723,-0.12,-0.0,0.0,400.0,1.0,BALANCED
26,3501.043953902982,2871.145013332316,0.99487,1458,136,4.570813595432882,6,55.429186404567204,6.953291328427591,-0.06,-0.0,0.0,200.0,1.0,BALANCED
27,2265.8848247700107,2872.9330034664827,0.99468,1458,156,15.047773319085037,12,44.95222668091497,6.310144120328671,-0.12,-0.0,0.0,400.0,1.0,BALANCED
