episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,3629.680659321298,3629.680659321298,0.999000499833375,1000,,,,,,,,,0.10832127388566733
1,3679.384117316533,3654.5323883189158,0.9980019986673331,2000,,,,,,,,,0.3050427735596895
2,3851.270036348456,3720.1116043287625,0.997004495503373,3000,,,,,,,,,0.9090561491064727
3,4219.2371557974975,3844.892992195946,0.9960079893439915,4000,,,,,,,,,1.4747057639434933
4,4475.540621867034,3971.0225181301635,0.9950124791926823,5000,,,,,,,,,1.9764720676094294
5,3853.9070857401066,3951.503279398487,0.9940179640539353,6000,,,,,,,,,2.708078473135829
6,4066.6921448752464,3967.958831609453,0.9930244429332351,7000,,,,,,,,,3.0681805767118933
7,3925.4477209747624,3962.644942780117,0.9920319148370607,8000,,,,,,,,,3.6065514202415945
8,4955.114129222513,4072.9192968292723,0.9910403787728838,9000,,,,,,,,,4.264202774763107
9,4064.08505061557,4072.0358722079022,0.9900498337491682,10000,,,,,,,,,4.877950427159667
10,3744.0540520053655,4083.4732114763087,0.9890602787753688,11000,,,,,,,,,6.418634654432535
11,4177.989765224755,4133.33377626713,0.9880717128619307,12000,,,,,,,,,6.6772533625364305
12,4470.107152534894,4195.217487885775,0.9870841350202878,13000,,,,,,,,,7.207065392583608
13,4328.074291142579,4206.101201420282,0.9860975442628621,14000,,,,,,,,,8.487991403639317
14,4104.639419043491,4169.011081137929,0.9851119396030629,15000,,,,,,,,,8.036243920326234
15,4048.5994859839466,4188.480321162313,0.9841273200552854,16000,,,,,,,,,8.884817274063826
16,3821.6099946589625,4163.9721061406835,0.9831436846349099,17000,,,,,,,,,7.723042013719678
17,4243.047134117339,4195.732047454941,0.982161032358301,18000,,,,,,,,,9.306614507362246
18,4634.935661493281,4163.714200682019,0.9811793622428063,19000,,,,,,,,,10.650059107542038
19,4572.193603241148,4214.525055944577,0.9801986733067557,20000,,,,,,,,,9.6070110411942
