episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,4555.826487561758,4555.826487561758,0.99981,729,51,3.8489289241513616,6,56.15107107584872,6.792929957277918,-0.06,-0.0,0.0
1,4549.404123716531,4552.615305639145,0.99962,729,48,3.8481847466214045,6,56.151815253378615,6.8715420025595275,-0.06,-0.0,0.0
2,4720.315960962321,4608.515524080204,0.99943,729,48,3.8360578584909195,6,56.16394214150907,6.774602230890685,-0.06,-0.0,0.0
3,4526.393044797537,4587.984904259537,0.99924,729,50,3.8344496809352075,6,56.16555031906483,6.873214278005447,-0.06,-0.0,0.0
4,4637.415032475268,4597.870929902683,0.99905,729,51,3.846510213688181,6,56.15348978631183,6.882378139880132,-0.06,-0.0,0.0
5,4582.807562989287,4595.36036875045,0.99886,729,51,3.8281260360766796,6,56.17187396392332,6.975990185385616,-0.06,-0.0,0.0
6,4609.486835721659,4597.378435460623,0.99867,729,48,3.8246028319348984,6,56.175397168065096,6.826464952137692,-0.06,-0.0,0.0
7,4724.9972120868015,4613.330782538895,0.99848,729,50,3.83134665422898,6,56.16865334577089,6.85107699764282,-0.06,-0.0,0.0
8,4548.686175499991,4606.148048423461,0.99829,729,50,3.841409187140739,6,56.15859081285922,6.914240860322169,-0.06,-0.0,0.0
9,4654.058774713026,4610.939121052417,0.9981,729,47,3.8308190095378167,6,56.1691809904622,7.027852905827604,-0.06,-0.0,0.0
10,4549.017618314524,4610.258234127695,0.99791,729,54,3.8424341213515527,6,56.15756587864843,6.861913135186942,-0.06,-0.0,0.0
11,4644.38301838227,4619.7561235942685,0.99772,729,50,3.830403943813007,6,56.16959605618715,6.940525180468908,-0.06,-0.0,0.0
12,4513.687733412831,4599.093300839319,0.99753,729,46,3.83495847672048,6,56.16504152327957,6.949689043371774,-0.06,-0.0,0.0
13,4700.612187799221,4616.515215139488,0.99734,729,41,3.8240982990445955,6,56.17590170095546,6.763301088653682,-0.06,-0.0,0.0
14,4662.142584151901,4618.987970307151,0.99715,729,48,3.8293054108797855,6,56.17069458912012,6.951361317789512,-0.06,-0.0,0.0
