episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,-5968.554384794021,-5968.554384794021,21000,0.009442246286198497,270,7.362868583017394,6,52.63713141698261,5.4400541573011,-0.06,-0.0,0.0,0.8986175549030304,180.0,0.4
1,-5533.011725190132,-5750.783054992076,22000,0.008768338710069656,291,25.213318901110615,12,34.78668109888944,0.0,-0.12,-0.35343626488536284,0.0,0.9140853604674339,260.0,0.5
2,4053.238915002471,-2482.7757316605607,23000,0.00812052097171545,28,5.587690665061198,6,54.412309334938804,10.0,-0.06,-0.0,0.0,0.9176557648181916,190.0,0.4
3,-3294.0581780931766,-2685.5963432687145,24000,0.007539125392213464,247,22.062047225448826,12,37.937952774551285,10.0,-0.12,-0.0,0.0,0.9438799566030502,360.0,1.0
4,4903.442956908449,-1167.7884832332818,25000,0.0070402935380116105,35,5.316460637666056,6,54.6835393623338,10.0,-0.06,-0.0,0.0,0.9550808417797089,180.0,1.0
5,1235.5745601513422,-767.2279760025112,26000,0.006608410621993244,172,18.62450111715724,12,41.37549888284281,10.0,-0.12,-0.0,0.0,0.960695412158966,400.0,0.5
6,-9825.912367494484,-2061.3257462156503,27000,0.006170563050545752,363,6.3662862821901145,5,53.63371371780986,0.0,-0.05,-1.6304351581171295,0.0,0.9184265440702438,200.0,0.2
7,2823.334146546408,-1450.743259620393,28000,0.005792426876723766,53,18.635441708036776,12,41.36455829196307,10.0,-0.12,-0.0,0.0,0.9248405069112777,400.0,0.4
8,6813.665224167065,-532.4756503106754,29000,0.005412405007518828,23,4.352404255013832,6,55.64759574498596,10.0,-0.06,-0.0,0.0,0.9296452403068542,190.0,0.8
9,-6324.016022251458,-1111.6296875047537,30000,0.005081553594209254,332,22.57168560019588,12,37.428314399804144,0.0,-0.12,-3.881226000002478,0.0,0.8879187548160553,300.0,0.30000000000000004
10,-10610.092494558532,-1575.7834984812046,31000,0.004772323649376631,546,6.932218337079099,6,53.06778166292098,0.0,-0.06,-2.577510153387994,0.0,0.904146488904953,190.0,0.4
11,-6873.692343718166,-1709.8515603340081,32000,0.004470217856578529,441,22.040313925692743,12,37.959686074307214,0.0,-0.12,-2.3716402398868475,0.0,0.9238352334499359,300.0,0.7000000000000001
12,6898.631612302807,-1425.3122906039741,33000,0.004242815601173788,28,4.422436309692536,6,55.5775636903075,10.0,-0.06,-0.0,0.0,0.9394312310218811,170.0,0.0
13,3687.833452668654,-727.1231275277912,34000,0.003975030092988163,44,15.655987816671638,12,44.344012183328395,10.0,-0.12,-0.0,0.0,0.9227908825874329,340.0,0.30000000000000004
14,-7608.9292418609875,-1978.3603474047347,35000,0.0037577776820398867,558,7.046638391581852,6,52.953361608418284,0.0,-0.06,-5.583542642063302,0.0,0.9128749239444732,160.0,0.7000000000000001
15,-4892.464601475154,-2591.1642635673843,36000,0.0035506790736690164,239,23.248826141911056,12,36.751173858089004,1.4994388846683027,-0.12,-0.0,0.0,0.9357081139087677,400.0,0.6000000000000001
16,-11473.677229094701,-2755.9407497274065,37000,0.0033962916349992156,862,8.22601036425966,1,51.77398963574037,0.0,-0.01,-5.61741811645716,0.0,0.9197159510850906,170.0,0.2
17,4081.4956550235083,-2630.1245988796964,38000,0.0032596311066299677,46,16.33683003321184,12,43.663169966788146,10.0,-0.12,-0.0,0.0,0.9214480364322662,240.0,0.8
18,6826.237013746819,-2628.867419921721,39000,0.0031033793347887695,31,4.436290446324925,6,55.56370955367506,10.0,-0.06,-0.0,0.0,0.9029817193746567,160.0,0.4
19,1080.9597915004376,-1888.3698385465311,40000,0.0029791987035423517,105,16.28794835930956,12,43.71205164069039,10.0,-0.12,-0.0,0.0,0.9056774526834488,340.0,0.9
20,6981.308789805771,-129.22971011010105,41000,0.002839630702510476,18,4.48367841890404,6,55.516321581095845,10.0,-0.06,-0.0,0.0,0.9077682214975357,200.0,0.6000000000000001
21,964.31705993299,654.5712302550144,42000,0.0027580177993513644,80,16.225762250245502,12,43.7742377497545,10.0,-0.12,-0.0,0.0,0.8800521111488342,380.0,0.7000000000000001
22,-9415.26854908067,-976.8187858833332,43000,0.0026461810630280524,561,7.563772938360311,4,52.43622706163967,0.0,-0.04,-4.151563256395017,0.0,0.8862025225162506,170.0,0.30000000000000004
