episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-1776.5233330940455,-1776.5233330940455,3000,0.04990690667182207,20,45.81407313347354,6,14.18592686652639,7.776541590535978,-0.30000000000000004,-0.0,0.0,1.782023903131485
1,7667.738327921175,2945.607497413565,6000,0.04575473349541426,334,33.993439167818124,3,26.006560832181847,7.7688320147180026,-0.15000000000000002,-0.0,0.0,0.55293258279562
2,22508.070463542284,9466.428486123137,9000,0.04369877092540264,16,28.003001338742628,3,31.996998661257326,7.753556856736443,-0.15000000000000002,-0.0,0.0,0.3534219753742218
3,22506.518050787297,12726.450877289179,12000,0.04248674400150776,17,27.987731372662438,3,32.012268627337704,7.77087456157247,-0.15000000000000002,-0.0,0.0,0.36353228822350503
4,22509.1226924295,14682.985240317244,15000,0.04189801402390003,18,28.001285270238093,3,31.998714729761772,7.762116597951251,-0.15000000000000002,-0.0,0.0,0.40630010306835174
