episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,4277.073526152756,4277.073526152756,0.99981,243,,,,,,,,
1,3885.965545263058,4081.5195357079074,0.99962,243,,,,,,,,
2,4307.663550571117,4156.900873995644,0.99943,243,,,,,,,,
3,3731.2194284423335,4050.4805126073165,0.99924,243,,,,,,,,
4,3966.8966009472974,4033.763730275313,0.99905,243,,,,,,,,
5,4061.2869801678726,4038.3509385907396,0.99886,243,,,,,,,,
6,3599.5774359033,3975.669009635391,0.99867,243,,,,,,,,
7,4595.530730154961,4053.151724700337,0.99848,243,,,,,,,,
8,4156.376962401772,4064.621195556052,0.99829,243,,,,,,,,
9,4322.562524923195,4090.415328492766,0.9981,243,,,,,,,,
10,4037.611051803238,4066.469081057814,0.99791,243,,,,,,,,
11,4466.248412336084,4124.497367765117,0.99772,243,,,,,,,,
12,3981.3572050913417,4091.86673321714,0.99753,243,,,,,,,,
13,4308.527988604141,4149.597589233321,0.99734,243,,,,,,,,
14,4641.6904221387595,4217.076971352466,0.99715,243,,,,,,,,
15,4064.443299371856,4217.392603272865,0.99696,243,,,,,,,,
16,3962.759075030221,4253.710767185557,0.99677,243,,,,,,,,
17,3811.5033172857216,4175.308025898633,0.99658,243,,,,,,,,
18,3757.72131131123,4135.442460789579,0.99639,243,,,,,,,,
19,4058.143895535979,4109.000597850857,0.9962,243,,,,,,,,
20,4044.310558997035,4109.670548570237,0.99601,243,,,,,,,,
21,3937.649461740972,4056.8106535107254,0.99582,243,,,,,,,,
22,3740.4346104769306,4032.718394049284,0.99563,243,,,,,,,,
23,4010.988765708757,4002.9644717597466,0.99544,243,,,,,,,,
24,4118.606615222723,3950.6560910681424,0.99525,243,,,,,,,,
25,4237.164042763958,3967.928165407353,0.9950600000000001,243,,,,,,,,
26,4200.299267736769,3991.6821846780076,0.99487,243,,,,,,,,
27,3940.9166611775563,4004.6235190671914,0.99468,243,,,,,,,,
28,4070.5903012150407,4035.9104180575714,0.99449,243,,,,,,,,
29,4142.189616104885,4044.314990114463,0.9943,243,,,,,,,,
30,3785.989321260796,4018.4828663408384,0.99411,243,,,,,,,,
31,4078.5505451087874,4032.5729746776206,0.99392,243,,,,,,,,
32,4314.124874467247,4089.9420010766516,0.99373,243,,,,,,,,
33,4189.083366417381,4107.751461147514,0.99354,243,,,,,,,,
34,4109.961942450776,4106.88699387032,0.99335,243,,,,,,,,
35,4250.58978158285,4108.229567752209,0.99316,243,,,,,,,,
36,3858.229463648694,4074.0225873434015,0.99297,243,,,,,,,,
37,4047.7737851824427,4084.7082997438897,0.99278,243,,,,,,,,
38,4131.6763579178905,4090.816905414175,0.99259,243,,,,,,,,
39,4333.767459595322,4109.9746897632185,0.9924,243,,,,,,,,
40,3639.6097373617044,4095.3367313733092,0.99221,243,,,,,,,,
41,3736.8959945271977,4061.1712763151504,0.99202,243,,,,,,,,
42,4279.505862367364,4057.7093751051625,0.99183,243,,,,,,,,
43,4323.083665836442,4071.1094050470683,0.99164,243,,,,,,,,
44,4331.564741863165,4093.2696849883077,0.99145,243,,,,,,,,
45,4199.5052783989395,4088.161234669916,0.99126,243,,,,,,,,
46,4211.391683761294,4123.477456681176,0.99107,243,,,,,,,,
47,4326.932174988501,4151.393295661782,0.99088,243,,,,,,,,
48,3771.6780647198607,4115.393466341979,0.99069,243,,,,,,,,
49,3752.8801411316567,4057.304734495613,0.9905,243,,,,,,,,
50,4246.911741029418,4118.034934862384,0.99031,243,,,,,,,,
51,3660.718063579039,4110.417141767568,0.99012,243,,,,,,,,
52,4145.683691152854,4097.034924646117,0.98993,243,,,,,,,,
53,4043.990536139099,4069.1256116763825,0.98974,243,,,,,,,,
54,4354.2936378471,4071.398501274776,0.98955,243,,,,,,,,
55,3834.971535793799,4034.945127014262,0.98936,243,,,,,,,,
56,4525.6904963500065,4066.3750082731335,0.98917,243,,,,,,,,
57,3795.885585061517,4013.270349280435,0.98898,243,,,,,,,,
58,3969.6851519708057,4033.0710580055297,0.98879,243,,,,,,,,
59,4321.19208680208,4089.902252572572,0.9886,243,,,,,,,,
60,4309.09685511753,4096.120763981383,0.98841,243,,,,,,,,
61,4139.729627282317,4144.021920351711,0.98822,243,,,,,,,,
62,4064.660242337293,4135.919575470154,0.98803,243,,,,,,,,
63,4158.491352816519,4147.369657137896,0.98784,243,,,,,,,,
64,4249.19685417036,4136.859978770222,0.98765,243,,,,,,,,
65,4248.646175873734,4178.227442778216,0.98746,243,,,,,,,,
66,4052.159733228218,4130.874366466038,0.98727,243,,,,,,,,
67,4272.417412939937,4178.52754925388,0.98708,243,,,,,,,,
68,3926.461283210951,4174.205162377894,0.98689,243,,,,,,,,
69,4073.0689348764067,4149.392847185326,0.9867,243,,,,,,,,
70,3821.8890210919467,4100.672063782768,0.98651,243,,,,,,,,
71,3929.715057885271,4079.670606843064,0.98632,243,,,,,,,,
72,3700.956351077901,4043.3002177171256,0.98613,243,,,,,,,,
73,4013.287898874674,4028.77987232294,0.98594,243,,,,,,,,
74,4035.269991895117,4007.387186095416,0.98575,243,,,,,,,,
75,4000.2197121330273,3982.5445397213452,0.98556,243,,,,,,,,
76,4014.073452566584,3978.7359116551816,0.98537,243,,,,,,,,
77,3933.3156818863476,3944.8257385498227,0.9851800000000001,243,,,,,,,,
78,4115.2125442290935,3963.700864651637,0.98499,243,,,,,,,,
79,4156.848849440403,3972.0788561080362,0.9848,243,,,,,,,,
80,4313.039011373333,4021.1938551361745,0.98461,243,,,,,,,,
81,3959.9829908295196,4024.2206484306,0.98442,243,,,,,,,,
82,4023.3982069440262,4056.464834017212,0.98423,243,,,,,,,,
83,4067.957265464654,4061.931770676211,0.98404,243,,,,,,,,
84,3857.2626159468896,4044.131033081388,0.98385,243,,,,,,,,
85,3910.7214138080844,4035.1812032488933,0.98366,243,,,,,,,,
86,4066.39167892498,4040.4130258847326,0.98347,243,,,,,,,,
87,4103.480172883086,4057.429474984407,0.98328,243,,,,,,,,
88,4251.548970001976,4071.0631175616954,0.98309,243,,,,,,,,
89,3782.675148508192,4033.6457474684744,0.9829,243,,,,,,,,
90,3892.325722430721,3991.574418574213,0.98271,243,,,,,,,,
91,3679.541315307772,3963.530251022039,0.98252,243,,,,,,,,
92,4285.934178662053,3989.7838481938406,0.98233,243,,,,,,,,
93,3718.1040635746303,3954.7985280048388,0.98214,243,,,,,,,,
94,3881.4137847652373,3957.213644886673,0.98195,243,,,,,,,,
95,3950.512508126826,3961.1927543185475,0.98176,243,,,,,,,,
96,4208.512122610556,3975.4047986871046,0.98157,243,,,,,,,,
97,4035.4306140366243,3968.599842802459,0.98138,243,,,,,,,,
98,3972.8699053352298,3940.731936335784,0.98119,243,,,,,,,,
99,3816.926350478121,3944.157056532777,0.981,243,,,,,,,,
100,4147.565143760979,3969.6809986658022,0.98081,243,,,,,,,,
101,3973.547979637234,3999.0816650987485,0.98062,243,,,,,,,,
102,4084.6054862253045,3978.9487958550744,0.98043,243,,,,,,,,
