episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
0,4838.0736811248735,4838.0736811248735,1000,0.06935121864080429,73,3.984384785738692,6,56.01561521426125,6.921732449388795,-0.06,-0.0,0.0,0.0,200.0,0.3,BALANCED
1,5481.3307417219185,5159.702211423396,2000,0.06858791504055262,57,3.873235318697659,6,56.12676468130226,6.930896311844625,-0.06,-0.0,0.0,2.1380926257371904,200.0,0.3,BALANCED
2,5695.042777881351,5338.149066909381,3000,0.06584190018475056,99,4.108183141064701,2,55.89181685893534,6.7445083583778755,-0.02,-0.0,0.0,1.527029965519905,200.0,0.3,BALANCED
