episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity,replication_state
11,3544.7772562124246,2789.2457867491416,12000,0.049989279359579086,194,15.776785129783612,5,44.223214870216324,5.5851626133427335,-0.05,-0.0,0.0,0.36458176374435425,400.0,1.0,BALANCED
12,4476.613020379574,3207.193437440904,13000,0.049532738514244556,172,4.707958476720478,2,55.29204152327954,6.7023665333748905,-0.02,-0.0,0.0,0.34482110604643823,185.0,0.9249999999999999,BALANCED
13,3556.2970582097005,3496.171609822521,14000,0.049139950424432755,193,15.740174371778041,5,44.25982562822207,5.893038383916116,-0.05,-0.0,0.0,0.35923969067633155,400.0,1.0,BALANCED
14,4405.927869875759,3693.670722743232,15000,0.04878953564912081,172,4.742805410879783,2,55.257194589120175,6.773927320412183,-0.02,-0.0,0.0,0.34556637205183505,189.0,0.945,BALANCED
15,3523.3517596693378,3898.866016906513,16000,0.048474596813321114,193,15.759556644957904,5,44.240443355042096,5.62341107237552,-0.05,-0.0,0.0,0.34377406232059005,400.0,1.0,BALANCED
16,4707.166391978048,3982.718811732217,17000,0.048186938278377056,179,4.771509766085626,2,55.22849023391433,6.657137021735011,-0.02,-0.0,0.0,0.33750802010297776,193.0,0.965,BALANCED
17,3576.5161748066967,3986.8968362511523,18000,0.047921779565513134,193,15.758675887317114,5,44.24132411268296,5.304286842658305,-0.05,-0.0,0.0,0.3042937047034502,400.0,1.0,BALANCED
18,4816.277378778297,4049.0497577580973,19000,0.047694829292595387,181,4.807508700429474,2,55.19249129957038,6.706405584380949,-0.02,-0.0,0.0,0.30107015460729597,197.0,0.985,BALANCED
19,3602.185134259339,4056.607297506756,20000,0.047490778379142284,193,15.754748161097805,5,44.245251838902135,5.634659531520063,-0.05,-0.0,0.0,0.31317960388958455,400.0,1.0,BALANCED
20,4950.72123750015,4115.983328166933,21000,0.04731954913586378,182,4.836501055678237,2,55.16349894432179,6.843585408800066,-0.02,-0.0,0.0,0.32731771156191825,200.0,1.0,BALANCED
21,3578.96252346612,4119.401854892302,22000,0.04717346094548702,193,15.77285740319955,5,44.22714259680061,5.315535301802847,-0.05,-0.0,0.0,0.3166921942681074,400.0,1.0,BALANCED
22,5035.459766753458,4175.28652952969,23000,0.04704900644719601,179,4.866794306003347,2,55.13320569399668,6.848843145601503,-0.02,-0.0,0.0,0.2940066409111023,200.0,1.0,BALANCED
23,3581.8079034261687,4177.837614051337,24000,0.046951428055763245,193,15.742971803503046,5,44.2570281964969,5.7718956615862025,-0.05,-0.0,0.0,0.32084985852241515,400.0,1.0,BALANCED
24,5005.482077362,4237.793034799962,25000,0.04687239695340395,175,4.865690661209193,2,55.134309338790786,7.005619054814513,-0.02,-0.0,0.0,0.2861924383044243,200.0,1.0,BALANCED
25,3543.4604645191935,4239.803905284947,26000,0.04681216925382614,193,15.762251045368718,5,44.23774895463118,5.47977143175723,-0.05,-0.0,0.0,0.2850931303948164,400.0,1.0,BALANCED
26,5043.433879713323,4273.430654058475,27000,0.046769214794039726,174,4.868713595432887,2,55.131286404567206,6.953291328427591,-0.02,-0.0,0.0,0.2949838615208864,200.0,1.0,BALANCED
27,3578.8586374103966,4273.664900318845,28000,0.046739389188587666,193,15.758323319085044,5,44.241676680915,6.310144120328671,-0.05,-0.0,0.0,0.2844646983593702,400.0,1.0,BALANCED
28,5010.1344644002165,4293.050608881037,29000,0.046720195561647415,177,4.86616995066876,2,55.13383004933121,6.741067237416718,-0.02,-0.0,0.0,0.2720013709366322,200.0,1.0,BALANCED
29,3583.6820521287354,4291.200300667976,30000,0.04670870862901211,193,15.767792560843455,5,44.23220743915654,5.491019891013532,-0.05,-0.0,0.0,0.2917672096937895,400.0,1.0,BALANCED
