episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,3631.416462127746,3631.416462127746,0.99981,1458,177,4.881678924151365,6,55.118321075848755,6.792929957277918,-0.06,-0.0,0.0,200.0,1.0,BALANCED
1,2295.5701758019945,2963.49331896487,0.99962,1458,194,15.818911950589253,12,44.18108804941075,5.85878067831998,-0.12,-0.0,0.0,400.0,1.0,BALANCED
2,3623.474179818609,3183.4869392494497,0.99943,1458,178,4.889057858490916,6,55.110942141509064,6.774602230890685,-0.06,-0.0,0.0,200.0,1.0,BALANCED
3,2227.949621599881,2944.6026098370576,0.99924,1458,202,15.88824422432704,12,44.11175577567302,5.689153366779861,-0.12,-0.0,0.0,400.0,1.0,BALANCED
4,3541.6707696247936,3064.016241794605,0.99905,1458,181,4.899510213688176,6,55.100489786311826,6.882378139880132,-0.06,-0.0,0.0,200.0,1.0,BALANCED
5,2290.086792666898,2935.0280002733202,0.99886,1458,198,15.836153466536038,12,44.163846533463975,5.397029137464978,-0.12,-0.0,0.0,400.0,1.0,BALANCED
6,3432.774474538683,3006.1346394540865,0.99867,1458,181,4.889752831934901,6,55.11024716806508,6.826464952137692,-0.06,-0.0,0.0,200.0,1.0,BALANCED
7,2246.37997086567,2911.1653058805346,0.99848,1458,199,15.867813613836834,12,44.132186386163184,5.583914154489095,-0.12,-0.0,0.0,400.0,1.0,BALANCED
8,3474.937657002998,2973.8066782274745,0.99829,1458,181,4.894409187140748,6,55.10559081285921,6.914240860322169,-0.06,-0.0,0.0,200.0,1.0,BALANCED
9,2253.463673437018,2901.772377748429,0.9981,1458,196,15.863512856024386,12,44.13648714397574,5.864789924771193,-0.12,-0.0,0.0,400.0,1.0,BALANCED
10,3558.4152808532835,2894.472259620983,0.99791,1458,185,4.899484121351549,6,55.10051587864844,6.861913135186942,-0.06,-0.0,0.0,200.0,1.0,BALANCED
11,2197.559976436133,2884.6712396843964,0.99772,1458,198,15.897385129783617,12,44.102614870216335,5.5851626133427335,-0.12,-0.0,0.0,400.0,1.0,BALANCED
12,3549.5448886040426,2877.2783105629396,0.99753,1458,175,4.883908476720477,6,55.11609152327954,6.949689043371774,-0.06,-0.0,0.0,200.0,1.0,BALANCED
13,2279.798293851425,2882.4631777880945,0.99734,1458,201,15.877874371778042,12,44.12212562822206,5.893038383916116,-0.12,-0.0,0.0,400.0,1.0,BALANCED
14,3439.148864409362,2872.210987266551,0.99715,1458,184,4.906605410879783,6,55.09339458912019,6.951361317789512,-0.06,-0.0,0.0,200.0,1.0,BALANCED
15,2388.187378943769,2882.021045894239,0.99696,1458,194,15.802306644957902,12,44.1976933550421,5.62341107237552,-0.12,-0.0,0.0,400.0,1.0,BALANCED
16,3485.536815733695,2887.29728001374,0.99677,1458,180,4.882659766085628,6,55.117340233914334,6.774137225974286,-0.06,-0.0,0.0,200.0,1.0,BALANCED
17,2373.1072508489237,2899.9700080120647,0.99658,1458,194,15.803675887317116,12,44.196324112682966,5.304286842658305,-0.12,-0.0,0.0,400.0,1.0,BALANCED
18,3542.8989246282954,2906.766134774595,0.99639,1458,179,4.882208700429475,6,55.117791299570385,6.755809500615236,-0.06,-0.0,0.0,200.0,1.0,BALANCED
19,2211.4104113343988,2902.5608085643335,0.9962,1458,201,15.898748161097808,12,44.10125183890216,5.634659531520063,-0.12,-0.0,0.0,400.0,1.0,BALANCED
20,3543.956498628556,2901.11493034186,0.99601,1458,181,4.878801055678236,6,55.12119894432179,6.843585408800066,-0.06,-0.0,0.0,200.0,1.0,BALANCED
21,2211.635829262902,2902.522515624537,0.99582,1458,201,15.934407403199554,12,44.06559259680063,5.315535301802847,-0.12,-0.0,0.0,400.0,1.0,BALANCED
22,3509.43670255113,2898.5116970192457,0.99563,1458,180,4.888844306003347,6,55.11115569399668,6.848843145601503,-0.06,-0.0,0.0,200.0,1.0,BALANCED
23,2231.0334605803073,2893.635213692134,0.99544,1458,196,15.829821803503048,12,44.170178196496884,5.7718956615862025,-0.12,-0.0,0.0,400.0,1.0,BALANCED
24,3540.4561039428113,2903.765937645479,0.99525,1458,175,4.883690661209192,6,55.116309338790785,7.005619054814513,-0.06,-0.0,0.0,200.0,1.0,BALANCED
25,2237.749006964016,2888.7221004475036,0.9950600000000001,1458,195,15.816251045368716,12,44.18374895463117,5.47977143175723,-0.12,-0.0,0.0,400.0,1.0,BALANCED
26,3505.850151215693,2890.7534339957037,0.99487,1458,184,4.927213595432886,6,55.0727864045672,6.953291328427591,-0.06,-0.0,0.0,200.0,1.0,BALANCED
27,2266.389026582054,2880.081611569017,0.99468,1458,202,15.882973319085039,12,44.117026680915004,6.310144120328671,-0.12,-0.0,0.0,400.0,1.0,BALANCED
28,3530.5869296708975,2878.850412073277,0.99449,1458,184,4.91251995066876,6,55.0874800493312,6.741067237416718,-0.06,-0.0,0.0,200.0,1.0,BALANCED
29,2257.6373669082836,2883.473107630665,0.9943,1458,200,15.91089256084345,12,44.08910743915654,5.491019891013532,-0.12,-0.0,0.0,400.0,1.0,BALANCED
