episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,9156.8578476256,9156.8578476256,0.99981,243,,,,,,,,
1,9229.522103616408,9193.189975621004,0.99962,243,,,,,,,,
2,9208.455295885677,9198.278415709228,0.99943,243,,,,,,,,
3,9229.816753588784,9206.163000179116,0.99924,243,,,,,,,,
4,9183.797690242096,9201.689938191712,0.99905,243,,,,,,,,
5,9222.928942086462,9205.22977217417,0.99886,243,,,,,,,,
6,9171.151283253894,9200.36141661413,0.99867,243,,,,,,,,
7,9216.46184345497,9202.373969969236,0.99848,243,,,,,,,,
8,9209.084946673443,9203.11963404748,0.99829,243,,,,,,,,
9,9163.692101517328,9199.176880794465,0.9981,243,,,,,,,,
10,9216.710535829556,9205.162149614862,0.99791,243,,,,,,,,
11,9189.940155016673,9201.203954754888,0.99772,243,,,,,,,,
12,9204.015686517183,9200.75999381804,0.99753,243,,,,,,,,
13,9236.585479080437,9201.436866367203,0.99734,243,,,,,,,,
14,9176.49927771746,9200.707025114742,0.99715,243,,,,,,,,
15,9210.18537284962,9199.432668191057,0.99696,243,,,,,,,,
16,9190.977134845714,9201.415253350238,0.99677,243,,,,,,,,
17,9148.241764515516,9194.593245456294,0.99658,243,,,,,,,,
18,9236.549287581063,9197.339679547054,0.99639,243,,,,,,,,
19,9187.995089303124,9199.769978325634,0.9962,243,,,,,,,,
20,9162.714901518959,9194.370414894574,0.99601,243,,,,,,,,
21,9162.543760349732,9191.63077542788,0.99582,243,,,,,,,,
22,9216.583447336732,9192.887551509835,0.99563,243,,,,,,,,
23,9194.787276430166,9188.707731244807,0.99544,243,,,,,,,,
24,9203.318509113891,9191.389654384451,0.99525,243,,,,,,,,
25,9223.17586019788,9192.688703119278,0.9950600000000001,243,,,,,,,,
26,9221.820087912394,9195.772998425946,0.99487,243,,,,,,,,
27,9223.393635815384,9203.288185555932,0.99468,243,,,,,,,,
28,9203.194836358103,9199.952740433637,0.99449,243,,,,,,,,
29,9208.05337938985,9201.95856944231,0.9943,243,,,,,,,,
30,9197.052939113251,9205.392373201737,0.99411,243,,,,,,,,
31,9209.739276881317,9210.111924854897,0.99392,243,,,,,,,,
32,9143.419723264122,9202.795552447635,0.99373,243,,,,,,,,
33,9223.519741440912,9205.66879894871,0.99354,243,,,,,,,,
34,9193.246743403177,9204.66162237764,0.99335,243,,,,,,,,
35,9194.261980916677,9201.770234449517,0.99316,243,,,,,,,,
36,9177.079744357676,9197.296200094048,0.99297,243,,,,,,,,
37,9208.551190599825,9195.81195557249,0.99278,243,,,,,,,,
38,9236.51989877694,9199.144461814376,0.99259,243,,,,,,,,
39,9236.24186354154,9201.963310229545,0.9924,243,,,,,,,,
40,9223.329611359199,9204.59097745414,0.99221,243,,,,,,,,
41,9229.895407562723,9206.606590522279,0.99202,243,,,,,,,,
42,9216.546236539183,9213.919241849786,0.99183,243,,,,,,,,
43,9183.586094530012,9209.925877158694,0.99164,243,,,,,,,,
44,9196.625429113707,9210.263745729748,0.99145,243,,,,,,,,
45,9216.967403692674,9212.534288007348,0.99126,243,,,,,,,,
46,9196.87305464306,9214.513619035886,0.99107,243,,,,,,,,
47,9149.858631098063,9208.644363085708,0.99088,243,,,,,,,,
48,9223.018350276057,9207.29420823562,0.99069,243,,,,,,,,
49,9216.360674022899,9205.306089283757,0.9905,243,,,,,,,,
