episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-10727.37479330455,-10727.37479330455,3000,0.0666346913203597,18,45.86447313347354,6,14.135526866526412,7.776541590535978,-0.30000000000000004,-0.0,0.0,2.2124825525283813
1,-10737.285624594859,-10732.330208949705,6000,0.06103685311973095,18,45.8699391678182,6,14.13006083218194,7.768832014719424,-0.30000000000000004,-0.0,0.0,1.6885889625549317
2,-10011.749889328237,-10492.136769075883,9000,0.057672751136124134,132,44.760601338742696,6,15.239398661257296,7.753556856736443,-0.30000000000000004,-0.0,0.0,1.3484131997823716
3,21823.85109814601,-2413.1398022704097,12000,0.05597271304577589,17,28.331731372662425,3,31.668268627337707,7.77087456157247,-0.15000000000000002,-0.0,0.0,0.742271246612072
4,21864.570118975797,2442.4021819788313,15000,0.055155906826257706,18,28.328085270238102,3,31.67191472976179,7.762116597951251,-0.15000000000000002,-0.0,0.0,0.5792578983306885
