episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-10297.447313481625,-10297.447313481625,3000,0.04831654392182827,27,45.58627313347354,6,14.413726866526462,7.776541590535978,-0.30000000000000004,-0.0,0.0,1.7520458108186723
1,484.79733468793376,-4906.324989396846,6000,0.04443901404738426,156,36.64873916781815,3,23.35126083218195,7.7688320147180026,-0.15000000000000002,-0.0,0.0,0.6633617919683457
2,14346.527161373844,1511.292394193384,9000,0.04266534838825464,16,31.662301338742655,3,28.337698661257154,7.753556856735022,-0.15000000000000002,-0.0,0.0,0.5487541492283344
3,18391.51234144164,5731.347381005448,12000,0.04172580409795046,17,29.901231372662412,3,30.098768627337737,7.770874561571049,-0.15000000000000002,-0.0,0.0,0.5140195417404175
4,22296.171610046007,9044.31222681356,15000,0.04129455331712961,18,28.147485270238096,3,31.852514729761783,7.762116597951251,-0.15000000000000002,-0.0,0.0,0.4239457112550735
