episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,-4160.018963590976,-4160.018963590976,1000,0.046875,481,7.388487547981424,6,52.611512452018616,6.208377060275112,-0.06,-0.0,0.0,0.0,180.0,0.5
1,-10429.96536740325,-7294.992165497113,2000,0.043953107204288244,841,25.371885298638404,12,34.62811470136149,0.0,-0.12,-10.3831160944537,0.0,1.8285559380054475,260.0,0.0
2,-8450.803128400303,-7680.262486464843,3000,0.040697875898331404,499,6.9387933829639135,6,53.061206617036035,6.456142891364043,-0.06,-0.0,0.0,1.5298782002925873,200.0,0.9
3,-12447.080927481056,-8871.967096718898,4000,0.03894456150010228,1000,33.37745951039423,0,26.622540489605708,0.0,-0.0,-15.958758554333748,0.0,1.145829640030861,260.0,0.5
4,-5945.234188632304,-8286.620515101578,5000,0.03762728767469525,639,7.976367437923982,6,52.023632562075925,0.0,-0.06,-5.591815343141144,0.0,0.9489743745326996,160.0,0.8
5,-13157.53753975281,-9098.440019210118,6000,0.03642722824588418,1000,32.74092477263444,1,27.259075227365592,0.0,-0.01,-4.780818806628466,0.0,0.8947158896923065,380.0,0.0
6,-4393.600836964488,-8426.320136032171,7000,0.03532831557095051,510,7.775812153061371,6,52.2241878469387,0.0,-0.06,-13.681787636054636,0.0,0.8271390509605407,130.0,0.8
7,-12665.120009086608,-8956.170120163975,8000,0.034342238679528236,996,30.598303189289012,6,29.401696810710853,0.0,-0.06,-5.327692613476542,0.0,0.8246559858322143,360.0,0.8
8,-7349.954586934657,-8777.70172758294,9000,0.033398476894944906,597,7.616422208034287,6,52.38357779196565,6.483289689921053,-0.06,-0.0,0.0,0.7835405793786049,190.0,0.6000000000000001
9,-10741.951484050685,-8974.126703229715,10000,0.03257279470562935,852,27.392808452237364,12,32.6071915477627,1.0737675610569586,-0.12,-0.0,0.0,0.7502874305844307,340.0,0.2
10,-6175.412427389155,-9175.666049609532,11000,0.031828069128096104,508,7.013944042952414,6,52.986055957047576,4.9071819917128,-0.06,-0.0,0.0,0.7046024495363236,160.0,0.8
11,-10013.026868052073,-9133.972199674414,12000,0.031146693974733353,876,25.57758266380008,12,34.42241733619984,0.0,-0.12,-3.610495573247965,0.0,0.6930280390381813,320.0,0.4
12,-7907.793147082287,-9079.671201542611,13000,0.03052059095352888,680,8.63090209807127,6,51.36909790192876,0.0,-0.06,-0.33938425648005754,0.0,0.6432451540231705,190.0,0.1
13,-9729.78721319589,-8807.941830114094,14000,0.029949980787932873,801,25.289527926254884,12,34.71047207374503,0.0,-0.12,-0.10520587771854384,0.0,0.6375569185614586,300.0,0.6000000000000001
14,-4648.097421000592,-8678.228153350925,15000,0.029432611539959908,485,7.689015933075203,6,52.31098406692488,5.724747208585318,-0.06,-0.0,0.0,0.6278556144237518,160.0,0.1
