episode,reward,avg10,epsilon,buffer,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,4102.12339572986,4102.12339572986,0.999000499833375,1000,,,,,,,,,0.1492768170684576
1,3797.6344989642257,3949.878947347043,0.9980019986673331,2000,,,,,,,,,0.38022754941135645
2,4364.897136498862,4088.2183437309827,0.997004495503373,3000,,,,,,,,,0.8209387274831533
3,4649.676620317998,4228.582912877737,0.9960079893439915,4000,,,,,,,,,1.4166616285592317
4,4099.297469554614,4202.725824213112,0.9950124791926823,5000,,,,,,,,,2.240162150859833
5,4492.745002956824,4251.062354003731,0.9940179640539353,6000,,,,,,,,,2.7475286564975976
6,4289.047370741583,4256.488784966282,0.9930244429332351,7000,,,,,,,,,3.5497908014804125
7,4187.5226880626415,4247.868022853325,0.9920319148370607,8000,,,,,,,,,3.7719305369257925
8,4233.292118684212,4246.248477945646,0.9910403787728838,9000,,,,,,,,,4.698413364738226
9,3987.950869870083,4220.418717138089,0.9900498337491682,10000,,,,,,,,,5.2464344117045405
10,4174.367643083701,4227.643141873474,0.9890602787753688,11000,,,,,,,,,6.0760557480156425
11,3934.5463438336583,4241.334326360417,0.9880717128619307,12000,,,,,,,,,6.162917308807373
12,3842.477627791357,4189.092375489667,0.9870841350202878,13000,,,,,,,,,6.4959245096147065
13,4583.361601830526,4182.460873640919,0.9860975442628621,14000,,,,,,,,,7.371996866166592
14,4040.086208196346,4176.539747505094,0.9851119396030629,15000,,,,,,,,,7.562108729183674
15,3828.8181697827195,4110.147064187682,0.9841273200552854,16000,,,,,,,,,8.02664706557989
16,4196.244917958797,4100.866818909404,0.9831436846349099,17000,,,,,,,,,8.33165676675737
17,4221.0000425815215,4104.214554361291,0.982161032358301,18000,,,,,,,,,9.350805522054435
18,3971.9733124185927,4078.0826737347306,0.9811793622428063,19000,,,,,,,,,9.88813460111618
19,4020.20472275092,4081.3080590228137,0.9801986733067557,20000,,,,,,,,,10.21281799763441
