episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,3968.142939508034,3968.142939508034,0.98,243,,,,,,,,
1,4486.2876612867985,4227.215300397416,0.9603999999999999,243,,,,,,,,
2,4259.695972789472,4238.042191194768,0.9411919999999999,243,,,,,,,,
3,4943.090251510228,4414.304206273633,0.9223681599999999,243,,,,,,,,
4,5019.293084809055,4535.301981980718,0.9039207967999998,243,,,,,,,,
5,4453.344137730772,4521.642341272393,0.8858423808639998,243,,,,,,,,
6,4273.796579767539,4486.2358039145565,0.8681255332467198,243,,,,,,,,
7,4817.8996206203055,4527.693781002776,0.8507630225817854,243,,,,,,,,
8,5094.607376135689,4590.684180461988,0.8337477621301497,243,,,,,,,,
9,5199.242961378187,4651.540058553608,0.8170728068875467,243,,,,,,,,
10,4920.139453743654,4746.73970997717,0.8007313507497957,243,,,,,,,,
11,5330.173993680052,4831.128343216495,0.7847167237347998,243,,,,,,,,
12,5425.827627907676,4947.741508728315,0.7690223892601038,243,,,,,,,,
13,5566.834708471314,5010.115954424424,0.7536419414749017,243,,,,,,,,
14,5468.002135738301,5054.986859517348,0.7385691026454037,243,,,,,,,,
15,5952.247349516757,5204.877180695947,0.7237977205924956,243,,,,,,,,
16,5663.778456007269,5343.87536831992,0.7093217661806457,243,,,,,,,,
17,6152.327507721848,5477.318157030075,0.6951353308570327,243,,,,,,,,
18,5715.126499958696,5539.3700694123745,0.6812326242398921,243,,,,,,,,
19,6150.700205591335,5634.515793833691,0.6676079717550942,243,,,,,,,,
