episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss,dynamic_tsla,dynamic_min_popularity
0,2988.529795566712,2988.529795566712,1000,0.06093749962747097,64,3.921828924151362,6,56.07817107584872,6.419892241965604,-0.06,-0.0,0.0,0.0,130.0,0.9
1,846.4224070947838,1917.476101330748,2000,0.060046407394111156,129,13.647661950589255,12,46.352338049410726,3.5813011305339506,-0.12,-0.0,0.0,1.7950899320840836,240.0,0.0
2,-93.53613217085653,1247.1386901635465,3000,0.05771101452410221,202,4.591607858490916,2,55.408392141509076,3.5910037181523657,-0.02,-0.0,0.0,1.2495959675312043,120.0,0.1
3,77.86626294707152,954.8205833594277,4000,0.05605144426226616,251,13.182394224327032,7,46.81760577567302,3.452204489039784,-0.07,-0.0,0.0,0.9862057226896286,300.0,1.0
4,3711.766988258767,1506.2098643392956,5000,0.054776543751358986,38,3.73131021368818,2,56.268689786311825,4.6891116284006635,-0.02,-0.0,0.0,0.7643913650512695,140.0,0.1
5,2065.923353179115,1599.4954458125987,6000,0.05372020602226257,56,13.04480346653604,8,46.95519653346397,5.107029137464588,-0.08,-0.0,0.0,0.5001850573718548,400.0,0.1
6,4827.156349163752,2060.5898605770494,7000,0.05283302906900644,39,3.725602831934901,2,56.2743971680651,5.537017590750672,-0.02,-0.0,0.0,0.34529938459396364,170.0,1.0
7,3000.4900718292306,2178.0773869835716,8000,0.05204714462161064,65,13.271313613836828,8,46.72868638616317,3.5298926931109187,-0.08,-0.0,0.0,0.26173809334635734,320.0,0.5
8,5290.482005051131,2523.9001223244113,9000,0.051363950595259666,39,3.7302591871407405,2,56.26974081285922,6.3342408603224545,-0.02,-0.0,0.0,0.26923378817737104,200.0,0.4
9,2329.6335681486134,2504.4734669068316,10000,0.050723650492727757,85,13.66121285602437,7,46.338787143975736,4.814789924771153,-0.07,-0.0,0.0,0.2658654730021954,400.0,0.7000000000000001
10,5344.617609297178,2740.0822482798785,11000,0.05015059653669596,72,3.970234121351554,2,56.02976587864844,6.261913135187276,-0.02,-0.0,0.0,0.2460003560036421,200.0,0.7000000000000001
11,3501.95378803911,3005.6353863743116,12000,0.049618749879300594,110,14.053285129783609,9,45.946714870216354,5.715162613342786,-0.09,-0.0,0.0,0.2534850497543812,400.0,0.30000000000000004
12,4680.810273874097,3483.0700269788067,13000,0.04917052574455738,107,4.302958476720479,2,55.69704152327955,6.3896890433723685,-0.02,-0.0,0.0,0.25037318155169486,200.0,1.0
13,3626.5717894479976,3837.9405796288984,14000,0.04876517690718174,109,14.01667437177803,9,45.98332562822211,2.588397306526995,-0.09,-0.0,0.0,0.25093551315367224,240.0,0.9
14,4924.053697184568,3959.169250521479,15000,0.048387348651885986,88,4.135305410879786,2,55.86469458912015,6.371361317789443,-0.02,-0.0,0.0,0.245088716968894,200.0,1.0
15,4554.956702961445,4208.072585499713,16000,0.04805484879761934,109,14.041906644957903,11,45.958093355042124,5.993411072375723,-0.11,-0.0,0.0,0.22110458001494407,400.0,1.0
16,5143.814725819421,4239.7384231652795,17000,0.04775505792349577,89,4.131609766085631,2,55.86839023391432,6.134137225974712,-0.02,-0.0,0.0,0.2554692114144564,200.0,1.0
17,3735.552545816902,4313.244670564046,18000,0.04748772829771042,105,14.035175887317102,9,45.96482411268296,4.9042868426578154,-0.09,-0.0,0.0,0.23809220954775812,400.0,1.0
18,4270.86784357565,4211.2832544164985,19000,0.04724195506423712,112,4.305308700429481,2,55.694691299570394,6.115809500616017,-0.02,-0.0,0.0,0.26526916056871414,200.0,1.0
19,4538.430689342915,4432.162966535929,20000,0.04702835530042648,107,14.040248161097823,11,45.959751838902136,6.004659531520266,-0.11,-0.0,0.0,0.2581460992991924,400.0,1.0
20,5318.5176445338175,4429.552970059593,21000,0.04685533698648214,93,4.136301055678239,3,55.86369894432179,6.5435854088000545,-0.03,-0.0,0.0,0.25142143309116366,200.0,1.0
21,3661.0628826426646,4445.463879519948,22000,0.0467082979157567,110,14.053857403199553,10,45.94614259680058,4.488865060944526,-0.1,-0.0,0.0,0.23251940414309502,340.0,1.0
22,5404.304317017456,4517.8132838342835,23000,0.0465853177011013,91,4.14229430600335,3,55.85770569399663,6.5488431456014915,-0.03,-0.0,0.0,0.2407685635238886,200.0,1.0
23,1639.159790870446,4319.072083976528,24000,0.04648725874722004,154,14.979321803503046,8,45.02067819649689,5.328311222722459,-0.08,-0.0,0.0,0.24544734381139277,380.0,1.0
24,5043.508870767056,4331.017601334777,25000,0.04640577454119921,88,4.141190661209192,3,55.858809338790785,6.725619054814455,-0.03,-0.0,0.0,0.23908969044685363,200.0,1.0
25,4824.16397152628,4357.9383281912615,26000,0.04634676035493612,65,13.293101045368717,11,46.706898954631164,5.869771431757387,-0.11,-0.0,0.0,0.22782378636300563,400.0,1.0
26,5871.8837867042075,4430.745234279739,27000,0.04630271252244711,35,3.7392135954328776,3,56.26078640456718,6.65329132842758,-0.03,-0.0,0.0,0.23443104907870294,200.0,1.0
27,4535.09100697874,4510.699080395923,28000,0.046272747218608856,53,13.071823319085045,10,46.928176680914966,6.310144120328671,-0.1,-0.0,0.0,0.23041680932044983,400.0,1.0
28,5947.918179057005,4678.404113944059,29000,0.046253226697444916,38,3.736669950668767,3,56.2633300493312,6.66106723741655,-0.03,-0.0,0.0,0.22470443081110716,200.0,1.0
29,3691.2010114445843,4593.681146154226,30000,0.04624174069613218,83,13.652792560843455,8,46.34720743915655,4.443178832645842,-0.08,-0.0,0.0,0.22427572034299373,380.0,1.0
