episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-7754.220190199153,-7754.220190199153,3000,0.05177905783057213,1945,37.90377313347365,6,22.096226866526496,8.276541590534102,-0.30000000000000004,-0.0,0.0,1.7637062096595764
1,-11385.991795649426,-9570.10599292429,6000,0.04852181300520897,2830,34.23743916781816,0,25.76256083218208,0.0,-0.0,-1.7539153476690084,0.0,1.689410207271576
2,-11494.632112735635,-10211.61469952807,9000,0.04661521967500448,2852,34.2400013387428,0,25.759998661257246,0.0,-0.0,-2.054672691748576,0.0,1.7803852474689483
3,-11330.712609318787,-10491.38917697575,12000,0.04545383155345917,2852,34.22473137266236,0,25.77526862733763,0.0,-0.0,-2.7238967656350077,0.0,1.8623487341403961
4,-11405.048818169702,-10674.12110521454,15000,0.044822193682193756,2845,34.23828527023806,0,25.761714729761856,0.0,-0.0,-0.1300247949271771,0.0,1.941273683309555
