episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,4632.538662954201,4632.538662954201,0.99981,1458,50,3.8448789241513612,6,56.15512107584872,6.792929957277918,-0.06,-0.0,0.0,200.0,0.3,BALANCED
1,3138.9107624906396,3885.72471272242,0.99962,1458,70,13.437511950589249,12,46.56248804941072,5.85878067831998,-0.12,-0.0,0.0,400.0,0.3,BALANCED
2,4497.015412121029,4089.488279188623,0.99943,1458,50,3.84415785849092,6,56.15584214150907,6.774602230890685,-0.06,-0.0,0.0,200.0,0.3,BALANCED
3,3314.12782263638,3895.648165050562,0.99924,1458,69,13.335394224327034,12,46.664605775673024,5.689153366779861,-0.12,-0.0,0.0,400.0,0.3,BALANCED
4,4529.6065678765535,4022.4398456157605,0.99905,1458,51,3.846510213688181,6,56.15348978631183,6.882378139880132,-0.06,-0.0,0.0,200.0,0.3,BALANCED
5,3403.5690789135506,3919.294717832059,0.99886,1458,67,13.323803466536042,12,46.676196533463994,5.397029137464978,-0.12,-0.0,0.0,400.0,0.3,BALANCED
6,4670.955396445726,4026.674814776869,0.99867,1458,49,3.8286528319348987,6,56.17134716806509,6.826464952137692,-0.06,-0.0,0.0,200.0,0.3,BALANCED
7,3318.397095313388,3938.1400998439335,0.99848,1458,69,13.355013613836826,12,46.64498638616318,5.583914154489095,-0.12,-0.0,0.0,400.0,0.3,BALANCED
8,4556.189626146628,4006.812269433122,0.99829,1458,53,3.853559187140739,6,56.14644081285922,6.914240860322169,-0.06,-0.0,0.0,200.0,0.3,BALANCED
9,3270.9866589330177,3933.2297083831118,0.9981,1458,67,13.368262856024371,12,46.63173714397574,5.864789924771193,-0.12,-0.0,0.0,400.0,0.3,BALANCED
10,4514.908439951479,3921.466686082839,0.99791,1458,56,3.854584121351553,6,56.14541587864843,6.861913135186942,-0.06,-0.0,0.0,200.0,0.3,BALANCED
11,3283.2790046155037,3935.9035102953253,0.99772,1458,67,13.340935129783613,12,46.65906487021634,5.5851626133427335,-0.12,-0.0,0.0,400.0,0.3,BALANCED
12,4539.369544821421,3940.138923565365,0.99753,1458,44,3.826858476720479,6,56.17314152327957,6.949689043371774,-0.06,-0.0,0.0,200.0,0.3,BALANCED
