episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,7141.599833142378,7141.599833142378,1000,0.06935121864080429,1,3.3521289241513648,6,56.64787107584869,7.771050970094255,-0.06,-0.0,0.0,0.0
1,7340.2329795753285,7240.916406358853,2000,0.0687360130250454,0,3.357684746621404,6,56.6423152533786,7.770079401791515,-0.06,-0.0,0.0,2.9535236060619354
2,6767.5231621406065,7083.118658286105,3000,0.06672151293605566,85,4.147907858490919,5,55.85209214150906,7.764573170551766,-0.05,-0.0,0.0,2.322747584581375
3,7685.156015511582,7233.627997592474,4000,0.06496341712772846,0,3.3362996809352103,3,56.663700319064816,7.76625678824356,-0.03,-0.0,0.0,2.0146246552467346
4,7405.864940108029,7268.075386095586,5000,0.06337693054229021,15,3.62286021368818,3,56.37713978631181,7.771705934761377,-0.03,-0.0,0.0,1.5763540112972259
