episode,reward,avg10,buffer,avg_noisy_sigma,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,avg_loss
0,-2169.972954447522,-2169.972954447522,3000,0.04911741893738508,192,45.05917313347355,6,14.940826866526454,7.776541590534557,-0.30000000000000004,-0.0,0.0,1.7213767325878144
1,-6260.7305120721485,-4215.351733259835,6000,0.04469579458236694,508,40.0247391678181,2,19.975260832181803,3.9398028372372087,-0.1,-0.0,0.0,1.1831397622823716
2,-5058.367122103743,-4496.3568628744715,9000,0.042208985425531864,186,40.40790133874268,2,19.592098661257257,3.776857537344026,-0.1,-0.0,0.0,1.2778735077381134
3,-4950.604397865341,-4609.918746622188,12000,0.04101823549717665,196,40.38383137266234,2,19.61616862733775,3.7271908493978287,-0.1,-0.0,0.0,1.4060201400518417
4,-5019.932491128151,-4691.921495523381,15000,0.04049555025994778,190,40.3995852702382,2,19.60041472976184,4.285310398187502,-0.1,-0.0,0.0,1.4036151212453842
