episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity
0,-1045.0596973734032,-1045.0596973734032,0.99981,1458,444,6.956487547981422,6,53.043512452018646,10.0,-0.06,-0.0,0.0,200.0,0.1
1,-8431.043275939455,-4738.051486656429,0.99962,1458,762,24.66043529863839,12,35.33956470136153,0.0,-0.12,-3.234147601641064,0.0,340.0,0.6000000000000001
2,-6563.7395410548515,-5346.614171455903,0.99943,1458,597,7.640343382963916,6,52.35965661703603,0.0,-0.06,-8.961147383092069,0.0,130.0,1.0
3,-10735.63375275488,-6693.869066780648,0.99924,1458,675,22.21835951039423,12,37.78164048960577,0.0,-0.12,-7.211131799173041,0.0,300.0,0.4
4,-2979.369616809997,-5950.969176786517,0.99905,1458,254,5.265567437923983,6,54.73443256207593,0.0,-0.06,-14.122420457521523,0.0,120.0,0.5
5,-14849.434294243365,-7434.046696362658,0.99886,1458,782,24.508174772634447,12,35.491825227365496,0.0,-0.12,-7.379169623456603,0.0,320.0,0.0
6,-6545.904969956511,-7307.169306876065,0.99867,1458,513,6.973462153061373,6,53.02653784693861,0.0,-0.06,-12.758710712977681,0.0,130.0,0.4
7,-12254.28539813574,-7925.558818283525,0.99848,1458,608,20.77750318928903,12,39.22249681071097,5.140465908300545,-0.12,-0.0,0.0,380.0,0.7000000000000001
8,-3710.3223099999404,-7457.199206252017,0.99829,1458,285,5.593672208034291,6,54.406327791965616,10.0,-0.06,-0.0,0.0,130.0,0.7000000000000001
9,-13627.033175507791,-8074.1826031775945,0.9981,1458,740,22.371708452237364,12,37.62829154776269,0.0,-0.12,-1.8026286716797646,0.0,360.0,0.6000000000000001
10,-6386.3055942296205,-8608.307192863216,0.99791,1458,600,7.5642940429524215,6,52.435705957047546,10.0,-0.06,-0.0,0.0,170.0,0.9
11,-14649.399826154415,-9230.142847884712,0.99772,1458,765,23.624132663800058,12,36.375867336199875,0.0,-0.12,-0.8327747460470958,0.0,360.0,0.7000000000000001
12,-1283.5765238808633,-8702.126546167314,0.99753,1458,36,4.427002098071264,6,55.572997901928645,10.0,-0.06,-0.0,0.0,190.0,0.9
13,-10672.911595817233,-8695.854330473547,0.99734,1458,545,20.829577926254895,12,39.17042207374511,0.0,-0.12,-5.33610099648504,0.0,300.0,1.0
14,-173.62932547548442,-8415.280301340097,0.99715,1458,48,4.641615933075211,6,55.35838406692481,10.0,-0.06,-0.0,0.0,120.0,0.8
15,-14736.837573189478,-8404.020629234707,0.99696,1458,789,24.140572137839072,12,35.85942786216093,10.0,-0.12,-0.0,0.0,280.0,0.7000000000000001
16,-5562.571232802256,-8305.687255519282,0.99677,1458,475,6.791607988086777,6,53.20839201191321,0.9086021260287902,-0.06,-0.0,0.0,200.0,0.8
17,-11929.563535484145,-8273.215069254122,0.99658,1458,709,22.99778740029386,12,37.00221259970614,0.0,-0.12,-1.0544933063352424,0.0,380.0,0.7000000000000001
18,-5669.916093115907,-8469.174447565721,0.99639,1458,496,6.892947822974854,6,53.107052177025146,10.0,-0.06,-0.0,0.0,200.0,0.2
19,-17094.960559799154,-8815.967185994854,0.9962,1458,736,20.835341612478835,12,39.16465838752124,0.0,-0.12,-0.9646984609342946,0.0,360.0,0.4
20,-4607.1690365503655,-8638.05353022693,0.99601,1458,490,7.210431878072235,6,52.78956812192772,10.0,-0.06,-0.0,0.0,130.0,0.7000000000000001
21,-15308.329570901953,-8703.946504701682,0.99582,1458,740,22.388506875148185,12,37.6114931248518,0.0,-0.12,-10.227632315130304,0.0,280.0,0.0
22,-5417.483407203225,-9117.33719303392,0.99563,1458,475,6.8982568328268785,6,53.10174316717311,10.0,-0.06,-0.0,0.0,180.0,0.6000000000000001
23,-16676.33118757083,-9717.679152209279,0.99544,1458,804,23.589156882498855,12,36.41084311750119,0.0,-0.12,-2.4527369280768063,0.0,340.0,0.4
24,-3090.0147328324642,-10009.31769294498,0.99525,1458,305,5.72346888788564,6,54.276531112114384,10.0,-0.06,-0.0,0.0,120.0,0.8
25,-14662.756145481808,-10001.90955017421,0.9950600000000001,1458,559,20.817282145189683,12,39.18271785481032,0.0,-0.12,-0.9638750044431621,0.0,360.0,0.9
26,-4791.8233150789165,-9924.834758401877,0.99487,1458,151,4.683680722838091,6,55.316319277161746,10.0,-0.06,-0.0,0.0,200.0,0.1
27,-14442.097488080793,-10176.088153661542,0.99468,1458,706,21.302816357310284,12,38.6971836426896,0.0,-0.12,-9.903634073209968,0.0,240.0,0.1
28,-6543.387652756349,-10263.435309625587,0.99449,1458,509,7.1404647777852706,6,52.85953522221484,0.0,-0.06,-4.029733588381861,0.0,170.0,0.9
29,-16386.58996858409,-10192.59825050408,0.9943,1458,821,25.034431619443257,12,34.965568380556746,0.0,-0.12,-2.548030993930541,0.0,380.0,0.2
