episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action,dynamic_tsla,dynamic_min_popularity,replication_state
0,4507.091122667338,4507.091122667338,0.99981,1458,50,3.8367789241513615,6,56.16322107584872,6.792929957277918,-0.06,-0.0,0.0,200.0,0.3,BALANCED
1,3406.0235197583106,3956.5573212128243,0.99962,1458,66,13.325011950589253,12,46.67498804941073,5.85878067831998,-0.12,-0.0,0.0,400.0,0.3,BALANCED
2,4645.012155600866,4186.042266008838,0.99943,1458,46,3.8279578584909206,6,56.17204214150907,6.774602230890685,-0.06,-0.0,0.0,200.0,0.3,BALANCED
3,3340.5462056899264,3974.6682509291104,0.99924,1458,71,13.392544224327034,12,46.60745577567304,5.689153366779861,-0.12,-0.0,0.0,400.0,0.3,BALANCED
4,4620.2567857625,4103.785957895789,0.99905,1458,49,3.838410213688181,6,56.16158978631183,6.882378139880132,-0.06,-0.0,0.0,200.0,0.3,BALANCED
5,3332.5682362959733,3975.249670962486,0.99886,1458,64,13.267553466536041,12,46.732446533464,5.397029137464978,-0.12,-0.0,0.0,400.0,0.3,BALANCED
6,4547.790969050555,4057.0412849750674,0.99867,1458,49,3.832702831934898,6,56.1672971680651,6.826464952137692,-0.06,-0.0,0.0,200.0,0.3,BALANCED
7,3304.6298968442393,3962.9898614587137,0.99848,1458,69,13.33971361383683,12,46.66028638616318,5.583914154489095,-0.12,-0.0,0.0,400.0,0.3,BALANCED
8,4550.93512570041,4028.3171130411242,0.99829,1458,48,3.829259187140739,6,56.170740812859215,6.914240860322169,-0.06,-0.0,0.0,200.0,0.3,BALANCED
9,3294.397288321121,3954.925130569124,0.9981,1458,67,13.329562856024369,12,46.67043714397576,5.864789924771193,-0.12,-0.0,0.0,400.0,0.3,BALANCED
10,4598.819023444027,3964.0979206467928,0.99791,1458,55,3.846484121351552,6,56.15351587864843,6.861913135186942,-0.06,-0.0,0.0,200.0,0.3,BALANCED
11,3287.8695938991145,3952.282528060873,0.99772,1458,69,13.367485129783612,12,46.63251487021635,5.5851626133427335,-0.12,-0.0,0.0,400.0,0.3,BALANCED
12,4483.663454089124,3936.147657909699,0.99753,1458,48,3.847108476720479,6,56.15289152327957,6.949689043371774,-0.06,-0.0,0.0,200.0,0.3,BALANCED
13,3305.896729841228,3932.682710324829,0.99734,1458,69,13.427624371778032,12,46.5723756282221,5.893038383916116,-0.12,-0.0,0.0,400.0,0.3,BALANCED
14,4524.64965629793,3923.1219973783723,0.99715,1458,48,3.8293054108797855,6,56.17069458912012,6.951361317789512,-0.06,-0.0,0.0,200.0,0.3,BALANCED
15,3180.9437934313733,3907.959553091912,0.99696,1458,69,13.370956644957907,12,46.62904335504211,5.62341107237552,-0.12,-0.0,0.0,400.0,0.3,BALANCED
16,4545.405422808837,3907.7209984677406,0.99677,1458,53,3.841809766085632,6,56.1581902339143,6.774137225974286,-0.06,-0.0,0.0,200.0,0.3,BALANCED
17,3405.754195938451,3917.833428377162,0.99658,1458,68,13.326875887317112,12,46.673124112682935,5.304286842658305,-0.12,-0.0,0.0,400.0,0.3,BALANCED
18,4540.856592191646,3916.8255750262856,0.99639,1458,51,3.837308700429479,6,56.16269129957041,6.755809500615236,-0.06,-0.0,0.0,200.0,0.3,BALANCED
19,3299.111225272673,3917.2969687214404,0.9962,1458,70,13.37694816109782,12,46.6230518389021,5.634659531520063,-0.12,-0.0,0.0,400.0,0.3,BALANCED
20,4502.179026878064,3907.6329690648445,0.99601,1458,53,3.825801055678239,6,56.1741989443218,6.843585408800066,-0.06,-0.0,0.0,200.0,0.3,BALANCED
21,3300.989585508201,3908.944968225753,0.99582,1458,66,13.32665740319955,12,46.673342596800595,5.315535301802847,-0.12,-0.0,0.0,400.0,0.3,BALANCED
22,4514.832599851102,3912.0618828019506,0.99563,1458,51,3.839894306003348,6,56.160105693996634,6.848843145601503,-0.06,-0.0,0.0,200.0,0.3,BALANCED
23,3273.7986499775275,3908.85207481558,0.99544,1458,67,13.320621803503048,12,46.67937819649689,5.7718956615862025,-0.12,-0.0,0.0,400.0,0.3,BALANCED
24,4606.090975418493,3916.9962067276365,0.99525,1458,46,3.8347406612091905,6,56.16525933879083,7.005619054814513,-0.06,-0.0,0.0,200.0,0.3,BALANCED
25,3380.115624586247,3936.9133898431237,0.9950600000000001,1458,64,13.288601045368717,12,46.71139895463116,5.47977143175723,-0.12,-0.0,0.0,400.0,0.3,BALANCED
26,4592.468352816022,3941.619682843843,0.99487,1458,48,3.849913595432878,6,56.150086404567176,6.953291328427591,-0.06,-0.0,0.0,200.0,0.3,BALANCED
27,3181.174012355652,3919.161664485563,0.99468,1458,93,13.745473319085042,12,46.254526680914935,6.0101441203393176,-0.12,-0.0,0.0,400.0,0.3,BALANCED
28,4500.32779706887,3915.1087849732853,0.99449,1458,49,3.8392699506687684,6,56.16073004933121,6.741067237416718,-0.06,-0.0,0.0,200.0,0.3,BALANCED
29,3213.907948030288,3906.5884572490468,0.9943,1458,72,13.445342560843452,12,46.55465743915655,5.491019891013532,-0.12,-0.0,0.0,400.0,0.3,BALANCED
