episode,reward,avg10,epsilon,states_explored,sla_violations,cumulative_cost,replica_count,budget_remaining,reward_wait_time,reward_unutilization,reward_queue_penalty,reward_invalid_action
0,1684.36728995861,1684.36728995861,0.99981,243,,,,,,,,
1,1590.3027286380316,1637.3350092983208,0.99962,243,,,,,,,,
2,1700.3322834816195,1658.3341006927537,0.99943,243,,,,,,,,
3,1706.9169006011446,1670.4798006698513,0.99924,243,,,,,,,,
4,1642.3607936670944,1664.8559992693001,0.99905,243,,,,,,,,
5,1664.2848038553857,1664.7608000336477,0.99886,243,,,,,,,,
6,1787.1081308059809,1682.2389901439808,0.99867,243,,,,,,,,
7,1745.0472348203305,1690.0900207285247,0.99848,243,,,,,,,,
8,1713.1134789085363,1692.6481827485259,0.99829,243,,,,,,,,
9,1706.7446355623294,1694.0578280299062,0.9981,243,,,,,,,,
10,1708.959674519057,1696.517066485951,0.99791,243,,,,,,,,
11,1646.831719621224,1702.1699655842701,0.99772,243,,,,,,,,
12,1628.4192293379688,1694.9786601699052,0.99753,243,,,,,,,,
13,1706.9687268353528,1694.983842793326,0.99734,243,,,,,,,,
14,1733.0271678312422,1704.0504802097407,0.99715,243,,,,,,,,
15,1689.7363594313879,1706.595635767341,0.99696,243,,,,,,,,
16,1740.7022927773828,1701.955051964481,0.99677,243,,,,,,,,
17,1701.2370737113333,1697.5740358535816,0.99658,243,,,,,,,,
18,1737.862339409773,1700.0489219037051,0.99639,243,,,,,,,,
19,1656.0366211170137,1694.9781204591739,0.9962,243,,,,,,,,
20,1672.445477563607,1691.3267007636284,0.99601,243,,,,,,,,
21,1639.1330494852432,1690.5568337500306,0.99582,243,,,,,,,,
22,1719.0958035859335,1699.6244911748267,0.99563,243,,,,,,,,
23,1687.586819597715,1697.6863004510633,0.99544,243,,,,,,,,
24,1721.3540868482698,1696.5189923527657,0.99525,243,,,,,,,,
25,1699.5660788003113,1697.5019642896582,0.9950600000000001,243,,,,,,,,
26,1667.9214593169622,1690.2238809436162,0.99487,243,,,,,,,,
27,1711.8015991208058,1691.2803334845635,0.99468,243,,,,,,,,
28,1684.4408951396067,1685.9381890575467,0.99449,243,,,,,,,,
29,1682.7090077457285,1688.6054277204184,0.9943,243,,,,,,,,
30,1680.7722646444226,1689.4381064285,0.99411,243,,,,,,,,
31,1751.9487223475621,1700.719673714732,0.99392,243,,,,,,,,
32,1715.4621726057571,1700.3563106167142,0.99373,243,,,,,,,,
33,1632.242234377061,1694.8218520946489,0.99354,243,,,,,,,,
34,1656.467238574487,1688.3331672672707,0.99335,243,,,,,,,,
35,1640.0366583613331,1682.3802252233727,0.99316,243,,,,,,,,
36,1732.777947231496,1688.8658740148262,0.99297,243,,,,,,,,
37,1698.5589686703947,1687.5416109697849,0.99278,243,,,,,,,,
38,1682.3841468213056,1687.3359361379548,0.99259,243,,,,,,,,
39,1721.017204925896,1691.1667558559716,0.9924,243,,,,,,,,
40,1686.8221892243992,1691.771748313969,0.99221,243,,,,,,,,
41,1708.5843575584026,1687.4353118350532,0.99202,243,,,,,,,,
42,1662.4170408978127,1682.1307986642587,0.99183,243,,,,,,,,
43,1709.3779331952906,1689.8443685460818,0.99164,243,,,,,,,,
44,1723.3278507964565,1696.5304297682785,0.99145,243,,,,,,,,
45,1702.11194306708,1702.7379582388535,0.99126,243,,,,,,,,
46,1706.6085879312132,1700.121022308825,0.99107,243,,,,,,,,
47,1732.4015000177544,1703.5052754435608,0.99088,243,,,,,,,,
48,1666.09115102095,1701.8759758635256,0.99069,243,,,,,,,,
49,1699.2786699366334,1699.7021223645993,0.9905,243,,,,,,,,
